"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.483415222E0,-4.878804474E0,1.047521667E0
9.935000096E-3,-3.595523071E-1,-3.863016815E0,6.063890076E-1
1.986900007E-2,5.704637146E-1,-3.533701630E0,4.198768616E-1
2.980400005E-2,1.503772888E0,-4.804708557E0,2.363584900E-1
3.973800002E-2,2.141746216E0,-7.228019257E0,5.888754272E-1
4.967300000E-2,2.352358246E0,-9.322463837E0,1.029858398E0
5.960700009E-2,2.286195831E0,-1.048644333E1,1.707199860E0
6.954100006E-2,2.030527496E0,-1.096469879E1,2.411784668E0
7.947600004E-2,1.626068573E0,-1.082189575E1,2.742447052E0
8.941000002E-2,1.197360077E0,-1.002435425E1,2.483635254E0
9.934500000E-2,8.988807678E-1,-9.540410614E0,1.700164490E0
1.092790001E-1,1.129401398E0,-9.441166992E0,9.943821716E-1
1.192140001E-1,1.990261230E0,-9.877808990E0,8.214916992E-1
1.291480000E-1,3.040776672E0,-1.012210098E1,9.128018188E-1
1.390820000E-1,3.830534363E0,-9.916728058E0,1.343156891E0
1.490170000E-1,4.360881500E0,-9.200018463E0,1.935175781E0
1.589510001E-1,4.565356293E0,-8.505612488E0,2.208507385E0
1.688860001E-1,4.428540802E0,-8.034392395E0,2.316283264E0
1.788200000E-1,3.983067169E0,-8.076604614E0,2.637664948E0
1.887550000E-1,3.405268707E0,-8.384963379E0,2.593656464E0
1.986890001E-1,2.877915344E0,-8.277486877E0,2.395618286E0
2.086240001E-1,2.442620544E0,-8.284971313E0,2.972219238E0
2.185580001E-1,1.873953094E0,-8.284372559E0,4.042643280E0
2.284920000E-1,9.400451660E-1,-7.857011261E0,4.734654236E0
2.384270000E-1,5.179229736E-2,-7.943830719E0,5.012326813E0
2.483610001E-1,-6.444099426E-1,-8.365952911E0,4.485272827E0
2.582960001E-1,-1.192719727E0,-8.944799194E0,3.462599487E0
2.682300000E-1,-1.378034363E0,-9.142238617E0,1.736389160E0
2.781650000E-1,-1.226848755E0,-8.323890381E0,-1.347797241E0
2.880947500E-1,-1.130748596E0,-7.943980408E0,-2.793191528E0
2.980287500E-1,-1.355281677E0,-9.715396729E0,4.466711426E-1
3.079637501E-1,-1.685345306E0,-1.057281372E1,2.723586273E0
3.178977501E-1,-1.854343872E0,-1.069870193E1,4.637057190E0
3.278327500E-1,-1.353635101E0,-1.003498215E1,5.895340576E0
