"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.198057300E-2,2.138484716E-1,1.510362923E-1,2.186208516E-1
7.444791700E-2,2.236223072E-1,1.559232175E-1,2.296164036E-1
7.691526000E-2,2.162919343E-1,1.828012615E-1,2.125121951E-1
7.937885400E-2,2.150702029E-1,1.864664555E-1,2.332815975E-1
8.179718800E-2,1.979659945E-1,2.145662308E-1,2.332815975E-1
8.421625000E-2,1.796400398E-1,2.451094687E-1,2.332815975E-1
8.663614600E-2,1.564271897E-1,2.805396318E-1,2.418337017E-1
8.905526000E-2,1.319925934E-1,3.123046160E-1,2.442771643E-1
9.147359400E-2,1.063362733E-1,3.465130329E-1,2.454988956E-1
9.389270800E-2,7.945822924E-2,3.794997334E-1,2.540509999E-1
9.631255200E-2,5.380190909E-2,4.137081504E-1,2.540509999E-1
9.873166700E-2,3.181077912E-2,4.442513883E-1,2.491641045E-1
1.011500000E-1,8.597921580E-3,4.699077010E-1,2.528292835E-1
1.035691150E-1,-1.217147894E-2,4.918988347E-1,2.528292835E-1
1.059890100E-1,-3.171915188E-2,5.114465356E-1,2.454988956E-1
1.084080730E-1,-4.760163650E-2,5.322158933E-1,2.418337017E-1
1.108264060E-1,-6.104066223E-2,5.554287434E-1,2.332815975E-1
1.132455210E-1,-6.959276646E-2,5.761981606E-1,2.259512246E-1
1.156654170E-1,-7.570140809E-2,6.055196524E-1,2.198425680E-1
1.180844790E-1,-8.303179592E-2,6.397281289E-1,2.125121951E-1
1.205028130E-1,-8.547524363E-2,6.861538291E-1,2.027383596E-1
1.229219270E-1,-9.036216885E-2,7.435750961E-1,1.929645240E-1
1.253418230E-1,-9.647081047E-2,8.119919300E-1,1.844124198E-1
1.277608850E-1,-1.050229296E-1,8.926261067E-1,1.721951216E-1
1.301792190E-1,-1.172402129E-1,9.866992235E-1,1.611995548E-1
1.325983330E-1,-1.319009662E-1,1.083215714E0,1.477605402E-1
1.350182290E-1,-1.514486372E-1,1.183397532E0,1.355432421E-1
1.374373440E-1,-1.758832186E-1,1.282357693E0,1.245476753E-1
1.398556250E-1,-2.027612776E-1,1.375209093E0,1.221042275E-1
1.422747400E-1,-2.308610529E-1,1.469282269E0,1.147738472E-1
1.446946350E-1,-2.589608431E-1,1.557246804E0,1.111086607E-1
1.471137500E-1,-2.846171558E-1,1.643989563E0,1.086652055E-1
1.495320310E-1,-3.090517521E-1,1.725845456E0,1.074434742E-1
1.519511460E-1,-3.334863484E-1,1.811366558E0,1.074434742E-1
1.543710420E-1,-3.542557359E-1,1.896887541E0,1.050000116E-1
1.567901560E-1,-3.762468696E-1,1.978743434E0,1.050000116E-1
1.592084900E-1,-3.957945406E-1,2.059377670E0,1.037782803E-1
1.616275520E-1,-4.128987491E-1,2.146120548E0,1.001130939E-1
1.640474480E-1,-4.287812412E-1,2.227976322E0,9.644790739E-2
1.664665630E-1,-4.422202706E-1,2.307388783E0,9.033925831E-2
1.688848960E-1,-4.532158077E-1,2.380692482E0,8.056542277E-2
1.713039580E-1,-4.593244791E-1,2.445444107E0,7.323504984E-2
1.737238540E-1,-4.666548371E-1,2.504087210E0,6.590466946E-2
1.761429690E-1,-4.715417624E-1,2.560286760E0,5.368737504E-2
