,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
4497,45.00150308,4.160897369,-6.540049896,-0.5483097839
4498,45.01151008,2.7346632389999996,-6.338419189,-0.18741027829999998
4499,45.02151808,1.444496155,-6.875951385,0.7444020081
4500,45.03152508,0.5715115356,-7.551047516000001,1.8706599430000002
4501,45.04153208,0.09056167603,-7.985444182999999,3.2518377689999998
4502,45.05153908,-0.04969665527,-8.081394653,4.423451385
4503,45.06154608,0.03532653809,-8.337811432,5.285359038999999
4504,45.07155308,-0.135617981,-8.608748016,6.040538635
4505,45.08156008,-0.5578898621,-8.630452881,6.374494171
4506,45.09156708,-0.9553134154999999,-8.55096817,6.005511475
4507,45.10157408,-1.376088409,-8.553063812000001,4.663402405
4508,45.11158208,-1.5985258480000002,-8.699309692,2.5812323
4509,45.12158908,-1.350491638,-9.060957642,0.6947053528
4510,45.13159608,-1.101559296,-9.19807251,0.1374142456
4511,45.14160308,-0.928818512,-8.931476898,0.7182064819
4512,45.15161008,-0.5516029358,-8.502469025,1.326990509
4513,45.16161708,-0.1448986816,-8.218359833,2.07573349
4514,45.17162408,0.1517843628,-8.031997375,2.737657013
4515,45.18163108,0.390687561,-7.8125537110000005,3.2471974180000003
4516,45.19163808,0.6369255065999999,-7.510182495,3.583398285
4517,45.20164608,0.9294172668,-7.138355712999999,3.775748291
4518,45.21165308,1.285526733,-6.919361115,3.84250946
4519,45.22166008,1.650318146,-6.8476602170000005,3.845503235
4520,45.23166708,2.01256485,-6.9248995970000005,3.783681793
4521,45.24167408,2.424059143,-7.120842132999999,3.7899687189999995
4522,45.25168108,2.84678009,-7.318431244,3.791914673
4523,45.26168808,3.212769012,-7.555538177000001,3.7015026860000004
4524,45.27169508,3.57112381,-7.881410522,3.6568954469999997
4525,45.28170208,3.931274872,-8.220006409,3.756737823
4526,45.29170908,4.290527802,-8.541687469,4.1758662410000005
4527,45.30171708,4.608766022,-8.727301483,4.964576111
