,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
4496,45.00900908,-0.3408672512,-1.026833415,-0.7988566756000001
4497,45.01901608,-0.7136093378,-1.130856991,-0.8540508151
4498,45.02902308,-0.894842267,-0.9987577795999999,-0.8818749785
4499,45.03903008,-0.9268790483,-0.9200661778,-0.8635348678
4500,45.04903708,-0.8433311581999999,-0.8917418718000001,-0.8030491471
4501,45.05904408,-0.6162901521,-0.7843953967,-0.7626179457
4502,45.06905108,-0.20418086649999997,-0.5075675249,-0.6894017458
4503,45.07905808,0.3036295474,-0.20007582010000002,-0.5710003972
4504,45.08906608,0.7904303074,0.1123995334,-0.45684775710000003
4505,45.09907308,1.130705357,0.42682170869999997,-0.34069591759999995
4506,45.10908008,1.245061994,0.5567677021,-0.2234081477
4507,45.11908708,1.0579668279999999,0.2687592506,-0.10980369150000001
4508,45.12909408,0.7482764125,-0.2838754356,0.005432617385
4509,45.13910108,0.4813471437,-0.6454444528,0.1314288676
4510,45.14910808,0.2754613459,-0.7160083652,0.25773966309999996
4511,45.15911508,0.10878368470000001,-0.6518917679999999,0.35462129119999997
4512,45.16912208,-0.003029663116,-0.5491011739,0.4183829725
4513,45.17913008,-0.06968139857000001,-0.43988814950000005,0.47877600789999997
4514,45.18913708,-0.10826873779999999,-0.34179914,0.5503742695
4515,45.19914408,-0.15552198890000002,-0.27451533079999996,0.6240257621
4516,45.20915108,-0.21373975280000002,-0.24221731719999998,0.6731634736
4517,45.21915808,-0.275419414,-0.24605864289999999,0.7076297401999999
4518,45.22916508,-0.34548664090000003,-0.26440808179999997,0.7254492043999999
4519,45.23917208,-0.4197813272,-0.28406170010000004,0.7159131168999999
4520,45.24917908,-0.5012825727,-0.2834129333,0.700208962
4521,45.25918608,-0.5795390606,-0.2405920625,0.6840243936
4522,45.26919408,-0.6179655194,-0.16384615,0.6501399279
4523,45.27920108,-0.6103607416,-0.1052504629,0.596169889
4524,45.28920808,-0.5763066411,-0.1790716946,0.528849721
4525,45.29921508,-0.49916183950000004,-0.3967873752,0.44490599630000005
4526,45.30922208,-0.3753730357,-0.609380126,0.3280182779
4527,45.31922908,-0.18071834739999998,-0.7567616701000001,0.20461146530000002
4528,45.32923608,0.05362730846,-0.8273109198,0.09730924666000001
4529,45.33924308,0.3116624057,-0.7499907017,0.056635838
4530,45.34925008,0.5462163091,-0.6280408502,0.05338305235
4531,45.35925808,0.720790565,-0.560057044,0.06523809582000001
4532,45.36926508,0.7643916011,-0.556137085,0.10218732800000001
4533,45.37927208,0.6694670916,-0.6432585120000001,0.1309380978
4534,45.38927908,0.5269922614,-0.8539448976999999,0.1511360556
4535,45.39928608,0.3972673714,-1.150225997,0.173484683
4536,45.40929308,0.2879264951,-1.267051458,0.26579809190000003
4537,45.41930008,0.175812915,-0.9564750195,0.41642594340000005
4538,45.42930708,-0.03413871676000001,-0.6149984002000001,0.503775239
4539,45.43931408,-0.4175174832,-0.031647574160000004,0.5199380517000001
4540,45.44932208,-0.8129668235999999,0.7610273956999999,0.4014835954
4541,45.45932908,-0.9805366396999999,0.8965970874,0.036600027230000005
4542,45.46933608,-0.9414516090999999,0.1743209213,-0.5398385525
4543,45.47934308,-0.8863505125,-0.4022657275,-0.9227824806999999
4544,45.48935008,-0.8652247190000001,-0.5551519394,-0.7746867537000001
4545,45.49935708,-0.8935771585,-0.6713434457999999,-0.5561977029
4546,45.50936408,-0.9727494717,-0.7579345107,-0.3618687093
4547,45.51937108,-0.9983068705,-0.7600271106,-0.1983422041
4548,45.52937808,-0.9221264123999999,-0.6688804626,-0.01346501801
4549,45.53938608,-0.7962256670000001,-0.501329124,0.1703427136
4550,45.54939308,-0.7196387053,-0.40242281560000004,0.2595216036
4551,45.55940008,-0.7212532759,-0.4324478507,0.27964761850000003
4552,45.56940708,-0.7684567570999999,-0.4906621575,0.272695154
4553,45.57941408,-0.8100236058,-0.4664807022,0.2701407075
4554,45.58942108,-0.9263904095000001,-0.238137275,0.2666615546
4555,45.59942808,-1.064564943,0.06223328784,0.2607858181
4556,45.60943508,-1.152266622,0.3642882109,0.2457559705
4557,45.61944308,-1.098124623,0.6662855148,0.2566024065
4558,45.62945008,-0.9132034779000001,0.9072054625,0.3063358665
4559,45.63945708,-0.6917048693000001,0.987822175,0.3402989507
4560,45.64946408,-0.3988604844,1.019409895,0.3710012138
4561,45.65947108,-0.07448786497,0.9851235747,0.3852102757
4562,45.66947808,0.19236220420000003,0.8617649078,0.4007951021
4563,45.67948508,0.405161649,0.8056192398,0.4445962012
4564,45.68949208,0.5681550503,0.8306212425,0.4551226199
4565,45.69949908,0.7015078664,0.8453994393,0.4569954574
4566,45.70950708,0.7936154008,0.8471003771,0.5092740655
4567,45.71951408,0.8611787558,0.8336021304000001,0.5439308286
4568,45.72952108,0.8104769587999999,0.7771026492,0.45059615369999995
4569,45.73952808,0.6989203691,0.8097106218000001,0.3692089319
4570,45.74953508,0.5232452154,1.0168116090000001,0.2978191674
4571,45.75954208,0.22214274109999999,1.205088377,0.2812490761
4572,45.76954908,-0.1611407399,1.311359882,0.32114109399999996
4573,45.77955608,-0.526153028,1.253096342,0.4046604633
4574,45.78956308,-0.7532585859,0.9559073448000001,0.492062211
4575,45.79957108,-0.8413028717000001,0.6081275344,0.5077804923
4576,45.80957808,-0.794760406,0.39549171920000004,0.4988733232
4577,45.81958508,-0.6917773484999999,0.3657269776,0.49799591299999996
4578,45.82959208,-0.5692157149,0.4266715646,0.5220866203
4579,45.83959933,-0.4653040469,0.4920653403,0.5594425797
4580,45.84960633,-0.4067358077,0.5932865143,0.5652618408
4581,45.85961333,-0.34308394789999996,0.6963460445,0.6234416366
4582,45.86962033,-0.300686419,0.7545883059999999,0.6990514398000001
4583,45.87962833,-0.2981788814,0.7813805342,0.7563306689
4584,45.88963533,-0.32925531269999997,0.7791874409,0.8166022301000001
4585,45.89964233,-0.3889689445,0.7787215114,0.8684352040000001
4586,45.90964933,-0.4786141217,0.8330582976,0.8953099847
4587,45.91965633,-0.5884702206,0.8881320953,0.9018071294
4588,45.92966333,-0.6906940937,0.8721203804000001,0.8856007456999999
4589,45.93967033,-0.7470061779,0.8297747374,0.8502419591
4590,45.94967733,-0.7762919068,0.8272820115,0.8013090491
4591,45.95968433,-0.7783784866,0.8610394001,0.7353065014
4592,45.96969233,-0.7837117314000001,0.8953238726,0.6687027216
4593,45.97969933,-0.7621123195,0.9402604103,0.6018022299
4594,45.98970633,-0.7134078741,0.9752402306,0.5470194221
4595,45.99971333,-0.6196894646,0.9542976022,0.48902621869999996
4596,46.00972033,-0.5143697262,0.9215844273999999,0.4293216169
4597,46.01972733,-0.3896292746,0.9205998181999999,0.3627773225
4598,46.02973433,-0.2778231204,0.9616619945,0.2868769765
4599,46.03974133,-0.2025409043,1.0499379629999999,0.2051053941
4600,46.04974833,-0.1351954192,1.009746075,0.1198653281
4601,46.05975633,-0.07567675412000001,0.8648896217,0.018574612219999998
4602,46.06976333,-0.030680781230000002,0.7167419790999999,-0.03142037988
4603,46.07977033,0.0003149341792,0.5984195471,-0.03405665979
4604,46.08977733,0.006287072785,0.5049290061,-0.02019890025
4605,46.09978433,0.009079870768,0.4679654539,-0.0111961551
4606,46.10979133,0.006058781408,0.5039466023,-0.02866569348
4607,46.11979833,-0.003831590991,0.5364385247,-0.06382705271000001
4608,46.12980533,-0.01107405685,0.5519770384,-0.1306015551
4609,46.13981333,-0.002117694821,0.5049392581000001,-0.2330177128
4610,46.14982033,0.08171168715,0.4451758265,-0.3348114491
4611,46.15982733,0.23409615460000002,0.40166577700000006,-0.4111167789
4612,46.16983433,0.4238133729,0.3465844095,-0.4600848556
4613,46.17984133,0.5962191224,0.2654908299,-0.4768024981
4614,46.18984833,0.6939454079,0.1373562962,-0.5101047754
4615,46.19985533,0.7447904348000001,-0.1513825208,-0.6134231687
4616,46.20986233,0.775416255,-0.5175309181000001,-0.8564893603
4617,46.21986933,0.8538430333,-0.946336925,-1.230763674
4618,46.22987733,0.9542562365999999,-1.323736429,-1.677277684
4619,46.23988433,1.0779880290000001,-1.39117074,-2.1632249359999998
4620,46.24989133,1.191428661,-1.203360081,-2.4663331509999997
4621,46.25989833,1.113370419,-0.7957035898999999,-2.5507695669999997
4622,46.26990533,0.9747443199,-0.03948407248,-2.387420654
4623,46.27991233,1.049399137,0.73626405,-1.849983811
4624,46.28991933,1.233144999,0.9995872974,-1.140842915
4625,46.29992633,1.270704389,0.6066984534000001,-0.7703025340999999
4626,46.30993433,1.1851359609999998,0.052847739309999996,-0.49456128479999995
4627,46.31994133,1.180484176,-0.2589035928,-0.06928620487
4628,46.32994833,1.346611381,-0.4920191169,0.2928778827
4629,46.33995533,1.6088694330000002,-0.9749673009000001,0.4539874196
4630,46.34996233,1.937549591,-1.682218432,0.4729366004
4631,46.35996933,2.32875061,-2.45199275,0.41604608299999996
4632,46.36997633,2.594511747,-2.92294836,0.2467763424
4633,46.37998333,2.58438611,-2.882187128,0.03554507345
4634,46.38999033,2.226584196,-2.02625227,-0.17519459129999998
4635,46.39999833,1.695852399,-0.5181620717000001,-0.3357482553
4636,46.41000533,1.247178793,0.4874196053,-0.478821516
4637,46.42001233,0.7718639970000001,0.34467414020000003,-0.5812444091
4638,46.43001933,0.15359225869999998,-0.39157828689999996,-0.6728179455
4639,46.44002633,-0.4228826761,-0.8829683661,-0.6935837865000001
4640,46.45003333,-0.8373872042,-1.131837845,-0.7723196148999999
4641,46.46004033,-1.025963902,-1.158412218,-0.8386639357
4642,46.47004733,-1.063190818,-1.001856446,-0.8398218751000001
4643,46.48005533,-0.9969748259000001,-0.8574553728000001,-0.7715409398
4644,46.49006233,-0.7993986606999999,-0.7125418781999999,-0.6426751018
4645,46.50006933,-0.43332147600000004,-0.5347968936,-0.48431369659999995
4646,46.51007633,0.03645053506,-0.3002581596,-0.3338024914
4647,46.52008333,0.5106862783,0.001278224168,-0.2008928061
4648,46.53009033,0.9265639186,0.25417491789999996,-0.09181133658
4649,46.54009733,1.155120492,0.3463005722,-0.01781529188
4650,46.55010433,1.111479521,0.1598236412,0.09280789644
4651,46.56011233,0.8362645506999999,-0.2918875813,0.2171040028
4652,46.57011933,0.5347076654,-0.6200969219,0.34625026579999996
4653,46.58012633,0.3390393257,-0.7406886816,0.4390712678
4654,46.59013333,0.20611856879999998,-0.6941536665000001,0.4974685311
4655,46.60014033,0.123212412,-0.5793957710000001,0.5471361875999999
4656,46.61014733,0.07256308198,-0.4642494321,0.6251764297
4657,46.62015433,0.013023327099999999,-0.421272099,0.69734478
4658,46.63016133,-0.05769824609,-0.44460511210000003,0.7547279
4659,46.64016833,-0.13120542470000002,-0.49885907770000004,0.7991374731
4660,46.65017633,-0.2149101645,-0.5644292831000001,0.82611233
4661,46.66018333,-0.3083284497,-0.6086577177,0.8297867775
4662,46.67019033,-0.3975116014,-0.6062203646000001,0.7992810606999999
4663,46.68019733,-0.4766234756,-0.5032373667,0.7479557991
4664,46.69020433,-0.5470350981000001,-0.3006568253,0.6541696787
4665,46.70021133,-0.587321341,-0.03346341848,0.5082647204
4666,46.71021833,-0.5784125328,0.1167697534,0.3398863673
4667,46.72022533,-0.4960979521,-0.017751637849999998,0.25012770300000003
4668,46.73023333,-0.3599811494,-0.3054297566,0.1874257028
4669,46.74024033,-0.1712043881,-0.3775172532,0.01353257429
4670,46.75024733,0.1053435802,-0.4054511487,-0.09781552106000001
4671,46.76025433,0.4109711945,-0.4539068937,-0.1497722119
4672,46.77026133,0.6938899755,-0.4635035694,-0.13402546939999999
4673,46.78026833,0.9381359220000001,-0.5236521959,-0.09165186435
4674,46.79027533,1.1026297809999999,-0.7150373459,-0.04009520262
4675,46.80028233,1.067171216,-0.990350008,-0.03158015385
4676,46.81029033,0.880969584,-1.103020191,0.03126352653
4677,46.82029733,0.7357861995999999,-1.0729336740000002,0.1316809207
4678,46.83030433,0.5736958385,-1.149319768,0.1986106932
