"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.381799999E-2,-9.736405015E-1,-1.533073902E0,2.704841197E-1
2.386799999E-2,-1.076956630E0,-1.710110307E0,2.671808302E-1
3.391800000E-2,-1.145370603E0,-1.977195263E0,3.031198978E-1
4.396800000E-2,-1.214879155E0,-2.243716955E0,3.485337198E-1
5.401800000E-2,-1.320642591E0,-2.564724207E0,3.854787052E-1
6.406799999E-2,-1.491306067E0,-2.979335070E0,4.029728174E-1
7.411799999E-2,-1.705237508E0,-3.353714705E0,4.040471613E-1
8.416800000E-2,-1.940356016E0,-3.591670275E0,3.810061216E-1
9.421800000E-2,-2.150724411E0,-3.691927671E0,3.358892500E-1
1.042680000E-1,-2.326259851E0,-3.639130592E0,2.778446972E-1
1.143180000E-1,-2.481456280E0,-3.559569359E0,1.912695915E-1
1.243680000E-1,-2.532104969E0,-3.550379992E0,1.980707347E-1
1.344180000E-1,-2.548292875E0,-3.531048775E0,2.457173467E-1
1.444680000E-1,-2.540367842E0,-3.487242222E0,2.517833710E-1
1.545180000E-1,-2.501436234E0,-3.358075619E0,1.995902210E-1
1.645680000E-1,-2.417594671E0,-3.152446032E0,1.130464002E-1
1.746180000E-1,-2.260154724E0,-2.870432377E0,4.170510918E-2
1.846680000E-1,-1.300989389E0,-2.179872274E0,3.763788044E-1
1.947170000E-1,-7.051158547E-1,-2.333527565E0,3.639013469E-1
2.047670000E-1,-2.935206592E-1,-1.980057597E0,2.328848988E-1
2.148170000E-1,1.578398645E-1,-1.082736135E0,1.438634098E-1
2.248705833E-1,2.620843947E-1,-1.216878653E0,-3.445405513E-3
2.349205833E-1,7.930073887E-2,-1.270773530E0,-1.359419227E-1
2.449705833E-1,-3.025031090E-1,-9.061028361E-1,-2.487971783E-1
2.550205833E-1,-6.947646141E-1,-2.668051720E-1,-2.992608845E-1
2.650705833E-1,-9.391306639E-1,6.271834970E-1,-4.161197245E-1
2.751205833E-1,-9.609717727E-1,1.249208689E0,-4.534141123E-1
2.851705833E-1,-8.145948052E-1,1.486068726E0,-4.285931587E-1
2.952205833E-1,-6.916158795E-1,1.649336934E0,-4.392884076E-1
3.052705833E-1,-7.154730558E-1,2.034380436E0,-4.758614302E-1
3.153205833E-1,-8.022875786E-1,2.184899569E0,-5.497351289E-1
3.253705833E-1,-7.190974951E-1,1.956969738E0,-5.911423564E-1
3.354205833E-1,-5.610148907E-1,1.515808105E0,-6.300716400E-1
