"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.011963000E-3,8.580704927E-1,-1.969141364E0,-1.043959185E-1
7.995605000E-3,8.580704927E-1,-1.969141364E0,-1.043959185E-1
9.979248000E-3,8.580704927E-1,-1.969141364E0,-1.043959185E-1
1.196289100E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
1.394653300E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
1.596069300E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
1.794433600E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
1.995849600E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
2.194213900E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
2.395629900E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
2.593994100E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
2.792358400E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
2.990722600E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
3.192138700E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
3.390502900E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
3.591918900E-2,8.580704927E-1,-1.969141364E0,-1.043959185E-1
3.790283200E-2,8.708537221E-1,-6.269081235E-1,1.278317347E-2
3.991699200E-2,7.824367285E-1,-8.080030680E-1,5.486112088E-2
4.190063500E-2,7.057377100E-1,-9.571400881E-1,9.108011425E-2
4.391479500E-2,6.348975897E-1,-1.090830803E0,1.299622655E-1
4.589843700E-2,5.747101903E-1,-1.204814076E0,1.651159972E-1
4.788208000E-2,5.246427655E-1,-1.296959519E0,1.992044598E-1
4.986572300E-2,4.836300611E-1,-1.366201639E0,2.263686955E-1
5.184936500E-2,4.554005563E-1,-1.405083776E0,2.428802997E-1
5.383300800E-2,4.404868484E-1,-1.412540674E0,2.604571581E-1
5.584716800E-2,4.388889670E-1,-1.382180691E0,2.689792812E-1
5.783081000E-2,4.410194755E-1,-1.347026944E0,2.732403278E-1
5.981445300E-2,4.458131790E-1,-1.308677435E0,2.753708661E-1
6.182861300E-2,4.548679292E-1,-1.270327806E0,2.822950780E-1
6.384277300E-2,4.633900523E-1,-1.230380416E0,2.870887816E-1
6.579589800E-2,4.676510990E-1,-1.207477212E0,2.940129936E-1
6.781005900E-2,4.676510990E-1,-1.201618314E0,3.041329980E-1
6.979370100E-2,4.612595141E-1,-1.203748822E0,3.163835406E-1
7.177734400E-2,4.564658105E-1,-1.197889924E0,3.265035450E-1
7.379150400E-2,4.554005563E-1,-1.184574127E0,3.344930410E-1
7.577514600E-2,4.500742257E-1,-1.164334059E0,3.456783295E-1
7.778930700E-2,4.511395097E-1,-1.128647685E0,3.478088379E-1
7.977294900E-2,4.527373910E-1,-1.078047633E0,3.510046303E-1
8.178710900E-2,4.591289759E-1,-1.009870648E0,3.472762108E-1
8.380126900E-2,4.681837261E-1,-9.278453588E-1,3.376888335E-1
8.575439400E-2,4.809668958E-1,-8.314388990E-1,3.254382908E-1
8.776855500E-2,4.948153496E-1,-7.190535069E-1,3.142530024E-1
8.975219700E-2,5.155879855E-1,-6.008091569E-1,2.886866629E-1
9.173584000E-2,5.347627401E-1,-4.708468914E-1,2.705771625E-1
9.375000000E-2,5.528722405E-1,-3.366235793E-1,2.444781959E-1
9.573364300E-2,5.715143681E-1,-2.029328793E-1,2.189118415E-1
9.774780300E-2,5.858954787E-1,-7.776430249E-2,1.933455020E-1
9.973144500E-2,5.986786485E-1,3.834952042E-2,1.677791476E-1
1.017456050E-1,6.098638773E-1,1.518001854E-1,1.384843737E-1
1.037597660E-1,6.146575809E-1,2.615224123E-1,1.161138266E-1
1.057128910E-1,6.183860302E-1,3.669835925E-1,8.948221803E-2
1.076965330E-1,6.141249537E-1,4.671184719E-1,6.711166352E-2
1.097106930E-1,6.040049195E-1,5.576659441E-1,4.367584363E-2
1.116943360E-1,5.874933600E-1,6.317018270E-1,1.491370238E-2
1.136779780E-1,5.704491138E-1,6.934871674E-1,-7.989482954E-3
1.156921390E-1,5.496764779E-1,7.392935157E-1,-3.408846259E-2
1.176757810E-1,5.225121975E-1,7.739146352E-1,-6.285060197E-2
1.196899410E-1,4.964132309E-1,7.968178391E-1,-8.894958347E-2
1.216735840E-1,4.671184719E-1,8.159925938E-1,-1.150485575E-1
1.237182620E-1,4.404868484E-1,8.303736448E-1,-1.427454352E-1
1.256713870E-1,4.117247164E-1,8.298410177E-1,-1.699096859E-1
1.276855470E-1,3.840278387E-1,8.170578480E-1,-1.912149638E-1
1.296691890E-1,3.547330499E-1,7.984157205E-1,-2.157160491E-1
1.316528320E-1,3.233077526E-1,7.723167539E-1,-2.370213419E-1
1.336669920E-1,2.950782478E-1,7.371630073E-1,-2.588592768E-1
1.356506350E-1,2.668487430E-1,7.009440064E-1,-2.716424465E-1
1.376647950E-1,2.402171344E-1,6.631271243E-1,-2.817624509E-1
1.396789550E-1,2.141181529E-1,6.247776151E-1,-2.902845740E-1
1.416625980E-1,1.906823367E-1,5.949501991E-1,-2.902845740E-1
1.436767580E-1,1.683117896E-1,5.677859783E-1,-2.801645398E-1
1.456298830E-1,1.491370201E-1,5.560680628E-1,-2.652508616E-1
1.476440430E-1,1.352885813E-1,5.571333170E-1,-2.455434501E-1
1.496276850E-1,1.198422536E-1,5.597964525E-1,-2.194444835E-1
1.516418460E-1,1.081243455E-1,5.619270205E-1,-1.896170676E-1
1.536254880E-1,9.427590668E-2,5.656554103E-1,-1.619201899E-1
1.556091310E-1,8.202536404E-2,5.773733258E-1,-1.315601617E-1
1.576232910E-1,7.510114461E-2,5.821670294E-1,-1.001348570E-1
1.596069340E-1,6.870955974E-2,5.954828262E-1,-6.817692518E-2
1.616210940E-1,6.072007492E-2,6.018744111E-1,-3.142530099E-2
1.636352540E-1,5.113269389E-2,6.087986231E-1,3.728425596E-3
1.655883790E-1,4.048004746E-2,6.093312502E-1,4.420847446E-2
1.675720210E-1,3.302319720E-2,6.146575809E-1,8.362326026E-2
1.695556640E-1,2.183792181E-2,6.173207760E-1,1.235706806E-1
1.715393070E-1,1.278317347E-2,6.231797338E-1,1.667138934E-1
1.735534670E-1,4.261057824E-3,6.295713186E-1,2.093244642E-1
1.755371090E-1,-1.118527725E-2,6.343649626E-1,2.583266199E-1
1.775512690E-1,-2.929477207E-2,6.301039457E-1,3.083940744E-1
1.795349120E-1,-4.953479767E-2,6.178534031E-1,3.552657068E-1
1.815490720E-1,-7.297061384E-2,5.981460214E-1,4.026699662E-1
1.835632320E-1,-1.038632840E-1,5.704491138E-1,4.479437172E-1
1.855163570E-1,-1.379517466E-1,5.363606811E-1,4.948153496E-1
1.875000000E-1,-1.731054783E-1,5.107942820E-1,5.347627401E-1
1.895141600E-1,-2.103897333E-1,4.852279723E-1,5.629922748E-1
1.914978030E-1,-2.487392575E-1,4.585963488E-1,5.901564956E-1
1.934814450E-1,-2.886866629E-1,4.266384244E-1,6.162554622E-1
1.955261230E-1,-3.350256681E-1,4.032025933E-1,6.391586661E-1
1.974487300E-1,-3.787015080E-1,3.840278387E-1,6.578007936E-1
1.994628910E-1,-4.277036786E-1,3.536677957E-1,6.764429212E-1
2.014465330E-1,-4.788363874E-1,3.185140789E-1,6.886934638E-1
2.034912110E-1,-5.294364095E-1,2.886866629E-1,7.020092607E-1
2.054443360E-1,-5.826996565E-1,2.625876963E-1,7.089334726E-1
2.074584960E-1,-6.343649626E-1,2.327602804E-1,7.131945491E-1
2.094421390E-1,-6.854977012E-1,2.071939409E-1,7.217166424E-1
2.114562990E-1,-7.291735411E-1,1.880191714E-1,7.270429730E-1
2.134399410E-1,-7.755125165E-1,1.661812514E-1,7.334345579E-1
2.154541010E-1,-8.175904751E-1,1.363538504E-1,7.350324988E-1
2.174377440E-1,-8.543421030E-1,9.747169912E-2,7.371630073E-1
2.194519040E-1,-8.836368918E-1,6.764429063E-2,7.339671850E-1
2.214355470E-1,-9.081379771E-1,4.580637068E-2,7.350324988E-1
2.234802250E-1,-9.331716895E-1,5.858954508E-3,7.307714224E-1
2.254333500E-1,-9.480853677E-1,-3.089267015E-2,7.281082273E-1
2.274475100E-1,-9.576727748E-1,-7.350324839E-2,7.206513882E-1
2.294311520E-1,-9.656622410E-1,-1.272991002E-1,7.073355913E-1
2.314453120E-1,-9.688580036E-1,-1.773665249E-1,6.929545403E-1
2.334289550E-1,-9.688580036E-1,-2.343581766E-1,6.711165905E-1
2.354431150E-1,-9.614011645E-1,-2.881540358E-1,6.466155052E-1
2.374267580E-1,-9.507485032E-1,-3.462109566E-1,6.205165386E-1
2.394104000E-1,-9.315737486E-1,-4.095941782E-1,5.874933600E-1
2.413940430E-1,-9.097358584E-1,-4.729774296E-1,5.528722405E-1
2.434082030E-1,-8.836368918E-1,-5.390238166E-1,5.113269091E-1
2.453613280E-1,-8.575378656E-1,-6.141249537E-1,4.692489803E-1
2.473754880E-1,-8.271778226E-1,-6.913566589E-1,4.239752591E-1
2.493591310E-1,-7.946872711E-1,-7.781757116E-1,3.765709996E-1
2.513732910E-1,-7.765777707E-1,-8.245146871E-1,3.526025414E-1
2.533569340E-1,-7.446198463E-1,-9.273127317E-1,2.961435318E-1
2.553405760E-1,-7.115966678E-1,-1.036502361E0,2.428802997E-1
2.573242190E-1,-6.796387434E-1,-1.157942414E0,1.848233789E-1
2.593078610E-1,-6.412891746E-1,-1.282578349E0,1.214401498E-1
2.613220210E-1,-5.992112756E-1,-1.417866945E0,5.699164793E-2
2.633361820E-1,-5.555354357E-1,-1.554220796E0,-1.278317347E-2
2.652893070E-1,-5.075985193E-1,-1.698031545E0,-8.894958347E-2
2.672729490E-1,-4.527373910E-1,-1.834385395E0,-1.683117896E-1
2.692871090E-1,-4.000068009E-1,-1.964347601E0,-2.567287385E-1
2.712707520E-1,-3.472762108E-1,-2.078330994E0,-3.467435837E-1
2.732849120E-1,-2.972087860E-1,-2.184324741E0,-4.431500137E-1
2.752685550E-1,-2.455434501E-1,-2.278600693E0,-5.379585624E-1
2.772827150E-1,-2.013349831E-1,-2.356897593E0,-6.428871155E-1
2.792663570E-1,-1.571265012E-1,-2.417617798E0,-7.483482957E-1
2.812500000E-1,-1.139832959E-1,-2.443716764E0,-8.538094759E-1
2.832641600E-1,-7.723167539E-2,-2.449575663E0,-9.512811303E-1
2.852478030E-1,-5.273059011E-2,-2.428270340E0,-1.039165497E0
2.872314450E-1,-3.036003746E-2,-2.402704000E0,-1.117995024E0
2.892150880E-1,-9.054748341E-3,-2.360625982E0,-1.185106754E0
2.912292480E-1,6.391586736E-3,-2.295644999E0,-1.233576298E0
2.932128910E-1,2.929477207E-2,-2.194444895E0,-1.264468908E0
2.952270510E-1,5.060006306E-2,-2.074069977E0,-1.284708977E0
