"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.118989540E-1,2.388766527E0,1.810430527E0,-9.638611078E-1
2.138729540E-1,1.832879186E0,1.277755976E0,-1.131849051E0
2.158729540E-1,1.666723847E0,1.057844520E0,-1.125740409E0
2.178729540E-1,1.518894434E0,8.281591535E-1,-1.093975306E0
2.198729540E-1,1.266607046E0,4.029969871E-1,-1.003567338E0
2.218729540E-1,1.186583757E0,1.989679784E-1,-9.559198022E-1
2.238726200E-1,1.141379714E0,-2.200855911E-1,-9.088831544E-1
2.258723340E-1,9.709482789E-1,-3.416477740E-1,-9.015527964E-1
2.278720840E-1,8.341144919E-1,-3.184348643E-1,-8.991093040E-1
2.298718610E-1,5.433426499E-1,-2.176421136E-1,-8.771181703E-1
2.318716610E-1,3.503092229E-1,-1.889314502E-1,-8.441314697E-1
2.338691150E-1,2.770054042E-1,-2.219181806E-1,-8.117555976E-1
2.358681150E-1,2.861683667E-1,-2.756743133E-1,-8.087012768E-1
2.378679610E-1,2.928878963E-1,-3.074392974E-1,-8.074795604E-1
2.398676750E-1,3.222094178E-1,-3.398151994E-1,-8.093121052E-1
2.418674080E-1,2.672315538E-1,-2.304702848E-1,-7.958731055E-1
2.438671580E-1,2.159188688E-1,-1.467817575E-1,-7.781580091E-1
2.458669220E-1,1.248999462E-1,-1.395827043E-3,-7.421169281E-1
2.478666990E-1,5.953736976E-2,8.046011627E-2,-6.993563771E-1
2.498664880E-1,3.449189290E-2,1.103925109E-1,-6.785869598E-1
2.518662880E-1,-1.132299844E-2,1.372705847E-1,-6.407133341E-1
2.538648590E-1,-3.209241480E-2,8.840136975E-2,-5.997853875E-1
2.558645860E-1,-3.209241480E-2,8.840136975E-2,-5.997853875E-1
2.578643250E-1,-3.453587741E-2,2.548224479E-2,-5.912332535E-1
2.598640750E-1,-3.148155287E-2,-9.337075055E-3,-5.875680447E-1
2.618638350E-1,-1.620992087E-2,-6.859100610E-2,-5.955093503E-1
2.638636040E-1,2.716151252E-2,-1.315101385E-1,-6.205548048E-1
2.658633810E-1,7.297640294E-2,-1.785467565E-1,-6.388807297E-1
2.678631660E-1,1.493345648E-1,-2.420767397E-1,-6.822521687E-1
2.698628900E-1,2.299687862E-1,-2.713982463E-1,-7.262344956E-1
2.718626230E-1,2.751727998E-1,-2.933894098E-1,-7.525017262E-1
2.738623560E-1,4.468259215E-1,-3.746345043E-1,-8.190860152E-1
2.758625220E-1,4.468259215E-1,-3.746345043E-1,-8.190860152E-1
2.778622550E-1,4.950842857E-1,-3.282087445E-1,-8.636791110E-1
2.798619880E-1,5.109667778E-1,-2.720091343E-1,-8.991093040E-1
2.818617210E-1,5.244058371E-1,-2.793395221E-1,-9.204896092E-1
2.838615210E-1,5.415100455E-1,-3.178240359E-1,-9.675262570E-1
2.858612540E-1,5.824380517E-1,-3.795214295E-1,-1.025558472E0
2.878609870E-1,6.025965810E-1,-3.990691006E-1,-1.056101680E0
2.898607200E-1,6.441354156E-1,-4.503817856E-1,-1.117188215E0
2.918604530E-1,6.600179076E-1,-4.772598445E-1,-1.152618408E0
2.938601860E-1,6.294746995E-1,-5.261290669E-1,-1.222867966E0
2.958608190E-1,6.032074690E-1,-5.713331103E-1,-1.232030869E0
2.978605520E-1,5.702207088E-1,-6.263109446E-1,-1.236917853E0
2.998603520E-1,4.956951737E-1,-7.784164548E-1,-1.216759324E0
3.018600850E-1,4.413281679E-1,-1.045364499E0,-1.170333505E0
3.038598180E-1,4.272782505E-1,-1.213963389E0,-1.141622782E0
3.058595510E-1,4.242238998E-1,-1.585980177E0,-1.082368851E0
3.078592840E-1,4.547671676E-1,-1.937227726E0,-1.026780128E0
3.098590170E-1,4.767583311E-1,-2.094830990E0,-9.913499951E-1
3.118587500E-1,5.305144787E-1,-2.323905468E0,-9.082723260E-1
3.138584830E-1,5.738859177E-1,-2.425309181E0,-8.166425228E-1
3.158588160E-1,5.916010141E-1,-2.421643972E0,-7.708276510E-1
3.178581160E-1,5.970988274E-1,-2.304358006E0,-6.840847731E-1
3.198578490E-1,5.922118425E-1,-2.199289083E0,-6.504871845E-1
3.218575820E-1,5.647228956E-1,-1.937838674E0,-5.869572163E-1
3.238573150E-1,5.225732327E-1,-1.625075698E0,-5.405314565E-1
3.258570480E-1,4.999712110E-1,-1.465028882E0,-5.264815688E-1
3.278567810E-1,4.480476677E-1,-1.158985496E0,-5.051012635E-1
3.298565810E-1,4.187261462E-1,-1.023984194E0,-4.965491295E-1
3.318563810E-1,3.631373942E-1,-8.095705509E-1,-4.953274131E-1
3.338561140E-1,2.690641582E-1,-5.945459604E-1,-5.185402632E-1
3.358554140E-1,2.690641582E-1,-5.945459604E-1,-5.185402632E-1
3.378551470E-1,2.098102272E-1,-4.827576280E-1,-5.460292101E-1
3.398548800E-1,1.566649526E-1,-3.801322877E-1,-5.771833658E-1
3.418546130E-1,1.322303265E-1,-3.282087445E-1,-5.979527831E-1
3.438543460E-1,1.090174541E-1,-2.280268371E-1,-6.242199540E-1
3.458541460E-1,1.077957228E-1,-1.785467565E-1,-6.339938641E-1
3.478538790E-1,1.218456253E-1,-8.080831170E-2,-6.517089009E-1
3.498536120E-1,1.725474447E-1,1.047633938E-3,-6.565958261E-1
3.518533450E-1,2.159188688E-1,2.670397423E-2,-6.584284306E-1
3.538530780E-1,4.382738471E-1,2.670397423E-2,-7.036324739E-1
3.558522440E-1,5.482295752E-1,-1.116967108E-2,-7.433387041E-1
3.578519770E-1,6.734569669E-1,-6.431494653E-2,-8.013709188E-1
3.598517100E-1,9.483463168E-1,-2.225290537E-1,-9.333177805E-1
3.618515100E-1,1.249502778E0,-3.837974966E-1,-1.093975306E0
