"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.537780000E-1,-1.126615286E0,9.935073853E-1,8.346629888E-2
1.637570000E-1,-1.054418087E0,9.278892875E-1,1.406036168E-1
1.737360000E-1,-1.031261802E0,9.283738136E-1,1.896774769E-1
1.837160000E-1,-1.057263613E0,1.017404556E0,2.238122821E-1
1.937250000E-1,-1.145111799E0,1.156177640E0,2.645308375E-1
2.037050000E-1,-1.250582218E0,1.115638137E0,2.811934352E-1
2.136840000E-1,-1.338889003E0,1.037352324E0,2.818131745E-1
2.236630000E-1,-1.415930271E0,1.014761448E0,2.446311712E-1
2.336420000E-1,-1.464225054E0,1.050357819E0,1.668635160E-1
2.436220000E-1,-1.468352437E0,1.152705073E0,6.985601038E-2
2.536310000E-1,-1.425539970E0,1.332284927E0,-1.785412664E-3
2.636110000E-1,-1.356878281E0,1.522441745E0,-1.875986904E-2
2.735900000E-1,-1.254811645E0,1.578667521E0,1.801008359E-2
2.835690000E-1,-1.143428087E0,1.483470440E0,5.874845758E-2
2.935480000E-1,-1.065146327E0,1.370759964E0,8.524957299E-2
3.035580000E-1,-1.005175948E0,1.317678332E0,7.749791443E-2
3.135370000E-1,-9.441535473E-1,1.264290094E0,5.679773539E-2
3.235170000E-1,-8.457140923E-1,1.195469260E0,-2.893294441E-3
3.334960000E-1,-7.073419094E-1,1.101781607E0,-7.903689146E-2
3.434750000E-1,-4.791225791E-1,1.005316615E0,-1.101404876E-1
3.534540000E-1,-1.487118602E-1,8.611739278E-1,-7.529882342E-2
3.634640000E-1,2.274857461E-1,6.204691529E-1,-2.888541436E-3
3.734430000E-1,5.974839330E-1,3.167535961E-1,5.389105901E-2
3.834230000E-1,9.430416226E-1,2.748024091E-2,3.064805642E-2
3.934020000E-1,1.242859006E0,-1.437920183E-1,-9.358196706E-2
4.033810000E-1,1.458777189E0,-2.482672930E-1,-2.984533608E-1
4.133910000E-1,1.591469288E0,-4.353933036E-1,-5.227479339E-1
4.233700000E-1,1.668750525E0,-7.565377951E-1,-7.669148445E-1
4.333490000E-1,1.763178945E0,-1.229230285E0,-1.024831891E0
4.433290000E-1,1.904922009E0,-1.739674330E0,-1.240889072E0
4.533080000E-1,2.053681135E0,-2.157967567E0,-1.386754751E0
4.632870000E-1,2.120734692E0,-2.354397535E0,-1.474280834E0
4.732970000E-1,2.059184313E0,-2.291653395E0,-1.416514754E0
4.832760000E-1,1.903994441E0,-1.848939300E0,-1.197527528E0
4.932550000E-1,1.778325081E0,-1.356812954E0,-9.696422815E-1
5.032350000E-1,1.661818385E0,-9.326371551E-1,-9.485884309E-1
5.132140000E-1,1.317905307E0,-8.925194740E-1,-1.032275796E0
5.232240000E-1,1.091906190E0,-8.943927288E-1,-9.135015011E-1
5.332030000E-1,1.049104691E0,-8.906320930E-1,-8.937783837E-1
5.431820000E-1,1.062003493E0,-8.979789615E-1,-8.974841833E-1
5.531610000E-1,1.142951608E0,-9.092956781E-1,-9.030938148E-1
5.631410000E-1,1.315215707E0,-1.037652850E0,-8.631796837E-1
