"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,2.545036316E0,-1.097741508E1,-8.643068314E0
2.014161000E-3,2.257732153E0,-1.124077702E1,-9.222464561E0
4.028321000E-3,1.975216389E0,-1.143949604E1,-9.387664795E0
6.011963000E-3,1.805228114E0,-1.157357121E1,-9.138668060E0
8.026124000E-3,1.798045516E0,-1.165736771E1,-8.597578049E0
1.000976600E-2,1.927332401E0,-1.168609810E1,-7.800309181E0
1.199340900E-2,2.138022184E0,-1.164779091E1,-6.813898087E0
1.397705100E-2,2.341529369E0,-1.155920601E1,-5.755661011E0
1.596069400E-2,2.461239338E0,-1.142991924E1,-4.738125324E0
1.797485400E-2,2.497152328E0,-1.125753593E1,-3.775655985E0
1.995849700E-2,2.454056740E0,-1.104205799E1,-2.896984100E0
2.194213900E-2,2.329558372E0,-1.078587818E1,-1.989581585E0
2.395629900E-2,2.130839586E0,-1.054166985E1,-1.060631394E0
2.593994200E-2,1.850717902E0,-1.028788471E1,-1.963245422E-1
2.792358400E-2,1.520318031E0,-1.001973438E1,5.386953950E-1
2.990722700E-2,1.204283476E0,-9.770736694E0,1.110909581E0
3.189087000E-2,9.409212470E-1,-9.545681953E0,1.582567334E0
3.387451200E-2,7.302315235E-1,-9.349357605E0,2.030282974E0
3.585815500E-2,4.836287498E-1,-9.165003777E0,2.466027737E0
3.784179700E-2,1.795651317E-1,-8.973467827E0,2.865859509E0
3.985595700E-2,-1.580173075E-1,-8.798690796E0,3.222595453E0
4.183960000E-2,-4.596867263E-1,-8.657433510E0,3.529053211E0
4.388427800E-2,-6.464344859E-1,-8.525752068E0,3.804386616E0
4.586792000E-2,-7.445967197E-1,-8.413225174E0,4.031835556E0
4.785156300E-2,-8.307880163E-1,-8.343792915E0,4.163516521E0
4.983520600E-2,-8.164227605E-1,-8.303091049E0,4.268861771E0
5.181884800E-2,-5.985504389E-1,-8.264783859E0,4.371812344E0
5.380249100E-2,-2.896983922E-1,-8.236053467E0,4.414907932E0
5.578613300E-2,2.394201607E-2,-8.212111473E0,4.374206543E0
5.776977600E-2,2.968810201E-1,-8.188169479E0,4.299986362E0
5.978393600E-2,5.171475410E-1,-8.169015884E0,4.220977783E0
6.176757900E-2,7.038952708E-1,-8.137891769E0,4.134786129E0
6.378173900E-2,9.121908545E-1,-8.082824707E0,4.043806553E0
6.579589900E-2,1.168370485E0,-8.015787125E0,3.919308186E0
6.777954100E-2,1.458068848E0,-7.934384346E0,3.730166197E0
6.976318400E-2,1.759738207E0,-7.845798969E0,3.473986626E0
7.177734400E-2,2.075772762E0,-7.771578789E0,3.174711466E0
7.376098700E-2,2.389413357E0,-7.692570210E0,2.882618904E0
7.574462900E-2,2.683900118E0,-7.613561630E0,2.604891539E0
7.772827200E-2,2.947262287E0,-7.536946774E0,2.353500366E0
7.974243200E-2,3.196259260E0,-7.493851185E0,2.164358377E0
8.172607500E-2,3.438073635E0,-7.481880188E0,2.032677174E0
8.377075200E-2,3.679888010E0,-7.489062786E0,1.944091797E0
8.575439500E-2,3.904942989E0,-7.505822182E0,1.877054095E0
8.773803800E-2,4.125209332E0,-7.532158375E0,1.829170108E0
8.972168000E-2,4.254496574E0,-7.551311970E0,1.833958507E0
9.173584000E-2,4.484339714E0,-7.611167431E0,1.860294700E0
9.371948300E-2,4.666299343E0,-7.697358608E0,1.900996208E0
9.573364300E-2,4.836287498E0,-7.814674377E0,1.965639591E0
9.771728600E-2,5.003881454E0,-7.965508938E0,2.070984364E0
9.973144600E-2,5.137956619E0,-8.142680168E0,2.250549555E0
1.017150880E-1,5.243301868E0,-8.334216118E0,2.466027737E0
1.037292490E-1,5.327098846E0,-8.549694061E0,2.705447912E0
1.057128910E-1,5.386953831E0,-8.765172005E0,2.978386879E0
1.077270510E-1,5.386953831E0,-8.975862503E0,3.275267839E0
1.096801760E-1,5.312733650E0,-9.184157372E0,3.586514235E0
1.116943360E-1,5.171475887E0,-9.385271072E0,3.895366192E0
1.137084970E-1,4.977545261E0,-9.576807022E0,4.180276394E0
1.156921390E-1,4.730942726E0,-9.749189377E0,4.462791920E0
1.176757820E-1,4.446032524E0,-9.900024414E0,4.716577530E0
1.196594240E-1,4.144362926E0,-1.002212811E1,4.905719280E0
1.216735840E-1,3.830722809E0,-1.012268448E1,5.030217648E0
1.236572270E-1,3.531447411E0,-1.021366405E1,5.080495834E0
1.256408700E-1,3.292027235E0,-1.028788471E1,5.054159641E0
1.276245120E-1,3.078943491E0,-1.035492229E1,4.958391666E0
1.296386720E-1,2.873042107E0,-1.040041256E1,4.829104900E0
1.316223150E-1,2.669534922E0,-1.042195988E1,4.675876141E0
1.336364750E-1,2.466027737E0,-1.040998936E1,4.491522312E0
1.356201180E-1,2.250549555E0,-1.036928749E1,4.280832767E0
1.376342780E-1,2.025494576E0,-1.030703831E1,4.060565948E0
1.396484380E-1,1.790862918E0,-1.021845245E1,3.845088005E0
1.416320810E-1,1.563413739E0,-1.010831928E1,3.622427225E0
1.436157230E-1,1.388636947E0,-9.979032516E0,3.428496838E0
1.456298830E-1,1.230619669E0,-9.835380554E0,3.277662039E0
1.476135260E-1,1.084573388E0,-9.684545517E0,3.169923067E0
1.495971680E-1,9.744400978E-1,-9.531316757E0,3.129221678E0
1.515808110E-1,8.786720037E-1,-9.363722801E0,3.110068083E0
1.535949710E-1,8.044517636E-1,-9.196128845E0,3.105279684E0
1.555786140E-1,7.829039693E-1,-9.038111687E0,3.134010077E0
1.575622560E-1,8.116343617E-1,-8.870517731E0,3.196259260E0
1.595764160E-1,8.930372596E-1,-8.698134422E0,3.241749048E0
1.615600590E-1,1.036689281E0,-8.556877136E0,3.253720045E0
1.635742190E-1,1.221042871E0,-8.432378769E0,3.260902643E0
1.655578620E-1,1.426944256E0,-8.293514252E0,3.268085241E0
1.675720220E-1,1.642422318E0,-8.140285492E0,3.275267839E0
1.695251470E-1,1.857900500E0,-7.989450932E0,3.320757866E0
1.715393070E-1,2.042253971E0,-7.841010571E0,3.421314240E0
1.735229500E-1,2.154781580E0,-7.647080421E0,3.598485231E0
1.755371100E-1,2.312798738E0,-7.515398979E0,3.818751812E0
1.775207520E-1,2.597708941E0,-7.546523571E0,3.993528366E0
1.795043950E-1,2.906560898E0,-7.666234016E0,4.175487995E0
1.815185550E-1,3.167528868E0,-7.821856976E0,4.374206543E0
1.835021980E-1,3.380612850E0,-7.987056732E0,4.572925091E0
1.854858400E-1,3.533841610E0,-8.159439087E0,4.771644115E0
1.875000000E-1,3.593696833E0,-8.334216118E0,4.960785866E0
1.894531250E-1,3.555389643E0,-8.511386871E0,5.152322292E0
1.914672860E-1,3.462015629E0,-8.719682693E0,5.312733650E0
1.934814460E-1,3.354276657E0,-8.961497307E0,5.439626217E0
1.954650880E-1,3.217807055E0,-9.179368973E0,5.530605793E0
1.974487310E-1,3.081337690E0,-9.361329079E0,5.564124584E0
1.994323740E-1,2.956839085E0,-9.524134636E0,5.535394192E0
2.014465340E-1,2.834734917E0,-9.667786598E0,5.453991413E0
2.034301760E-1,2.705447912E0,-9.797073364E0,5.322310448E0
2.054138190E-1,2.583343744E0,-9.900024414E0,5.147533417E0
2.073974610E-1,2.468421936E0,-9.971850395E0,4.944026470E0
2.094116220E-1,2.360682964E0,-1.003409958E1,4.709394932E0
2.113952640E-1,2.262520552E0,-1.008916569E1,4.458003521E0
2.134094240E-1,2.178723574E0,-1.013704967E1,4.209006786E0
2.153930670E-1,2.181117773E0,-1.015620327E1,3.950432777E0
2.174072270E-1,2.319981337E0,-1.017296314E1,3.706224203E0
2.194213870E-1,2.511517525E0,-1.020408726E1,3.488351822E0
2.214050300E-1,2.703053713E0,-1.021366405E1,3.311181068E0
2.233886720E-1,2.894589901E0,-1.019929886E1,3.172317266E0
2.254028320E-1,3.090914488E0,-1.018732834E1,3.055001259E0
2.273864750E-1,3.294421434E0,-1.018014526E1,2.952050686E0
2.293701180E-1,3.529053211E0,-1.018732834E1,2.851494312E0
2.313537600E-1,3.825934410E0,-1.020648193E1,2.762908697E0
2.333679200E-1,4.213795185E0,-1.022802925E1,2.760514498E0
2.353515630E-1,4.520252705E0,-1.022084713E1,2.794033289E0
2.373352060E-1,4.673481941E0,-1.020169353E1,2.779668093E0
2.393188480E-1,4.771644115E0,-1.022084713E1,2.724601507E0
2.413024910E-1,4.876988888E0,-1.024957752E1,2.683900118E0
2.433166510E-1,4.955997467E0,-1.025436592E1,2.676717520E0
2.453002930E-1,4.975151062E0,-1.023521233E1,2.662352324E0
2.473144540E-1,4.982333660E0,-1.021127033E1,2.659958124E0
2.492980960E-1,5.037400246E0,-1.019211674E1,2.693476915E0
2.513122560E-1,5.133168221E0,-1.019211674E1,2.741360903E0
2.532958990E-1,5.240907669E0,-1.019451046E1,2.796427488E0
2.553100590E-1,5.353435040E0,-1.019929886E1,2.844311714E0
2.573242190E-1,5.485116005E0,-1.022802925E1,2.868253708E0
2.593078620E-1,5.635950565E0,-1.025675964E1,2.875436306E0
2.612915040E-1,5.765237808E0,-1.028549004E1,2.870647907E0
2.633056650E-1,5.872976780E0,-1.030703831E1,2.849100113E0
2.652893070E-1,5.961562157E0,-1.031661510E1,2.808398485E0
2.673034670E-1,6.064512730E0,-1.033098030E1,2.736572504E0
2.692565920E-1,6.210559368E0,-1.035971069E1,2.624045134E0
2.712707520E-1,6.351817131E0,-1.035013390E1,2.487575531E0
2.732543950E-1,6.390124321E0,-1.029027843E1,2.336740971E0
2.752685550E-1,6.330269337E0,-1.019211674E1,2.173935175E0
