,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,0.260281615,0.5265658498,-1.6914858819999998,0.41966441270000004
1,0.265286615,0.5455026627,-1.48684597,0.37995818259999997
2,0.270291615,0.5406157374,-1.111163855,0.326202035
3,0.275296615,0.5216789246,-0.8014551997,0.3029891551
4,0.280240615,0.4673119187,-0.5558874011,0.3127630055
5,0.285245615,0.37384954090000005,-0.3237585723,0.3090978265
6,0.290249615,0.2437352389,-0.18997909129999999,0.2895501256
7,0.295254615,0.1789835095,-0.2431243658,0.2773328125
8,0.300259615,0.13927727939999998,-0.4050036669,0.2742784917
9,0.305264615,0.09651670605,-0.5204572082,0.2614503205
10,0.310269615,0.06536258012,-0.5522221922999999,0.2669481039
11,0.315274615,0.0415388383,-0.5271766782,0.2797762752
12,0.320279615,0.022602014240000003,-0.5112941861,0.290771842
13,0.325284615,0.01466076635,-0.523511529,0.3090978265
14,0.330288615,-0.003665191587,-0.522900641,0.2999348342
15,0.335293615,-0.015882495790000003,-0.5192354321,0.2712241709
16,0.340237615,-0.0109955743,-0.5705481172,0.2370157093
17,0.345242615,0.017715092749999998,-0.6200281978,0.2150245607
18,0.350247615,0.04337143153,-0.6029239893,0.1789835095
19,0.355252615,0.06719517708,-0.5125159621,0.1142318025
20,0.360257615,0.031154127789999996,-0.4269948006,0.06597344577
21,0.365261615,-0.042760565880000004,-0.38301250340000004,0.04581489414
22,0.370266615,-0.1227839142,-0.37384954090000005,0.04642575978999999
23,0.375271615,-0.22418753800000002,-0.342695415,0.06780604272999999
24,0.380276615,-0.3323107064,-0.3225368559,0.106290549
25,0.385281615,-0.42516219619999995,-0.3805690408,0.137444675
26,0.390225615,-0.4673119187,-0.44104471799999995,0.1478293836
27,0.395291615,-0.4954117239,-0.428827405,0.1508837193
28,0.401272615,-0.5210680366,-0.3066543639,0.1582140923
29,0.406277615,-0.5522221922999999,-0.1606575549,0.1673770845
30,0.411282615,-0.5833762884,-0.026878070089999997,0.18142697219999998
31,0.416287615,-0.6084218025,0.09834930301000001,0.1973094791
32,0.421292615,-0.6383541822,0.2040289938,0.2266310006
33,0.426296615,-0.6762278079999999,0.3170390725,0.2974913716
34,0.431240615,-0.7250970602,0.3689626157,0.3481931984
35,0.436245615,-0.7880161405,0.3701843321,0.39400807020000006
36,0.441250615,-0.8723155856,0.3353650272,0.4306600094
37,0.446255615,-0.9926560521,0.2877175212,0.4819726646
38,0.451260615,-1.13926363,0.19669860600000003,0.539394021
39,0.457241615,-1.287093043,0.004276056774,0.58276546
40,0.463284615,-1.330464482,-0.25350907440000003,0.6035348773
41,0.468289615,-1.117272496,-0.7147123218000001,0.7018841505
42,0.473293615,-0.66889745,-1.0995574,0.8185594082
43,0.479275615,-0.4037819207,-1.122770309,0.8448266387000001
44,0.484280615,-0.42455133799999994,-0.9633345007999999,0.8179485798
45,0.489285615,-0.45387288929999997,-1.073901057,0.7776314616
46,0.494289615,-0.3097086847,-1.075733662,0.6823364496
47,0.499294615,-0.1368338168,-1.16553092,0.5711590052000001
48,0.504177615,-0.04459316283,-1.265712738,0.483805269
49,0.510281615,-0.04948008433,-1.428813815,0.4019493461
50,0.515285615,-0.11301007119999999,-1.534493446,0.3885102868
51,0.520290615,-0.2272418737,-1.593747377,0.5400048493999999
52,0.525295615,-0.3408628106,-1.6682729719999998,0.7220427394
53,0.530239615,-0.5094616413,-1.778839588,0.9266825914
54,0.535244615,-0.7177666426,-1.9559905530000001,1.1465940479999999
55,0.540249615,-0.9224064945999999,-2.2046127319999997,1.379944563
56,0.546291615,-1.126435518,-2.610838175,1.681712031
57,0.551113615,-1.164919972,-3.0653216839999997,1.938886285
58,0.556240615,-1.158811331,-3.436727762,2.1148154740000003
59,0.561245615,-1.126435518,-3.7220020289999995,2.148413181
60,0.566250615,-1.0708467959999999,-3.811188221,2.048231125
61,0.571255615,-0.9798278809000001,-3.8234055039999997,1.848478198
62,0.576259615,-0.8857545853000001,-3.731775761,1.566869378
63,0.581264615,-0.8032878041,-3.5796704289999997,1.2015719409999999
64,0.586269615,-0.7244861722,-3.4122931960000003,0.7904596329000001
65,0.592251615,-0.6505714655,-3.257744312,0.2602286041
66,0.597255615,-0.617584765,-3.1758883,-0.137444675
67,0.602260615,-0.5882632136,-3.13618207,-0.5699372888
68,0.607265615,-0.6023131609000001,-3.1398472789999996,-0.8319984673999999
69,0.612270615,-0.6823364496,-3.1593949789999995,-0.9621127843999999
70,0.617275615,-0.8503243923,-3.1416800019999997,-0.9615018964000001
71,0.622280615,-1.076344609,-3.054326296,-0.8881980776999999
72,0.627285615,-1.2895364759999999,-2.954755306,-0.7959573865
73,0.632290615,-1.4837917090000001,-2.9107728,-0.6505714655
74,0.637294615,-1.5992451909999998,-2.962085485,-0.4911356568
75,0.642238615,-1.69209671,-3.040276289,-0.3286454976
76,0.647243615,-1.7574592830000002,-3.112969398,-0.1783726513
77,0.652248615,-1.7892242669999998,-3.2082643510000004,-0.04642575978999999
78,0.657253615,-1.784337401,-3.3493740560000003,0.08491026609999999
79,0.662258615,-1.7495180369999999,-3.571729183,0.20463985199999998
80,0.667263615,-1.646892667,-3.9639046189999996,0.334143281
81,0.672267615,-1.5222761630000001,-4.406170845,0.3842342496
82,0.677272615,-1.3842206,-4.949841022,0.37751472
83,0.682277615,-1.232115149,-5.585140705,0.3042109013
