"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.215999951E-3,5.589501187E-2,1.338497996E-1,2.405415662E-2
1.616199996E-2,-2.910802886E-2,1.072640046E-1,9.262694977E-3
2.610799996E-2,-7.801510394E-2,8.360096812E-2,8.416014723E-3
3.605399997E-2,-8.379656076E-2,9.900441766E-2,1.706489548E-2
4.599999997E-2,-5.278067291E-2,1.477992386E-1,2.779413946E-2
5.594499997E-2,-9.813230485E-3,2.035234869E-1,3.316200897E-2
6.589099998E-2,2.812108025E-2,2.732402682E-1,5.223444477E-2
7.583699998E-2,6.375923008E-2,3.685673177E-1,7.341909409E-2
8.578299999E-2,8.832739294E-2,5.413408279E-1,1.096086502E-1
9.572799999E-2,1.263490766E-1,7.548885345E-1,1.749842018E-1
1.056740000E-1,1.949190050E-1,9.235118032E-1,2.321232706E-1
1.156200000E-1,2.829654813E-1,1.031509519E0,2.598883510E-1
1.255659999E-1,3.507486880E-1,1.063323140E0,2.596275210E-1
1.355110000E-1,4.169713855E-1,1.037344098E0,2.301798910E-1
1.454569999E-1,4.836290777E-1,1.034604788E0,1.890648454E-1
1.554030000E-1,5.438668728E-1,1.062510371E0,1.607839465E-1
1.653490000E-1,6.222051978E-1,1.142111301E0,1.603737026E-1
1.752940000E-1,7.020571828E-1,1.206740022E0,1.633974463E-1
1.852400000E-1,7.426244617E-1,1.266507983E0,1.906087697E-1
1.951860000E-1,7.301174998E-1,1.382147312E0,2.290578932E-1
2.051320000E-1,6.996005774E-1,1.596715808E0,3.224530220E-1
2.150780000E-1,7.963470817E-1,1.900980949E0,4.450894594E-1
2.250230000E-1,1.068727970E0,2.264702559E0,5.439484119E-1
2.349690000E-1,1.500483394E0,2.672165394E0,6.117473841E-1
2.449150000E-1,2.020283461E0,3.093218803E0,6.535585523E-1
2.548610000E-1,2.527526617E0,3.536022902E0,7.178667188E-1
2.648060000E-1,2.970662117E0,4.040463924E0,8.592565656E-1
2.747520000E-1,3.356685400E0,4.680751801E0,1.140773535E0
2.846979999E-1,3.767425537E0,5.385052204E0,1.460609317E0
2.946440000E-1,4.288640499E0,6.022061825E0,1.703043699E0
3.045900000E-1,4.860690594E0,6.463813305E0,1.995321274E0
3.145350000E-1,5.323782444E0,6.607037067E0,2.268647194E0
3.244810000E-1,5.584246635E0,6.547679424E0,2.504407883E0
3.344270000E-1,5.573873043E0,6.337385178E0,2.586774826E0
