"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.003199999E-2,3.933683634E-1,-2.112875506E-2,-5.647611618E-1
3.004799999E-2,2.943112850E-1,9.466256201E-2,-5.919400454E-1
4.006399999E-2,1.505655944E-1,3.310351372E-1,-5.374243259E-1
5.008099999E-2,1.536968723E-2,5.921189189E-1,-4.616877437E-1
6.009699999E-2,-1.545360535E-1,8.875966072E-1,-3.819092214E-1
7.011299999E-2,-2.840977609E-1,1.151025057E0,-3.191995025E-1
8.012899999E-2,-3.174799681E-1,1.296826601E0,-2.625309527E-1
9.014499999E-2,-2.573039532E-1,1.403998852E0,-2.671187818E-1
1.001610000E-1,-1.643190086E-1,1.413008332E0,-3.267162144E-1
1.101770000E-1,-7.500430942E-2,1.200604916E0,-3.947911263E-1
1.201930000E-1,-3.448314220E-2,9.691281915E-1,-4.753357470E-1
1.302090000E-1,3.050384112E-3,7.566649318E-1,-4.911080599E-1
1.402250000E-1,2.129325084E-2,6.022558808E-1,-4.743306041E-1
1.502410000E-1,4.126781132E-3,5.659354329E-1,-4.204135537E-1
1.602570000E-1,-2.288821712E-2,6.116210222E-1,-3.391511738E-1
1.702740000E-1,-4.403025657E-2,7.308778763E-1,-2.647355199E-1
1.802900000E-1,-3.684850782E-2,7.936607003E-1,-2.057068795E-1
1.903060000E-1,1.300133951E-2,7.581967115E-1,-1.606821567E-1
2.003220000E-1,6.815679371E-2,6.564515233E-1,-1.257393211E-1
2.103380000E-1,1.167994216E-1,5.209666491E-1,-1.064447165E-1
2.203540000E-1,1.589386761E-1,3.939594924E-1,-1.044853330E-1
2.303700000E-1,1.895088404E-1,2.989783883E-1,-1.209719032E-1
2.403860000E-1,2.135701776E-1,2.376132458E-1,-1.292296648E-1
2.504020000E-1,2.241250873E-1,2.069514692E-1,-1.238114685E-1
2.604180000E-1,2.502397895E-1,1.795239747E-1,-1.327534318E-1
2.704340000E-1,2.785651386E-1,1.865826845E-1,-1.247500926E-1
2.804500000E-1,2.800227702E-1,2.177511603E-1,-1.041410714E-1
2.904670000E-1,2.578806877E-1,2.462792099E-1,-7.291337848E-2
