"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-2.074685669E0,4.999752960E0,7.851472778E0
9.961000000E-3,-2.030677185E0,4.981790314E0,7.979756012E0
1.992200000E-2,-1.996997223E0,4.896617432E0,8.090076599E0
2.988300000E-2,-2.018702087E0,4.915777588E0,8.021519165E0
3.984400000E-2,-2.039658508E0,4.867877197E0,7.983348541E0
4.980500000E-2,-2.026336212E0,4.802762604E0,8.059689789E0
5.976700000E-2,-2.053130493E0,4.819976807E0,8.194110260E0
6.972800000E-2,-2.106269989E0,4.832400970E0,8.364306335E0
7.968900000E-2,-2.198927307E0,4.893773346E0,8.512647858E0
8.965000000E-2,-2.271526337E0,4.945715332E0,8.565487976E0
9.961100000E-2,-2.313139801E0,5.031636658E0,8.553662567E0
1.095720000E-1,-2.377655640E0,5.017865295E0,8.455167389E0
1.195340000E-1,-2.339335327E0,5.016518097E0,8.292904816E0
1.294950000E-1,-2.289039917E0,5.039570160E0,8.135881348E0
1.394560000E-1,-2.218386841E0,5.008883972E0,8.173902283E0
1.494170000E-1,-2.153122559E0,4.969515839E0,8.207731934E0
1.593780000E-1,-2.143243103E0,4.873265991E0,8.251740417E0
1.693390000E-1,-2.102677460E0,4.795876923E0,8.314160614E0
1.793010000E-1,-2.059118042E0,4.738995209E0,8.365653534E0
1.892620000E-1,-2.039508820E0,4.747228088E0,8.375682678E0
1.992230000E-1,-2.043700104E0,4.758305054E0,8.370742950E0
2.091840000E-1,-2.030826874E0,4.772824860E0,8.377329254E0
2.191450000E-1,-2.019001465E0,4.755311279E0,8.356522522E0
2.291060000E-1,-1.987716522E0,4.719685364E0,8.331524506E0
2.390680000E-1,-1.961970062E0,4.645739136E0,8.342751160E0
2.490290000E-1,-1.943109283E0,4.577181702E0,8.376730499E0
2.589900000E-1,-1.912273407E0,4.555327148E0,8.429720306E0
2.689510000E-1,-1.894460449E0,4.490212555E0,8.481811981E0
2.789120000E-1,-1.838626556E0,4.453838196E0,8.602012024E0
2.888730000E-1,-1.759890289E0,4.402944031E0,8.738528137E0
2.988350000E-1,-1.680255890E0,4.292773132E0,8.788973236E0
3.087960000E-1,-1.582209778E0,4.212539978E0,8.781039734E0
3.187570000E-1,-1.532213745E0,4.221221924E0,8.798403625E0
3.287180000E-1,-1.564995575E0,4.255051575E0,8.669671326E0
3.386790000E-1,-1.525028687E0,4.247567139E0,8.481662292E0
3.486400000E-1,-1.485660553E0,4.232897644E0,8.389903107E0
3.586020000E-1,-1.454824677E0,4.253854065E0,8.400531006E0
3.685630000E-1,-1.386566620E0,4.265829163E0,8.491392059E0
3.785240000E-1,-1.280287628E0,4.220623169E0,8.576714630E0
3.884850000E-1,-1.081950073E0,4.169279938E0,8.704099731E0
3.984460000E-1,-8.740324402E-1,4.061354370E0,8.812624054E0
4.084070000E-1,-6.411167908E-1,3.893553314E0,8.845405884E0
4.183690000E-1,-3.064128113E-1,3.705394592E0,8.710536346E0
4.283300000E-1,-9.774673462E-2,3.649111633E0,8.528963928E0
4.382910000E-1,-2.155517578E-2,3.528612213E0,8.458011475E0
4.482520000E-1,1.182540894E-1,3.574416962E0,8.423732758E0
4.582130000E-1,2.067201233E-1,3.576213226E0,8.450077972E0
4.681740000E-1,2.432441711E-1,3.459605713E0,8.154891815E0
4.781360000E-1,3.788621521E-1,3.377426605E0,8.045169983E0
4.880970000E-1,4.296066284E-1,3.303630066E0,8.171058197E0
4.980580000E-1,4.126918030E-1,3.222199402E0,8.234975281E0
5.080190000E-1,3.882925415E-1,3.141068115E0,8.291557617E0
5.179800000E-1,1.407073975E-1,3.168311462E0,8.393944702E0
5.279410000E-1,-1.625619507E-1,3.303929443E0,8.476123810E0
5.379030000E-1,-4.083508301E-1,3.481460266E0,8.558003540E0
5.478640000E-1,-4.547543335E-1,3.418740692E0,8.532855835E0
5.578250000E-1,-2.460882568E-1,3.266058197E0,8.327782288E0
5.677860000E-1,-2.143542480E-1,3.196452942E0,8.078849945E0
5.777470000E-1,-4.255650330E-1,3.031945038E0,7.795938263E0
5.877080000E-1,-6.164181519E-1,2.981200562E0,7.621850281E0
5.976700000E-1,-8.885522461E-1,3.164419556E0,7.648943939E0
6.076310000E-1,-1.222956848E0,3.349883881E0,7.743247833E0
6.175920000E-1,-1.551523590E0,3.471730499E0,7.988437958E0
6.275530000E-1,-2.015408936E0,3.673660583E0,8.518186340E0
6.375140000E-1,-2.377655640E0,3.741918640E0,8.779842224E0
6.474750000E-1,-2.453098755E0,3.828438721E0,8.688681793E0
6.574370000E-1,-2.572101288E0,3.768114166E0,8.434809723E0
6.673980000E-1,-2.836301880E0,3.535198517E0,8.050858154E0
6.773590000E-1,-2.833308105E0,3.196602631E0,7.788902893E0
6.873196667E-1,-2.797981567E0,3.233126678E0,7.713609467E0
6.972806667E-1,-2.857407990E0,2.967878265E0,7.790699158E0
7.072416667E-1,-2.953358459E0,3.198548584E0,8.365354156E0
7.172026667E-1,-3.633544006E0,2.653232574E0,1.230620911E1
7.271646667E-1,-3.732039185E0,2.681523743E0,1.431787582E1
