"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.067942142E0,7.070252895E0,5.910575867E0
2.430729000E-3,-3.048789501E0,7.060676575E0,5.936911583E0
4.861198000E-3,-3.041606903E0,7.070252895E0,5.972822666E0
7.291510000E-3,-2.998513222E0,7.063070774E0,6.015916348E0
2.185526000E-2,-2.895566940E0,6.984065533E0,6.157168388E0
2.428140600E-2,-2.895566940E0,6.988853455E0,6.169138908E0
2.670791700E-2,-2.919507980E0,6.993641376E0,6.193079948E0
2.913458300E-2,-2.907537460E0,6.974489212E0,6.240962029E0
3.156145800E-2,-2.917114019E0,6.960124493E0,6.252932549E0
3.398854200E-2,-2.900355101E0,6.957730293E0,6.252932549E0
3.641583300E-2,-2.905143499E0,6.960124493E0,6.260114193E0
3.884317700E-2,-2.890778780E0,6.955336094E0,6.233779430E0
4.127062500E-2,-2.885990620E0,6.957730293E0,6.214626789E0
4.369822900E-2,-2.840502739E0,6.964912415E0,6.193079948E0
4.612593700E-2,-2.842896938E0,6.993641376E0,6.154774189E0
4.855380200E-2,-2.814167738E0,6.957730293E0,6.135621548E0
5.098166700E-2,-2.799803019E0,6.940971375E0,6.128438950E0
5.340963500E-2,-2.787832499E0,6.950548172E0,6.111680508E0
5.583770800E-2,-2.804591179E0,6.919424534E0,6.102103710E0
5.826578100E-2,-2.797409058E0,6.907454014E0,6.080556870E0
6.069385400E-2,-2.806985378E0,6.912242413E0,6.075768948E0
6.312203100E-2,-2.783044577E0,6.914636612E0,6.094922066E0
6.555031200E-2,-2.787832499E0,6.952941895E0,6.128438950E0
6.797859400E-2,-2.828532219E0,6.960124493E0,6.145197868E0
7.040687500E-2,-2.821349859E0,6.921819210E0,6.212232590E0
7.283526000E-2,-2.852473259E0,6.919424534E0,6.226597309E0
7.526375000E-2,-2.905143499E0,6.924212933E0,6.274478912E0
7.769224000E-2,-2.885990620E0,6.960124493E0,6.298419952E0
8.012072900E-2,-2.883596420E0,6.960124493E0,6.315178871E0
8.254932300E-2,-2.900355101E0,6.955336094E0,6.341513634E0
8.497802100E-2,-2.874020338E0,6.955336094E0,6.379819393E0
8.740671900E-2,-2.871625900E0,6.981670856E0,6.377425194E0
8.983541700E-2,-2.866837978E0,6.960124493E0,6.420519352E0
9.226421900E-2,-2.823744059E0,6.984065533E0,6.439671993E0
9.469302100E-2,-2.840502739E0,6.976882935E0,6.434884071E0
9.712187500E-2,-2.833320379E0,6.976882935E0,6.456430435E0
9.955072900E-2,-2.799803019E0,6.960124493E0,6.422913551E0
1.019796350E-1,-2.797409058E0,6.921819210E0,6.396578312E0
1.044085420E-1,-2.744738817E0,6.919424534E0,6.379819393E0
1.068374480E-1,-2.730374336E0,6.914636612E0,6.360666752E0
1.092465100E-1,-2.713615417E0,6.885907650E0,6.331937313E0
1.116326040E-1,-2.689674377E0,6.905060291E0,6.303208351E0
1.140152080E-1,-2.677703857E0,6.907454014E0,6.276873589E0
1.163970830E-1,-2.670521736E0,6.895483494E0,6.248143673E0
1.187789580E-1,-2.672915936E0,6.897878170E0,6.219414711E0
1.211615620E-1,-2.672915936E0,6.881119251E0,6.214626789E0
1.235441670E-1,-2.651368856E0,6.876330853E0,6.205050468E0
1.259259900E-1,-2.670521736E0,6.873937130E0,6.209838390E0
1.283078650E-1,-2.644186735E0,6.864360332E0,6.188291550E0
1.306905210E-1,-2.651368856E0,6.852390289E0,6.166744709E0
1.330731250E-1,-2.641792536E0,6.883512974E0,6.183503151E0
1.354549480E-1,-2.608275175E0,6.864360332E0,6.188291550E0
1.378368230E-1,-2.586728334E0,6.842813492E0,6.159562588E0
1.402194270E-1,-2.584334135E0,6.847601414E0,6.176321030E0
1.426020830E-1,-2.581940174E0,6.857178211E0,6.195473671E0
1.449839060E-1,-2.572363615E0,6.861966610E0,6.200262070E0
1.473657290E-1,-2.553210974E0,6.852390289E0,6.217020988E0
1.497483850E-1,-2.543634415E0,6.866754532E0,6.217020988E0
1.521310420E-1,-2.498146772E0,6.838025570E0,6.252932549E0
1.545128650E-1,-2.512511253E0,6.797325611E0,6.178715229E0
1.568946870E-1,-2.500540733E0,6.780567169E0,6.164350510E0
1.592773440E-1,-2.517299414E0,6.775778770E0,6.190685749E0
1.616600000E-1,-2.514905214E0,6.826055050E0,6.171532631E0
1.640418230E-1,-2.500540733E0,6.802114010E0,6.142803669E0
1.664236460E-1,-2.505328894E0,6.785355091E0,6.145197868E0
1.688063020E-1,-2.476599693E0,6.778172970E0,6.178715229E0
1.711889580E-1,-2.447870493E0,6.747049332E0,6.228991508E0
1.735707810E-1,-2.438294172E0,6.735079288E0,6.224202633E0
1.759526040E-1,-2.433506012E0,6.754231930E0,6.262508392E0
1.783352600E-1,-2.397594452E0,6.723108768E0,6.245749950E0
1.807179170E-1,-2.416747332E0,6.747049332E0,6.240962029E0
1.830997400E-1,-2.392806292E0,6.730290890E0,6.212232590E0
1.854815620E-1,-2.426323652E0,6.737473011E0,6.231385231E0
1.878642190E-1,-2.419141531E0,6.703956127E0,6.238567829E0
1.902468750E-1,-2.459841013E0,6.651285648E0,6.233779430E0
1.926286980E-1,-2.490964174E0,6.589038849E0,6.267296791E0
1.950105210E-1,-2.608275175E0,6.512428284E0,6.372637272E0
1.973931770E-1,-2.737556458E0,6.452575684E0,6.430095196E0
1.997757810E-1,-2.610669136E0,6.531580448E0,6.461218834E0
2.021576040E-1,-2.500540733E0,6.624950409E0,6.339119911E0
2.045394790E-1,-2.397594452E0,6.711138248E0,6.183503151E0
2.069221350E-1,-2.388018131E0,6.727897167E0,6.099709988E0
2.093047400E-1,-2.416747332E0,6.687197208E0,5.999157906E0
2.116865620E-1,-2.416747332E0,6.627344608E0,5.980004787E0
2.140683850E-1,-2.337741852E0,6.615374088E0,5.972822666E0
2.164510420E-1,-2.318589211E0,6.603403568E0,5.989581585E0
2.188336980E-1,-2.285071850E0,6.529186726E0,5.970428467E0
2.212155210E-1,-2.256342649E0,6.481304646E0,5.946487427E0
2.235973440E-1,-2.275495529E0,6.421452045E0,5.908181667E0
2.259800000E-1,-2.299436569E0,6.359205723E0,5.874664307E0
2.283626560E-1,-2.320983171E0,6.328082561E0,5.831570625E0
2.307444790E-1,-2.306618690E0,6.301746845E0,5.786082745E0
2.331263020E-1,-2.301830530E0,6.323294163E0,5.769324303E0
2.355089580E-1,-2.304224730E0,6.318506241E0,5.800447464E0
2.378916150E-1,-2.292254210E0,6.306535721E0,5.788476944E0
2.402734370E-1,-2.306618690E0,6.318506241E0,5.802841663E0
2.426552600E-1,-2.332953691E0,6.261047363E0,5.807630062E0
2.450379170E-1,-2.323377371E0,6.273017883E0,5.843541145E0
2.474205730E-1,-2.352106810E0,6.256259441E0,5.941699505E0
2.498023960E-1,-2.390412331E0,6.225136280E0,6.013522148E0
2.521842190E-1,-2.416747332E0,6.239500523E0,6.099709988E0
2.545668750E-1,-2.452658653E0,6.249076843E0,6.169138908E0
2.569495310E-1,-2.443082571E0,6.246683121E0,6.228991508E0
2.593313540E-1,-2.467023373E0,6.241894722E0,6.303208351E0
2.617131770E-1,-2.493358374E0,6.208377361E0,6.398972511E0
2.640958330E-1,-2.486176252E0,6.191618443E0,6.482765675E0
2.664784900E-1,-2.495752573E0,6.155706882E0,6.566559315E0
2.688603120E-1,-2.505328894E0,6.158101559E0,6.647958279E0
2.712421350E-1,-2.486176252E0,6.103036880E0,6.712599277E0
2.736247920E-1,-2.474205732E0,6.067125797E0,6.789210320E0
2.760073960E-1,-2.440688133E0,6.059943199E0,6.856245041E0
2.783892190E-1,-2.423929453E0,6.014455795E0,6.906521320E0
2.807710940E-1,-2.397594452E0,5.992908478E0,6.983132362E0
2.831537500E-1,-2.337741852E0,5.964179516E0,7.028620243E0
2.855363540E-1,-2.301830530E0,5.933055878E0,7.062137127E0
2.879181770E-1,-2.239583969E0,5.918691635E0,7.112413883E0
2.903000000E-1,-2.186913729E0,5.854050636E0,7.148325443E0
2.926826560E-1,-2.095937967E0,5.815744877E0,7.196207523E0
2.950653120E-1,-2.024115086E0,5.751104355E0,7.212965965E0
2.974471350E-1,-1.947504044E0,5.710404873E0,7.258453846E0
2.998289580E-1,-1.868498802E0,5.621822834E0,7.272818565E0
