,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
998,10.00721825,0.4104929268,-1.0025854109999999,0.04496978596
999,10.01722525,0.5152260661,-1.1500175,0.04412270337
1000,10.02723225,0.5249457955,-1.231731296,0.0897924453
1001,10.03723925,0.43757084009999997,-1.264530659,0.1868467331
1002,10.04724725,0.295635283,-1.2767518759999998,0.2688015103
1003,10.05725425,0.1150068417,-1.053403378,0.2561364174
1004,10.06726125,-0.1103626266,-0.5198968649,0.10899891699999999
1005,10.07726825,-0.2686392367,0.3968248963,-0.1418087631
1006,10.08727525,-0.3005822599,1.338226438,-0.5489278436
1007,10.09728325,-0.1385257244,1.457925439,-1.159715414
1008,10.10729025,0.0025341957810000003,1.0245891809999998,-1.418915868
1009,10.11729725,-0.1255418807,0.4977983236,-1.228830218
1010,10.12730425,-0.4606468976,-0.09182098508,-0.9267545342
1011,10.13731125,-0.8030049204999999,-0.47423231600000004,-0.49716588850000004
1012,10.14731925,-0.9334667920999999,-0.6569584608,-0.08855045587000002
1013,10.15732625,-0.8792447448,-0.8285631537,0.21932259199999998
1014,10.16733325,-0.8470026851000001,-0.9321526885,0.46268916130000004
1015,10.17734025,-0.9269847273999999,-0.9124790429999999,0.6172698736
1016,10.18734725,-1.091909766,-0.8145753740999999,0.6938155293000001
1017,10.19735525,-1.308343768,-0.5675004125,0.7384781240999999
1018,10.20736225,-1.5215617419999998,-0.1299057603,0.6671080589
1019,10.21736925,-1.625227809,0.3255765438,0.5339676738
1020,10.22737625,-1.556781292,0.6804523468000001,0.4822547138
1021,10.2373835,-1.3760364059999999,0.925591886,0.510553956
1022,10.2473915,-1.138082385,1.064343929,0.6063257456000001
1023,10.2573985,-0.8858286738,1.07228756,0.6739741564
1024,10.2674055,-0.6346190572,0.9121441841,0.6537764668
1025,10.2774125,-0.3738738894,0.7795686722,0.6059650182999999
1026,10.2874195,0.07797773927,1.009521127,0.6397823691
1027,10.2974275,0.5744772553,1.303994417,0.6676484942
1028,10.3074345,0.9701372384999999,1.363742471,0.6291767359
1029,10.3174415,1.298571944,1.293786764,0.5266429782000001
1030,10.3274485,1.475923061,1.232044935,0.4245376289
1031,10.3374555,1.357783437,1.210906744,0.35917472840000003
1032,10.3474635,0.83449018,1.25002265,0.3743947148
1033,10.3574705,0.058939520270000004,1.294247746,0.4609168768
1034,10.3674775,-0.6000575423,1.35763979,0.5472232699
1035,10.3774845,-0.9908191562,1.3297252659999999,0.6173320413000001
1036,10.3874915,-1.119435191,1.157937527,0.6314805746
1037,10.3974995,-1.032227397,0.9147840737999999,0.5705112218999999
1038,10.4075065,-0.8608037233,0.6281525493,0.5340807438
1039,10.4175135,-0.7597640753,0.38459533450000005,0.5534626245
1040,10.4275205,-0.7801867723,0.3191417754,0.6084249615999999
1041,10.4375275,-0.8698330522,0.36355018619999996,0.6772552729000001
1042,10.4475355,-0.9172839522,0.3953259587,0.7485640645
1043,10.4575425,-0.8771506548000001,0.4331127405,0.8423373103
1044,10.4675495,-0.8293786048999999,0.5130288600999999,0.9267568587999999
1045,10.4775565,-0.7924858331999999,0.6560571789999999,1.012663245
1046,10.4875635,-0.8040058613,0.7709113359,1.0597285029999999
1047,10.4975715,-0.8816184998000001,0.865945518,1.062030435
1048,10.5075785,-0.9695472717,0.9032604098,1.071352839
1049,10.5175855,-1.060692191,0.9211808443,1.046995997
1050,10.5275925,-1.085552692,0.9899125098999999,0.9702240229000001
1051,10.5375995,-1.072894812,1.085020661,0.8456047773
1052,10.5476075,-1.028773665,1.193882704,0.6916730404000001
1053,10.5576145,-0.9587998390000001,1.293263435,0.5591775775
1054,10.5676215,-0.8229791522,1.311775804,0.4875705242
1055,10.5776285,-0.6484433413,1.249747753,0.42047643659999995
1056,10.5876355,-0.4724800587,1.164318085,0.3491052985
1057,10.5976425,-0.3082934618,1.10203898,0.2582265139
1058,10.6076505,-0.1482984424,1.016207218,0.136223644
1059,10.6176575,-0.01287112571,0.8525547981,0.02475586347
1060,10.6276645,0.06522899866000001,0.6756502986,-0.042708665130000004
1061,10.6376715,0.09443295002,0.5419405103,-0.04184917361
1062,10.6476785,0.08606582880000001,0.4835954309,0.009716812521
1063,10.6576865,0.07752798497999999,0.5087813735,0.05391008779
1064,10.6676935,0.062273927029999995,0.5740948915,0.06338455528
1065,10.6777005,0.0658505857,0.6499454975,0.029688568789999998
1066,10.6877075,0.1077213287,0.6505713463,-0.061311643570000005
1067,10.6977145,0.1891705245,0.4613090158,-0.192021668
1068,10.7077225,0.3559951782,0.3505707979,-0.3010437489
1069,10.7177295,0.5732851624,0.2263795435,-0.3642351329
1070,10.7277365,0.7862011790000001,0.06054316461,-0.3971856236
1071,10.7377435,0.954539597,-0.06830535828999999,-0.4820192754
1072,10.7477505,1.031950235,-0.33325737710000003,-0.6433303952
1073,10.7577585,1.058845282,-0.7341998815999999,-0.9108210802
1074,10.7677655,1.130582571,-1.125023007,-1.334493041
1075,10.7777725,1.253573537,-1.494166017,-1.841490149
1076,10.7877795,1.403038859,-1.691714525,-2.369797707
1077,10.7977865,1.489864707,-1.4870731830000001,-2.759038687
1078,10.8077945,1.421986103,-0.8894084095999999,-2.832155228
1079,10.8178015,1.343631029,-0.0706454441,-2.4428486819999997
1080,10.8278085,1.441238999,0.5477365851,-1.607601881
1081,10.8378155,1.5544835330000002,0.4441559911,-0.9417611956999999
1082,10.8478225,1.479668736,0.06212686375,-0.6579214931
1083,10.8578305,1.3943853380000002,-0.1552316844,-0.2825701237
1084,10.8678375,1.4298514130000002,-0.4137258232,0.09806082398
1085,10.8778445,1.714852691,-0.9484773874,0.3916986287
1086,10.8878515,2.229477406,-1.855436444,0.6229164004
1087,10.8978585,2.682144403,-2.635522366,0.7057342529
1088,10.9078655,2.884774685,-3.0034103389999998,0.5805966257999999
1089,10.9178735,2.790564537,-2.871067524,0.2968536317
1090,10.9278805,2.381987333,-1.865885735,-0.02446207963
1091,10.9378875,1.921678424,-0.3507357836,-0.2172508985
1092,10.9478945,1.549424648,0.2265627086,-0.4062956274
1093,10.9579015,0.9337956905,-0.1126881167,-0.69068259
1094,10.9679095,0.2371231616,-0.657636106,-0.9107047319
1095,10.9779165,-0.2952180505,-0.9376769662000001,-0.9959915876000001
1096,10.9879235,-0.625015378,-1.015442014,-1.133231759
