,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
1000,10.00721825,1.78668457,-9.251062317,7.104226685
1001,10.01722525,2.21150116,-8.133785706,6.730603638
1002,10.02723225,2.379002838,-7.363188171,6.1213705439999995
1003,10.03723925,2.179767151,-6.893764343,5.572611694
1004,10.04724725,2.0480410769999997,-6.75844574,5.122946777
1005,10.05725425,2.439477081,-7.761659546000001,4.459975433
1006,10.06726125,2.800077209,-9.856403503,3.0061985780000002
1007,10.07726825,2.640359344,-12.51876709,1.3879138180000001
1008,10.08727525,1.6425343319999999,-15.84664673,-0.3490740967
1009,10.09728325,0.3260220337,-20.12819321,-0.429307251
1010,10.10729025,-2.133663025,-20.22055115,1.1365864559999999
1011,10.11729725,-4.418811035,-12.96334259,1.102756805
1012,10.12730425,-4.212539978,-8.048014069,0.2487826538
1013,10.13731125,-3.438200226,-6.652166748,0.3511697388
1014,10.14731925,-2.89123764,-7.147486725,0.5995033264
1015,10.15732625,-1.84401535,-8.412057037,1.185235291
1016,10.16733325,-1.19586319,-9.211993561,1.407523041
1017,10.17734025,-0.8246351623999999,-10.06641678,1.253643036
1018,10.18734725,-0.4875361633,-11.31946106,1.095422058
1019,10.19735525,-0.48094985960000003,-12.73297165,0.9795629883
1020,10.20736225,-0.8803193665000001,-13.86521713,1.01099762
1021,10.21736925,-1.234033813,-14.07253601,1.4581178280000002
1022,10.22737625,-1.552122345,-13.13787964,2.187251587
1023,10.2373835,-1.923500061,-11.63021484,2.697690125
1024,10.2473915,-2.1275257869999997,-10.07988876,2.792443085
1025,10.2573985,-2.452350311,-8.761879578,2.787353668
1026,10.2674055,-2.2345532230000003,-8.059390411,2.855611725
1027,10.2774125,-1.847757568,-7.643555145,2.7253825380000003
1028,10.2874195,-1.325942688,-7.436086577999999,2.6831703190000002
1029,10.2974275,-1.0099497990000001,-7.460934906,3.58040451
1030,10.3074345,-0.5688171387,-7.7040293879999995,4.227059784
1031,10.3174415,-0.1305285645,-8.058492279,4.3364822389999995
1032,10.3274485,0.1052311707,-8.347241821,3.953279114
1033,10.3374555,0.1502874756,-8.722511444,2.618504791
1034,10.3474635,-0.009879455566000001,-9.032217407000001,0.6004014587
1035,10.3574705,-0.4387376404,-9.080267487,-1.254990234
1036,10.3674775,-0.6039939879999999,-8.99793869,-2.056423645
1037,10.3774845,-0.5716612244,-8.836873627000001,-1.247954865
