"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,3.949087830E0,-9.529183960E0,3.410807190E0
9.979000002E-3,4.129313049E0,-9.083261261E0,3.398083649E0
1.995900000E-2,4.050726471E0,-8.545130310E0,3.165766754E0
2.996800000E-2,3.757935333E0,-7.983947296E0,2.855611725E0
3.994800001E-2,3.318299561E0,-7.575746155E0,2.648442535E0
4.992700000E-2,2.798430634E0,-7.332651672E0,2.626288605E0
5.990600000E-2,2.465971985E0,-7.126081238E0,2.617007904E0
6.991600000E-2,2.375260620E0,-6.865323486E0,2.638862457E0
7.989500000E-2,2.602488098E0,-6.699169006E0,2.767445068E0
8.987400000E-2,2.919079742E0,-6.586154022E0,2.905458069E0
9.985400000E-2,3.228037262E0,-6.439459076E0,2.888094177E0
1.098330000E-1,3.817062378E0,-6.230643311E0,2.927162933E0
1.198120000E-1,4.673880615E0,-5.940097504E0,3.278632050E0
1.298220000E-1,5.627248077E0,-5.474565582E0,3.981869659E0
1.398010000E-1,6.564748535E0,-4.945865021E0,4.829107819E0
1.497800000E-1,7.429949341E0,-4.443509674E0,5.605692902E0
1.597497083E-1,8.124055939E0,-4.384682007E0,6.127507782E0
1.697287083E-1,8.854087830E0,-4.796475677E0,6.283932495E0
1.797077083E-1,9.474248199E0,-5.434898071E0,6.069877625E0
1.897177083E-1,9.696985016E0,-5.562582550E0,5.873785400E0
1.996967083E-1,9.041947174E0,-5.631289673E0,5.932463379E0
2.096767083E-1,7.950417023E0,-5.908064117E0,6.009253693E0
2.196557083E-1,6.876849518E0,-5.810766449E0,5.962999878E0
2.296347083E-1,5.747448120E0,-5.273683319E0,5.858816528E0
2.396447083E-1,5.134772186E0,-4.765639801E0,6.236930237E0
2.496237083E-1,5.270689545E0,-4.829856262E0,6.712940369E0
2.596027083E-1,5.360802155E0,-5.272934875E0,6.206094360E0
2.695827083E-1,5.182822266E0,-6.090235291E0,5.200635223E0
2.795617083E-1,4.889731750E0,-7.126829681E0,4.265529785E0
2.895407083E-1,5.247936859E0,-8.990005188E0,3.168461151E0
2.995507083E-1,6.244863739E0,-1.142873383E1,1.223705292E0
3.095297083E-1,7.564669189E0,-1.348306183E1,-1.592687988E-1
3.195087083E-1,9.690398712E0,-1.531106049E1,1.603465576E0
3.294887083E-1,9.906249847E0,-1.559022995E1,3.604354706E0
3.394677083E-1,6.491550751E0,-1.245065872E1,3.166964264E0
3.494777083E-1,2.984793091E0,-8.676107941E0,2.487377472E0
3.594567083E-1,1.330583038E0,-6.644233246E0,2.160606995E0
3.694357083E-1,4.902305603E-1,-6.471342773E0,1.903741150E0
3.794147083E-1,-7.364685059E-2,-7.764353943E0,1.244961090E0
3.893947083E-1,-9.375004578E-1,-9.877509613E0,6.782395935E-1
3.993737083E-1,-1.833986206E0,-1.183678528E1,8.910969543E-1
4.093837083E-1,-1.734742584E0,-1.348815125E1,2.009870453E0
