"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.646420000E-1,-1.059865475E0,1.386916488E-1,-4.438008070E-1
1.746210000E-1,-1.062597513E0,3.245344758E-1,-4.448876381E-1
1.846000000E-1,-1.039869666E0,6.345464587E-1,-4.321647286E-1
1.945800000E-1,-1.027062178E0,6.995930672E-1,-3.808008730E-1
2.045590000E-1,-9.383904934E-1,4.470812082E-1,-3.157351911E-1
2.145380000E-1,-7.148543596E-1,3.159480169E-2,-2.652318180E-1
2.245480000E-1,-4.894689620E-1,-4.206917882E-1,-2.401783615E-1
2.345270000E-1,-3.458425701E-1,-7.272496223E-1,-2.418588251E-1
2.445060000E-1,-3.539224863E-1,-8.544486165E-1,-2.627703846E-1
2.544860000E-1,-5.280039907E-1,-7.258080840E-1,-2.957645655E-1
2.644650000E-1,-8.465932012E-1,-3.812564313E-1,-3.908107877E-1
2.744440000E-1,-1.227145910E0,-1.288198978E-1,-5.744671822E-1
2.844230000E-1,-1.363034964E0,-2.040165365E-1,-6.855722666E-1
2.944330000E-1,-1.640596509E0,-1.146248654E-1,-8.287171721E-1
3.044120000E-1,-1.719043851E0,-1.572040617E-1,-8.372932076E-1
3.143920000E-1,-1.433719158E0,-4.928119183E-1,-5.737558603E-1
3.243710000E-1,-9.355535507E-1,-9.212880135E-1,-1.958651543E-1
3.343500000E-1,-4.963850081E-1,-1.182686329E0,4.426248744E-2
3.443290000E-1,-2.301701009E-1,-1.295607567E0,2.056445181E-1
3.543090000E-1,-1.978499740E-1,-1.383885741E0,4.339999259E-1
3.643180000E-1,-1.546076834E-1,-1.572908401E0,6.891797185E-1
3.742980000E-1,-8.286985755E-2,-1.506768227E0,7.697235346E-1
3.842770000E-1,-1.617932469E-1,-1.316144705E0,5.112274289E-1
3.942220000E-1,-5.012211204E-1,-1.278951049E0,8.907669038E-2
4.042010000E-1,-9.773494601E-1,-1.435623407E0,-1.847395897E-1
4.141810000E-1,-1.290112376E0,-1.580758810E0,-2.350152731E-1
4.241600000E-1,-1.321934104E0,-1.692175865E0,-1.107779071E-1
4.341700000E-1,-1.172060132E0,-1.839868665E0,2.494939864E-1
4.441490000E-1,-9.573420286E-1,-1.851392984E0,8.358141780E-1
4.541280000E-1,-8.018347025E-1,-1.775135994E0,1.153159380E0
4.641070000E-1,-6.902096272E-1,-1.742736459E0,1.320786953E0
4.740870000E-1,-5.821462274E-1,-1.541370034E0,1.328223825E0
4.840660000E-1,-6.389048100E-1,-1.073200226E0,1.046654940E0
4.940450000E-1,-8.842522502E-1,-7.929054499E-1,4.970219731E-1
5.040550000E-1,-1.234169364E0,-6.557215452E-1,-9.264341742E-2
5.140340000E-1,-1.536580324E0,-5.211072564E-1,-4.380223751E-1
5.240130000E-1,-1.667080045E0,-4.481265545E-1,-3.758311868E-1
5.339930000E-1,-1.628978491E0,-4.327534437E-1,-1.258058846E-1
5.439720000E-1,-1.472552538E0,-4.511454105E-1,5.386137590E-2
5.539510000E-1,-1.213502049E0,-4.761865735E-1,1.873691082E-1
5.639300000E-1,-8.681608438E-1,-6.607491374E-1,3.354852796E-1
5.739100000E-1,-4.579951465E-1,-9.395253658E-1,4.449497163E-1
5.839190000E-1,-6.352347136E-2,-9.514668584E-1,4.405055642E-1
5.938990000E-1,1.539758295E-1,-7.707477212E-1,3.283225596E-1
6.038780000E-1,7.976293564E-2,-7.429970503E-1,1.087922305E-1
6.138570000E-1,-2.162500918E-1,-8.869749904E-1,-7.272855937E-2
6.238360000E-1,-6.059219241E-1,-1.053862214E0,-1.040221900E-1
6.338160000E-1,-9.021397233E-1,-1.316045523E0,-1.169412863E-2
6.437950000E-1,-9.730575085E-1,-1.670080900E0,9.385294467E-2
6.538050000E-1,-8.300561309E-1,-1.821640849E0,1.800815761E-1
6.637840000E-1,-6.153459549E-1,-1.684137821E0,1.901987642E-1
6.737630000E-1,-4.689205885E-1,-1.654109836E0,1.521123648E-1
6.837420000E-1,-4.559908211E-1,-1.897431374E0,1.460241973E-1
6.937220000E-1,-5.152491331E-1,-2.286006212E0,2.607640922E-1
7.037010000E-1,-5.121961236E-1,-2.446307421E0,4.463445842E-1
7.136800000E-1,-3.816511929E-1,-2.391838789E0,6.136931181E-1
7.236900000E-1,-1.697526872E-1,-2.368269682E0,7.778779864E-1
7.336690000E-1,7.325116545E-2,-2.376707792E0,8.846629858E-1
7.436480000E-1,2.717949748E-1,-2.047527790E0,9.323323965E-1
7.536280000E-1,2.083009630E-1,-1.497408390E0,9.344936013E-1
7.636070000E-1,-2.774881124E-1,-1.043530822E0,9.055489302E-1
7.735860000E-1,-9.437641501E-1,-6.042985916E-1,8.343431950E-1
7.835650000E-1,-1.394124627E0,-2.444205582E-1,7.468176484E-1
7.935750000E-1,-1.486328959E0,-2.056393307E-3,6.501728296E-1
8.035540000E-1,-1.317510366E0,5.412728339E-2,6.075761914E-1
8.135340000E-1,-1.026913404E0,6.209972501E-2,6.060496569E-1
8.235130000E-1,-7.600295544E-1,1.630280763E-1,6.238546371E-1
8.334920000E-1,-6.043429971E-1,2.686239779E-1,6.161873937E-1
8.434710000E-1,-5.597712398E-1,2.899187505E-1,5.729457140E-1
8.534510000E-1,-5.693463683E-1,1.985209286E-1,4.883498847E-1
8.634600000E-1,-5.455724597E-1,5.841560196E-3,3.571926057E-1
8.734400000E-1,-4.448919296E-1,-1.622555703E-1,2.635598481E-1
8.834190000E-1,-3.038126528E-1,-2.293385565E-1,2.352416217E-1
8.933980000E-1,-1.884431839E-1,-3.018673658E-1,2.122452259E-1
9.033770000E-1,-1.239339709E-1,-3.721480370E-1,1.696971357E-1
9.133570000E-1,-8.018329740E-2,-3.936219215E-1,1.081938222E-1
9.233360000E-1,-4.358186945E-2,-2.457265854E-1,1.936552115E-2
9.333460000E-1,-7.188194990E-2,1.215688977E-2,-9.037508816E-2
9.433250000E-1,-1.792778373E-1,1.147243753E-1,-2.045825422E-1
9.533040000E-1,-3.223804235E-1,7.201738656E-2,-2.985508442E-1
9.632830000E-1,-4.653063715E-1,1.077736467E-1,-3.622932732E-1
9.732630000E-1,-6.115354896E-1,1.560644954E-1,-4.173560143E-1
9.832420000E-1,-6.992930174E-1,1.154886857E-1,-4.036979377E-1
9.932210000E-1,-6.198767424E-1,7.799510658E-2,-3.115805089E-1
1.003231000E0,-3.632442951E-1,1.083090156E-2,-1.746396422E-1
1.013210000E0,-1.400666684E-2,-1.514954269E-1,-2.367355861E-2
1.023189000E0,2.900725305E-1,-3.525361121E-1,1.269497573E-1
1.033169000E0,4.485724270E-1,-6.911548972E-1,3.023743033E-1
1.043148000E0,5.333499908E-1,-1.150372863E0,4.924844801E-1
1.053127000E0,6.722815037E-1,-1.520310998E0,5.953688025E-1
1.063106000E0,8.161015511E-1,-1.661792278E0,6.047005057E-1
1.073116000E0,8.228862286E-1,-1.743821859E0,6.193303466E-1
1.083095000E0,6.555127501E-1,-1.747729182E0,7.126230001E-1
1.093075000E0,4.224499166E-1,-1.689903378E0,8.203992248E-1
1.103054000E0,1.948440969E-1,-1.554651737E0,8.996979594E-1
1.113033000E0,-2.577895764E-3,-1.559972763E0,9.787003398E-1
1.123012000E0,-1.264520735E-1,-1.865215063E0,1.092795253E0
1.132992000E0,-3.932142630E-2,-2.813630104E0,1.231425285E0
1.143001000E0,3.116148710E-1,-4.010291576E0,1.399932146E0
1.152981000E0,8.423311710E-1,-5.029208183E0,1.592421412E0
1.162960000E0,1.427923322E0,-5.925398827E0,1.815895915E0
1.172939000E0,2.031378746E0,-6.573946953E0,2.096287251E0
1.182918000E0,2.639466524E0,-6.880936146E0,2.281924486E0
1.192898000E0,3.277410984E0,-7.418027878E0,2.337001324E0
1.202877000E0,3.924587011E0,-7.928049088E0,2.392537594E0
1.212887000E0,4.474431038E0,-7.736771584E0,2.467087984E0
1.222866000E0,4.758461475E0,-7.146178722E0,2.504329681E0
1.232845000E0,4.722860336E0,-6.497034073E0,2.515044212E0
1.242824000E0,4.535730839E0,-5.842429161E0,2.394978762E0
1.252804000E0,4.317858219E0,-5.293293953E0,2.162232161E0
1.262783000E0,4.153618813E0,-5.138893127E0,1.764549613E0
1.272762000E0,4.149817467E0,-5.213137627E0,1.139122128E0
1.282772000E0,4.144847870E0,-4.891179085E0,5.728226304E-1
1.292751000E0,3.890937567E0,-4.419655800E0,2.200339437E-1
1.302730000E0,3.543220043E0,-4.515017509E0,-4.450807348E-3
1.312710000E0,3.403911352E0,-4.882804394E0,-5.665569007E-2
1.322689000E0,3.561659098E0,-4.764772415E0,-3.303849325E-2
1.332668000E0,3.845494747E0,-4.315916061E0,-1.561766714E-1
1.342647000E0,3.933771133E0,-3.942877054E0,-4.283675551E-1
1.352657000E0,3.640208006E0,-3.785929918E0,-7.722300887E-1
1.362636000E0,3.171059608E0,-3.983897448E0,-9.988588691E-1
1.372616000E0,2.773646832E0,-4.539834499E0,-1.134269595E0
1.382595000E0,2.456498146E0,-5.323966503E0,-1.268158793E0
1.392574000E0,2.240796804E0,-5.675217628E0,-1.204330325E0
1.402549250E0,2.179615736E0,-5.314911842E0,-1.045145988E0
1.412529250E0,2.251805067E0,-4.588338375E0,-9.419143200E-1
1.422538250E0,2.321808100E0,-4.082602978E0,-8.669019938E-1
1.432518250E0,2.256342888E0,-4.082859993E0,-7.815567255E-1
1.442497250E0,2.008165359E0,-3.728009939E0,-7.413325906E-1
1.452476250E0,1.663398385E0,-2.918985844E0,-6.454899311E-1
1.462455250E0,1.269177198E0,-2.106948137E0,-5.764952898E-1
1.472435250E0,7.692465186E-1,-1.571921706E0,-5.731434226E-1
1.482414250E0,3.823597133E-1,-1.597680569E0,-5.528587103E-1
1.492424250E0,3.916131258E-1,-1.972114801E0,-3.890553713E-1
1.502403250E0,7.622027993E-1,-2.512339115E0,-1.931976527E-1
1.512382250E0,1.308328748E0,-2.968539715E0,-1.713711917E-1
1.522361250E0,1.886212945E0,-1.928317070E0,-3.985370398E-1
1.532341250E0,2.139329910E0,-6.485059261E-1,-5.061945319E-1
1.542320250E0,1.864484072E0,-2.415176928E-1,-3.928616941E-1
1.552299250E0,1.443675876E0,-2.458738238E-1,-3.650918305E-1
1.562309250E0,1.235625386E0,-6.722587943E-1,-9.000260383E-2
1.572288250E0,1.418327808E0,-9.725714922E-1,3.819057941E-1
1.582267250E0,1.623979330E0,-8.454741836E-1,6.557222009E-1
1.592247250E0,1.759795308E0,-7.079728246E-1,8.022032380E-1
1.602226250E0,1.765313745E0,-7.085467577E-1,6.735997200E-1
1.612205250E0,1.683917165E0,-1.154215813E0,6.156056523E-1
1.622184250E0,1.687693357E0,-1.629037023E0,7.361294627E-1
1.632194250E0,1.729294538E0,-1.912238121E0,9.554394484E-1
1.642173250E0,1.854366660E0,-2.382124186E0,1.307373285E0
1.652153250E0,2.059219360E0,-2.695538521E0,1.578095317E0
1.662132250E0,2.382290125E0,-1.831888318E0,1.690056205E0
1.672111250E0,3.069727659E0,-1.230135918E0,1.835700989E0
1.682090250E0,2.885071993E0,-1.345364809E0,1.436830282E0
1.692070250E0,2.159049273E0,-2.246786356E0,1.395661592E0
1.702079250E0,1.302953482E0,-2.727061033E0,1.015282750E0
1.712059250E0,9.789190888E-1,-1.967194676E0,8.099277616E-1
1.722038250E0,9.883431196E-1,-7.422683239E-1,8.009787202E-1
1.732017250E0,8.392739892E-1,2.122322619E-1,6.186595559E-1
1.741996250E0,9.225872755E-1,1.368496269E-1,8.484991193E-1
1.751976250E0,8.689895272E-1,2.639535069E-1,7.007791996E-1
1.761955250E0,9.129933119E-1,3.027820885E-1,9.767122865E-1
1.771965250E0,1.316701055E0,1.877268851E-1,1.306182265E0
1.781944250E0,1.301971674E0,-1.210096553E-1,1.029374957E0
1.791923250E0,1.219469905E0,-3.158451915E-1,6.729105711E-1
1.801902250E0,1.020099163E0,-5.694413185E-1,3.913130164E-1
1.811882250E0,6.783247590E-1,-1.461060345E-1,2.966964841E-1
1.821861250E0,4.446999431E-1,4.317448139E-1,5.692090988E-1
1.831840250E0,5.362852812E-1,4.951520264E-1,9.152560234E-1
1.841850250E0,6.921716928E-1,2.592025101E-1,8.360335827E-1
1.851829250E0,1.020825982E0,-9.243805707E-2,5.084248185E-1
1.861808250E0,1.477464199E0,-1.857084036E-1,9.138512611E-2
1.871788250E0,1.845683575E0,1.733233035E-2,-2.588567734E-1
1.881767250E0,1.921560764E0,9.513498098E-2,-3.802101016E-1
1.891746250E0,1.626881719E0,-3.440996259E-2,-1.627898961E-1
1.901725250E0,1.295349956E0,-4.062093422E-2,1.889395565E-1
1.911735250E0,1.178835154E0,7.571420074E-2,2.912933528E-1
1.921714250E0,1.009187341E0,3.678071201E-1,1.707432121E-1
1.931694250E0,8.865476847E-1,4.689105749E-1,1.594780535E-1
1.941673250E0,9.174550772E-1,5.633005500E-1,3.676122725E-1
1.951652250E0,9.575673342E-1,5.707044005E-1,4.876206815E-1
1.961631250E0,8.570856452E-1,4.600408971E-1,5.123628974E-1
1.971611250E0,6.459484100E-1,3.249097168E-1,4.459897280E-1
1.981620250E0,3.092277944E-1,1.913214922E-1,3.398022354E-1
1.991600250E0,4.438680783E-2,1.961194426E-1,3.508239985E-1
2.001579250E0,7.150142454E-3,4.878739417E-1,5.185447931E-1
2.011558250E0,1.018915623E-1,8.749620318E-1,6.933381557E-1
2.021537250E0,2.369449735E-1,1.111276865E0,7.312595248E-1
2.031517250E0,3.826462626E-1,9.618985057E-1,6.541402340E-1
2.041496250E0,4.571113586E-1,3.695219159E-1,4.164065123E-1
2.051506250E0,5.668032169E-1,-1.997007728E-1,7.878719270E-2
2.061485250E0,6.852021813E-1,-4.961175025E-1,-2.910230160E-1
2.071464250E0,7.061921954E-1,-6.074365377E-1,-7.164016962E-1
2.081443250E0,6.807755828E-1,-7.009645104E-1,-7.009345889E-1
2.091423250E0,5.751231909E-1,-7.637181878E-1,-4.041306078E-1
2.101402250E0,5.453345776E-1,-9.957438111E-1,-2.576511502E-1
2.111381250E0,3.753910959E-1,-1.044283152E0,-1.889783442E-1
