,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0,0.0,-7.65426302,5.8610057829999995,5.765237807999999
1,0.005004,-7.65426302,5.8610057829999995,5.765237807999999
2,0.010009,-7.65426302,5.8610057829999995,5.765237807999999
3,0.015014,-7.65426302,5.8610057829999995,5.765237807999999
4,0.020019,-1.0462661979999999,5.640739441,6.871358871
5,0.025024,-1.15400517,5.561730385,6.926425457000001
6,0.030029,-1.309628367,5.343858242,7.024587631
7,0.034975,-1.55862534,4.963180065,7.192182064
8,0.040041,-1.9560627940000002,4.352658749,7.491456985
9,0.045046,-2.262520552,4.003105164,7.929595947
10,0.050051,-2.3199813369999998,3.9647979739999997,8.379706383
11,0.054873,-2.15478158,4.113238335,8.908824921
12,0.06,-2.090138197,4.223371983,9.076418877
13,0.065004,-1.951274395,4.426878929,9.425971985
14,0.070009,-1.769315004,4.639962673,9.603142737999999
15,0.075014,-1.5705963369999998,4.853046893999999,9.622296333
16,0.080019,-1.505952835,4.881777287,9.437943459
17,0.085024,-1.462857246,4.8554410930000005,9.126696587
18,0.090029,-1.431732655,4.7596731189999995,8.892065048
19,0.095034,-1.6807296280000001,4.608838081,8.971074104
20,0.100039,-2.097320795,4.407725333999999,8.724471092
21,0.105043,-2.410961151,4.254496574,8.171410561
22,0.110048,-2.52827692,4.108449936,7.7955207820000005
23,0.115053,-2.45166254,4.096478939,7.864952564
24,0.120058,-2.348711967,4.067748547,7.9894509320000004
25,0.125002,-2.257732153,4.127603531,7.941566944
26,0.130007,-2.087743998,4.192247391,7.802703381000001
27,0.135012,-1.833958507,4.326322556,7.733271599
28,0.139833,-1.422155857,4.527435303,7.7955207820000005
29,0.145021,-1.010353088,4.740519524,7.9104423520000005
30,0.150026,-0.5817909836999999,4.917690277,8.068459511
31,0.155031,-0.2992752194,5.032611847,8.137891769
32,0.160036,-0.2681505978,4.939238071,8.090007782
33,0.165041,-0.5123591423,4.769249916000001,8.018181801
34,0.170046,-0.8690952062999999,4.513070107,8.018181801
35,0.175051,-1.201889277,4.295197964,8.238448143
36,0.180055,-1.244984865,4.182670593,8.813055992
37,0.184999,-1.156399369,4.082113743,9.58638382
38,0.190004,-1.1276689770000001,4.027047157,10.33337498
39,0.195009,-1.089361787,3.957615376,10.91277122
40,0.200014,-0.9768342972,3.960009575,11.20486355
41,0.204836,-0.873883605,3.643975019,10.96065521
42,0.210024,-0.8643068075,3.768473387,10.52969933
43,0.215028,-1.060631394,3.94085598,9.976638794
44,0.220033,-1.3862427469999998,3.971980572,9.710882187000001
45,0.225038,-1.766920805,3.8402996060000003,9.260771751
46,0.230043,-1.948880196,3.677493811,8.547300339
47,0.235048,-1.953668594,3.588908434,7.946355343
48,0.240053,-1.8579005,3.538630009,7.673416615
49,0.245058,-1.55862534,3.548206806,7.747636795
50,0.250002,-1.18991828,3.60566783,7.876923561
51,0.255006,-0.691924274,3.7421371939999997,8.082824707
52,0.260011,-0.2322375625,3.998316765,8.303091048999999
53,0.265016,0.09816227107999999,4.209006786000001,8.6957407
54,0.270021,0.27054479719999996,4.345476151000001,9.179368972999999
55,0.275026,0.31842881440000004,4.367023945,9.734824181
56,0.280031,0.2657563984,4.321534157,10.0508585
57,0.285036,0.2849099934,4.213795185,10.26154804
58,0.29004,0.349553436,4.110844135,10.3214035
59,0.295045,0.38546648619999996,3.924096584,10.0364933
60,0.30005,0.2059013397,3.584120035,9.612719536
61,0.305055,-0.107739076,3.1818940639999997,9.088389397
62,0.311037,-0.586579442,2.7844564910000003,8.358158112
63,0.316041,-0.8810662031000001,2.662352324,7.833827972000001
64,0.321046,-0.8020575643000001,2.8012158869999997,7.769184589
65,0.326051,-0.5482721925,3.059789658,7.965508937999999
66,0.331056,-0.117315881,3.4045548439999997,8.274360657
67,0.336,0.2753331959,3.7325603960000002,8.508993149
68,0.341005,0.6488286853,4.029441357,8.453926086000001
69,0.34601,0.9265560508,4.225766182,8.137891769
70,0.352052,1.000776291,4.359841347,7.570465565
71,0.357057,0.8283938169,4.304774761,7.048529625
72,0.36194,0.7134721279,4.187458992,6.698976517
73,0.366945,0.04309562966,4.000710964,7.074865817999999
74,0.37201,-0.5339069963,3.711012602,7.381323814
75,0.377015,-0.7852981687,3.303998232,7.697358607999999
76,0.381959,-0.7469909190999999,2.863465309,8.106766701
77,0.387025,-0.4596867263,2.458845139,8.576030731
78,0.393007,-0.059855043889999994,2.066195965,9.040505409
79,0.398011,0.1149216816,1.78128612,9.504981041
80,0.403016,0.08140286057999999,1.6496049169999998,9.87608242
81,0.408021,-0.1149216816,1.59932673,10.18732834
82,0.413026,-0.4189853072,1.668758631,10.09156036
83,0.418031,-0.8188169598999999,1.850717902,9.828198432999999
84,0.423036,-1.175553083,2.19308877,9.583989143
85,0.428041,-1.335964561,2.650381327,9.267954826
86,0.433045,-1.125274777,3.2800562380000002,8.573636055
87,0.43805,-0.8619126081,3.38300705,8.262390137
88,0.444032,-1.810016513,3.4620156289999997,7.833827972000001
89,0.449037,-1.8148049119999998,3.236960649,7.979874134
90,0.454042,-1.517923832,2.762908697,8.434772491
91,0.459046,-1.163581967,2.30561614,8.901641846
92,0.464051,-0.6679822803000001,1.965639591,9.107542992
93,0.469056,-0.9840168953,1.704671621,9.174580574
94,0.474,-2.003946781,1.546654344,9.131484985
