,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,0.260008577,-0.10445795949999999,-1.7562376259999999,-0.2058615834
1,0.265013577,-0.043982297180000005,-1.9162843230000002,-0.24129177629999998
2,0.270018577,0.031154127789999996,-2.019520521,-0.2779437006
3,0.275023577,0.1020144969,-2.070833206,-0.31520646809999997
4,0.280028577,0.1789835095,-2.068389654,-0.34880405659999997
5,0.285033577,0.2467895597,-1.9853121040000001,-0.39217549560000003
6,0.290037577,0.2657263875,-1.824043632,-0.428827405
7,0.295042577,0.24434609710000002,-1.617571115,-0.47586402299999997
8,0.300047577,0.2229658216,-1.42392683,-0.5167919993
9,0.305052577,0.1985312104,-1.2644910809999999,-0.5210680366
10,0.311034577,0.1490511149,-1.1795808079999999,-0.4893030524
11,0.316038577,0.09162978828,-1.200350165,-0.4392121136
12,0.32104357699999997,0.0293215327,-1.257771492,-0.39217549560000003
13,0.326048577,-0.043982297180000005,-1.308473349,-0.34880405659999997
14,0.331053577,-0.09468411653999999,-1.291369081,-0.3359758854
15,0.33599757700000005,-0.14172074199999998,-1.2125675679999999,-0.3439171314
16,0.34100257700000003,-0.2034181207,-1.0995574,-0.3720169365
17,0.346007577,-0.2901609838,-0.9828822017000001,-0.4001167417
18,0.352049577,-0.42577308420000004,-0.8509352803,-0.44165557619999996
19,0.35705457700000004,-0.5577199459000001,-0.7489207983,-0.4550946057
20,0.361937577,-0.7000515461,-0.6914994717,-0.44287729259999997
21,0.36694257700000005,-0.8759807348,-0.5424483418,-0.3982841372
22,0.37200757700000003,-1.020755768,-0.36529740689999995,-0.3323107064
23,0.377012577,-1.1783590320000001,-0.1624901593,-0.2455678284
24,0.381956577,-1.332907915,0.05681046844,-0.1429424733
25,0.38702257700000003,-1.456302762,0.2510656118,-0.053145274519999994
26,0.393004577,-1.565036774,0.44165557619999996,0.04581489414
27,0.39800857700000003,-1.599856019,0.5125159621,0.1087340117
28,0.403013577,-1.584584475,0.5320636034,0.1600466967
29,0.40801857700000005,-1.495398164,0.4514294267,0.1991420686
30,0.41302357700000003,-1.373225093,0.2797762752,0.2254092693
31,0.418028577,-1.2217304709999999,0.004276056774,0.2541199327
32,0.42303357700000005,-1.060462117,-0.3097086847,0.2932153046
33,0.42803857700000003,-0.8918632865,-0.6194173694,0.342084527
34,0.43304257700000004,-0.7556403279,-0.9431759118999999,0.4031710625
35,0.438047577,-0.6511823535,-1.285260439,0.4514294267
36,0.444029577,-0.617584765,-1.581530094,0.6310238242
37,0.44903457700000005,-0.625526011,-1.7330247159999999,0.9138544202
38,0.454039577,-0.6481280327000001,-1.7342463730000002,1.137431145
39,0.45904357700000004,-0.6774495840000001,-1.615127683,1.293812633
40,0.464048577,-0.7507534026999999,-1.3439035419999998,1.404379249
41,0.46905357700000005,-0.8350527883,-1.035416603,1.5460999009999998
42,0.473997577,-0.9321803451,-0.7018841505,1.748907208
43,0.47900257700000004,-1.058629513,-0.3439171314,2.142915249
44,0.484007577,-1.1435397859999998,-0.1588249654,2.431243658
45,0.489012577,-1.2217304709999999,-0.08674286306,2.63893795
46,0.494016577,-1.293812633,-0.026878070089999997,2.761111021
47,0.49902157700000005,-1.37444675,0.05681046844,2.8362474439999996
48,0.504026577,-1.457524419,0.2254092693,2.85762763
49,0.509031577,-1.5418238640000002,0.4166100919,2.797762871
50,0.514036577,-1.6395623680000002,0.6059783101,2.6926939489999997
51,0.519041577,-1.73180294,0.7079927920999999,2.570520878
52,0.524046577,-1.8209892509999999,0.7892379165000001,2.438574076
53,0.529051577,-1.902234316,0.87414819,2.315790176
54,0.5340555770000001,-1.9401080609999999,0.9376781583,2.218051672
55,0.538999577,-1.938275456,0.9737191796,2.152078152
56,0.544004577,-1.90406692,0.9859365225,2.1178698540000003
57,0.5490095770000001,-1.7971655130000002,0.9822713137000001,2.113593817
58,0.554014577,-1.6615535019999998,0.9877691269,2.1221458909999997
59,0.5589585770000001,-1.50333941,0.9553932548,2.1416935919999998
60,0.5640245770000001,-1.2944234609999998,0.8881980776999999,2.159408569
61,0.569028577,-1.05985117,0.8356636762999999,2.166738987
62,0.574033577,-0.8051204085,0.7971791625,2.1533000469999997
63,0.579038577,-0.4679227769,0.7428121567,2.083050489
64,0.584043577,-0.2076941878,0.6792821287999999,1.9559905530000001
65,0.589048577,0.035430185499999996,0.5949827433,1.750128984
66,0.594053577,0.2614503205,0.4941899776,1.469741821
67,0.598997577,0.4703662395,0.3769038618,1.138041973
68,0.604002577,0.6829473376,0.23579397800000002,0.7953465581
69,0.609006577,0.872926414,0.06719517708,0.4795292318
70,0.614011577,1.064738154,-0.1600466967,0.1368338168
71,0.619016577,1.156978726,-0.295047909,-0.08063421398
72,0.624021577,1.175915599,-0.4019493461,-0.2254092693
73,0.629026577,1.1410962340000002,-0.48869219420000004,-0.2968805134
74,0.634031577,1.0574077370000001,-0.5589417219,-0.31031954289999997
75,0.639036577,0.9291260242,-0.6035348773,-0.2632829249
76,0.6450175770000001,0.7079927920999999,-0.6511823535,-0.1466076523
77,0.650022577,0.5015203953,-0.6890559793000001,-0.010384709570000001
78,0.655027577,0.22785273190000002,-0.7073819637000001,0.19608774780000002
79,0.6600325770000001,0.0,-0.6872233748000001,0.38484510780000003
80,0.665037577,-0.22785273190000002,-0.6420193911,0.5992587804999999
81,0.670041577,-0.46059238909999994,-0.5943718553,0.8197811842
82,0.675046577,-0.7086036801000001,-0.5479460955,1.033583999
83,0.6800515770000001,-0.9346238375,-0.5241223574,1.207069755
84,0.685056577,-1.16553092,-0.5027421117,1.382998943
85,0.6900005770000001,-1.272432327,-0.5430592299,1.508226275
86,0.696042577,-1.3420709370000001,-0.5601634382999999,1.6346753840000001
87,0.701047577,-1.310305953,-0.6163630486,1.701870561
88,0.706052577,-1.20523715,-0.6524040699,1.7299703359999998
89,0.7109965770000001,-1.043968678,-0.5986479521,1.700648785
90,0.716001577,-0.8399397135,-0.4276056588,1.602910399
91,0.721006577,-0.6322455406,-0.1508837193,1.4196507930000002
92,0.726010577,-0.4214970171,0.09834930301000001,1.1160508390000001
93,0.7310155770000001,-0.1826487035,0.2370157093,0.8332201838
94,0.736020577,-0.021380282940000002,0.1594358236,0.5528330207
95,0.741025577,0.1142318025,-0.04581489414,0.3109304011
96,0.7460305770000001,0.2302961946,-0.3402519524,0.1160643995
97,0.751035577,0.334143281,-0.684169054,-0.008552113548
98,0.755857577,0.4776966274,-1.153924465,-0.08002334833
99,0.7610455770000001,0.5106833577000001,-1.202793717,-0.056199602779999996
100,0.766049577,0.5632177590999999,-1.167363524,0.04092797264
101,0.771054577,0.5723807216,-1.000597239,0.2131919712
102,0.7759985770000001,0.5644394755,-0.7843509912000001,0.4361577928
103,0.781003577,0.5351179838,-0.581543684,0.6866125464
104,0.786008577,0.4550946057,-0.4459316432,0.9523389339
105,0.7910135770000001,0.3634648323,-0.37384954090000005,1.199739337
106,0.796018577,0.232128799,-0.3408628106,1.4813482759999999
107,0.801022577,0.1295034289,-0.350025773,1.674381614
108,0.806027577,0.028099801389999998,-0.41599923369999997,1.833206654
109,0.811032577,-0.059864792970000004,-0.5290092826,1.962099195
110,0.816037577,-0.14172074199999998,-0.6652322412,2.05311799
111,0.821042577,-0.20647245649999998,-0.8381071091,2.065946341
112,0.826047577,-0.2602286041,-1.078788042,2.03967905
113,0.831052577,-0.290771842,-1.460578799,2.004248857
114,0.836057577,-0.2956587672,-1.75501585,1.939497113
115,0.8410005770000001,-0.2736676335,-1.935221076,1.862528086
116,0.846005577,-0.2229658216,-1.951714516,1.7904460430000002
117,0.851010577,-0.1398881376,-1.811215401,1.744020224
118,0.8560155770000001,-0.0018325957939999999,-1.552208543,1.707979202
119,0.861020577,0.2309070677,-1.1435397859999998,1.65910995
120,0.866025577,0.4630358517,-0.8197811842,1.6383405919999998
121,0.8710305770000001,0.6963863968999999,-0.5681046844,1.656666517
122,0.876035577,0.9334021211,-0.4392121136,1.739744186
123,0.881039577,1.152702689,-0.43249258399999996,1.8832975630000002
124,0.8870215770000001,1.404379249,-0.5442809463,2.1416935919999998
125,0.8930025770000001,1.624901533,-0.6652322412,2.4709498880000003
126,0.898007577,1.7684549090000001,-0.6481280327000001,2.763554335
127,0.903012577,1.8894062040000001,-0.4728097022,3.0665435789999997
128,0.9080175770000001,1.989588141,-0.035430185499999996,3.458719015
