"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.378820320E-1,-1.297696948E0,4.838829517E0,9.761458397E0
1.398820320E-1,-1.297696948E0,4.838829517E0,9.761458397E0
1.418690320E-1,-1.297696948E0,4.838829517E0,9.761458397E0
1.438690320E-1,-1.297696948E0,4.838829517E0,9.761458397E0
1.458690320E-1,3.974496126E-1,4.415042877E0,9.241900444E0
1.478690320E-1,3.328042030E-1,4.388705730E0,9.138946533E0
1.498690320E-1,2.322446555E-1,4.348002911E0,8.995290756E0
1.518687460E-1,1.316851079E-1,4.290540695E0,8.949799538E0
1.538684960E-1,6.703969836E-2,4.264203548E0,8.906702042E0
1.558682730E-1,-6.943397224E-2,4.221106529E0,8.842057228E0
1.578680730E-1,-2.250618339E-1,4.211529255E0,8.808537483E0
1.598678910E-1,-6.680026650E-1,4.235472202E0,8.837267876E0
1.618655570E-1,-6.680026650E-1,4.235472202E0,8.837267876E0
1.638632490E-1,-6.680026650E-1,4.235472202E0,8.837267876E0
1.658631060E-1,-8.739103079E-1,4.280963421E0,8.906702042E0
1.678628390E-1,-1.108549237E0,4.369551659E0,8.980924606E0
1.698625890E-1,-1.218685865E0,4.412648678E0,9.007262230E0
1.718623530E-1,-1.455719113E0,4.522785187E0,9.043175697E0
1.738621300E-1,-1.659232497E0,4.654470444E0,9.117398262E0
1.758619190E-1,-1.743032098E0,4.719115734E0,9.165284157E0
1.778617190E-1,-1.891477108E0,4.841223717E0,9.210775375E0
1.798615280E-1,-2.195549965E0,5.123748302E0,9.222746849E0
1.818601640E-1,-2.195549965E0,5.123748302E0,9.222746849E0
1.838599030E-1,-2.255406857E0,5.193181992E0,9.217958450E0
1.858596530E-1,-2.303292274E0,5.231490612E0,9.196409225E0
1.878594130E-1,-2.425400496E0,5.305713177E0,9.124581337E0
1.898591820E-1,-2.545114040E0,5.401484013E0,9.043175697E0
1.918589590E-1,-2.607365370E0,5.442186832E0,8.997684479E0
1.938587440E-1,-2.688770533E0,5.509226322E0,8.894730568E0
1.958585370E-1,-2.700742006E0,5.530774593E0,8.858817101E0
