"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
0.000000000E0,3.351750374E-1,-1.150247693E0,-1.772470713E0
1.974000000E-3,3.693834841E-1,-1.205225468E0,-1.841498494E0
3.974000000E-3,3.895420432E-1,-1.229660153E0,-1.875706911E0
5.974000000E-3,4.090897143E-1,-1.255316496E0,-1.909915447E0
7.974000000E-3,4.475742579E-1,-1.302353144E0,-1.976499796E0
9.974000000E-3,4.848370254E-1,-1.359774470E0,-2.041251421E0
1.197366600E-2,5.049955845E-1,-1.389706731E0,-2.074238062E0
1.397338000E-2,5.465344191E-1,-1.444684744E0,-2.137157202E0
1.597400500E-2,5.862406492E-1,-1.495997429E0,-2.197021961E0
1.797378200E-2,6.039557457E-1,-1.524097204E0,-2.224510908E0
1.997358200E-2,6.418294311E-1,-1.571133733E0,-2.281932354E0
2.197103600E-2,6.955854893E-1,-1.625500798E0,-2.359512091E0
2.396970200E-2,6.955854893E-1,-1.625500798E0,-2.359512091E0
2.596954800E-2,7.285722494E-1,-1.656654954E0,-2.404716253E0
2.796926200E-2,7.475091219E-1,-1.669483185E0,-2.424874783E0
2.996899500E-2,7.743871212E-1,-1.674370050E0,-2.463359356E0
3.196874500E-2,7.988218069E-1,-1.682922125E0,-2.498178720E0
3.396850900E-2,8.134825230E-1,-1.670704842E0,-2.512839317E0
3.596828600E-2,8.305867314E-1,-1.657876730E0,-2.537884712E0
3.796807500E-2,8.476909995E-1,-1.627333403E0,-2.562319517E0
3.996787500E-2,8.513562083E-1,-1.618170381E0,-2.572093248E0
4.196644600E-2,8.635734916E-1,-1.554640532E0,-2.602025747E0
4.396490000E-2,8.635734916E-1,-1.554640532E0,-2.602025747E0
4.596463900E-2,8.702929616E-1,-1.498440742E0,-2.620962620E0
4.796438900E-2,8.690713048E-1,-1.444073796E0,-2.638066769E0
4.996414900E-2,8.690713048E-1,-1.414141536E0,-2.646008015E0
5.196391800E-2,8.611299992E-1,-1.360996246E0,-2.664334059E0
5.396369500E-2,8.568539619E-1,-1.304796457E0,-2.677772999E0
5.596348000E-2,8.464692235E-1,-1.281583667E0,-2.689379454E0
5.796320400E-2,8.342519403E-1,-1.238212228E0,-2.710148811E0
5.996293700E-2,8.263106942E-1,-1.217442870E0,-2.721144438E0
6.196267000E-2,7.963783145E-1,-1.171017051E0,-2.750466108E0
6.396240300E-2,7.841610312E-1,-1.149636865E0,-2.765126705E0
6.596213600E-2,7.676676512E-1,-1.140473723E0,-2.776122332E0
6.796186900E-2,7.438438535E-1,-1.120315313E0,-2.801167727E0
6.996090200E-2,7.139114738E-1,-1.117260933E0,-2.823158979E0
7.196070200E-2,6.968072653E-1,-1.113595724E0,-2.839652300E0
7.396043500E-2,6.607662439E-1,-1.114206553E0,-2.860421658E0
7.595993500E-2,6.442728043E-1,-1.117871881E0,-2.875082493E0
7.795966800E-2,6.039557457E-1,-1.119093537E0,-2.900127888E0
7.995940100E-2,5.673038363E-1,-1.132532597E0,-2.927006006E0
8.195913400E-2,5.282084346E-1,-1.144139051E0,-2.957549334E0
8.395933400E-2,5.080499053E-1,-1.152691126E0,-2.971599102E0
8.595906700E-2,4.671219587E-1,-1.163686633E0,-3.000920773E0
8.795886700E-2,4.487960041E-1,-1.173460603E0,-3.016803265E0
8.995860000E-2,4.084788859E-1,-1.185677886E0,-3.050400972E0
9.195833300E-2,3.767138720E-1,-1.205836415E0,-3.085831165E0
9.395806600E-2,3.583879173E-1,-1.215610266E0,-3.104156971E0
9.595779900E-2,3.284555376E-1,-1.249818683E0,-3.140197992E0
9.795753200E-2,3.119621575E-1,-1.262035966E0,-3.160356522E0
9.995726500E-2,2.826406360E-1,-1.304185629E0,-3.198230267E0
1.019569980E-1,2.478213012E-1,-1.380543828E0,-3.260538340E0
1.039577310E-1,2.478213012E-1,-1.380543828E0,-3.260538340E0
1.059574640E-1,2.252192944E-1,-1.431856513E0,-3.303299189E0
1.079575300E-1,2.075042129E-1,-1.481336713E0,-3.346670389E0
1.099572630E-1,2.013955563E-1,-1.512490749E0,-3.362552881E0
1.119569960E-1,2.081150711E-1,-1.596179366E0,-3.380268097E0
1.139567290E-1,2.233867049E-1,-1.641994119E0,-3.385154963E0
1.159564620E-1,2.667581439E-1,-1.731791377E0,-3.390042067E0
1.179562620E-1,3.082969785E-1,-1.769665003E0,-3.385765791E0
1.199560620E-1,3.247903585E-1,-1.773941040E0,-3.378435612E0
1.219557950E-1,3.724378049E-1,-1.725071907E0,-3.337507486E0
1.239555280E-1,3.852660060E-1,-1.707356811E0,-3.321624994E0
1.259552610E-1,4.023702145E-1,-1.674980879E0,-3.307575226E0
1.279549940E-1,4.347460568E-1,-1.629166007E0,-3.273366690E0
1.299554270E-1,4.707871377E-1,-1.576020718E0,-3.244656086E0
