"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.870061188E0,5.842799835E0,7.955805817E0
9.997999994E-3,-1.883832550E0,5.836363220E0,7.992778931E0
1.999499998E-2,-1.891766052E0,5.872887268E0,8.101153564E0
2.999299997E-2,-1.955533447E0,5.940247192E0,8.183482361E0
3.998999996E-2,-1.846110992E0,6.048771515E0,8.266559601E0
4.998799996E-2,-1.666933594E0,6.017486572E0,8.233927460E0
5.998499994E-2,-1.792821808E0,6.231691132E0,8.207432556E0
6.998299994E-2,-1.910327454E0,6.116580505E0,8.494535522E0
7.998000004E-2,-1.660197601E0,5.976920929E0,8.976084137E0
8.997800003E-2,-2.079026642E0,6.124514008E0,9.381590881E0
9.997500002E-2,-2.002236328E0,6.378535767E0,9.836345215E0
1.099730000E-1,-1.342707825E0,6.193819885E0,1.034947815E1
1.199700000E-1,-1.042132874E0,5.976621552E0,9.418563995E0
1.299680000E-1,-8.598120117E-1,5.779930573E0,8.516988831E0
1.399650000E-1,-5.677693176E-1,5.375621338E0,7.803722076E0
1.499630000E-1,-3.088078308E-1,5.200784912E0,7.943381653E0
1.599600000E-1,-9.190887451E-2,4.855303345E0,7.941286011E0
1.699580000E-1,-6.286926270E-3,4.529131622E0,8.159981232E0
1.799549999E-1,6.825805664E-2,4.740641785E0,8.774453430E0
1.899529999E-1,1.853146362E-1,4.937033386E0,9.365424500E0
1.999500000E-1,3.598516846E-1,4.974006500E0,8.995543671E0
2.099480000E-1,5.857319641E-1,4.852608948E0,8.107739868E0
2.199450000E-1,7.033872986E-1,4.676724701E0,7.516319733E0
2.299430000E-1,8.113128662E-1,4.617747345E0,7.401807861E0
2.399400000E-1,8.687933350E-1,4.578379211E0,7.914042664E0
2.499380000E-1,1.049467621E0,4.509522400E0,8.204887848E0
2.599350000E-1,1.245559845E0,4.252506866E0,7.823780365E0
2.699330000E-1,1.395697632E0,4.071383514E0,7.267088013E0
2.799300000E-1,1.302142181E0,3.977528687E0,7.085814972E0
2.899280000E-1,9.017248535E-1,3.829336853E0,7.118147736E0
2.999249999E-1,7.999365234E-1,3.693718872E0,7.424111481E0
3.099229999E-1,1.043929138E0,3.232976990E0,7.720944214E0
3.199210000E-1,1.713786163E0,2.787353668E0,7.889942780E0
3.299180000E-1,1.696571960E0,3.009940796E0,7.284302216E0
3.399160000E-1,1.231189728E0,4.667743378E0,7.559729462E0
3.499130000E-1,8.975335693E-1,4.508025513E0,7.207062836E0
3.599110000E-1,1.030157776E0,3.831731873E0,7.069349213E0
3.699084166E-1,1.684147797E0,3.625161438E0,6.832092590E0
3.799064166E-1,1.222657471E0,3.000360718E0,6.888674927E0
3.899034166E-1,1.216071167E0,2.729873199E0,7.395371246E0
3.999014166E-1,1.260079651E0,2.521805878E0,6.967710571E0
4.098984166E-1,3.768862610E0,2.919828186E0,7.032226410E0
4.198964167E-1,3.117566986E0,2.335892487E0,5.939199371E0
4.298934167E-1,1.850901031E0,2.609972534E0,5.371430054E0
4.398914167E-1,1.803599396E0,2.360591125E0,5.507347412E0
4.498884167E-1,2.533631287E0,1.988464966E0,5.341641998E0
4.598864167E-1,3.493884430E0,1.698517914E0,4.972359924E0
4.698834167E-1,3.767814789E0,1.396745453E0,4.035308533E0
4.798814167E-1,3.672163696E0,1.166673889E0,3.039279785E0
4.898784166E-1,3.707789612E0,9.921368408E-1,2.271226959E0
4.998764166E-1,3.517235870E0,5.965095520E-1,1.705403595E0
5.098734166E-1,3.228336639E0,-5.089416504E-2,1.530118103E0
5.198714166E-1,2.869083710E0,-5.908213806E-1,1.612147522E0
5.298684166E-1,2.764301605E0,-9.521699524E-1,1.866019592E0
5.398664167E-1,2.948119354E0,-1.436562653E0,1.932631073E0
5.498634167E-1,3.274141388E0,-2.030078430E0,1.773811340E0
5.598614167E-1,3.476370850E0,-2.770887909E0,1.315913544E0
5.698584167E-1,3.566782837E0,-3.448079681E0,1.146016846E0
5.798564167E-1,4.119583282E0,-3.843557281E0,1.810934143E0
5.898534167E-1,5.556595001E0,-3.979923706E0,3.087778931E0
5.998514167E-1,6.820416870E0,-4.123774567E0,4.842579803E0
6.098484166E-1,7.183412018E0,-4.509223022E0,6.505322113E0
6.198464166E-1,7.208709412E0,-4.967719574E0,6.987918549E0
6.298434166E-1,7.522906036E0,-5.216352539E0,6.590494995E0
6.398414166E-1,7.774083710E0,-5.641767883E0,6.085744629E0
6.498384166E-1,8.362959137E0,-5.972729645E0,6.260281677E0
6.598364167E-1,9.618099060E0,-5.925877075E0,7.707771606E0
6.698334167E-1,1.144624741E1,-5.874833221E0,9.896370392E0
6.798314167E-1,1.322335190E1,-5.923931122E0,1.176718002E1
6.898284167E-1,1.459150681E1,-6.263425140E0,1.302067337E1
6.998264167E-1,1.530177979E1,-6.877897339E0,1.343590988E1
7.098244167E-1,1.477113327E1,-7.251819763E0,1.292427383E1
7.198214167E-1,1.398571655E1,-7.130422211E0,1.206880280E1
7.298194167E-1,1.446711548E1,-6.266568604E0,1.141316620E1
7.398164166E-1,1.502919662E1,-4.567751312E0,1.183169586E1
7.498144166E-1,1.584170700E1,-4.280947723E0,1.247685425E1
7.598114166E-1,1.737975861E1,-3.638334045E0,1.319416260E1
7.698094166E-1,1.879416733E1,-3.266956329E0,1.368888382E1
7.798064167E-1,1.910806458E1,-3.157084808E0,1.327753922E1
7.898044167E-1,1.746672775E1,-3.029999084E0,1.245125748E1
7.998014167E-1,1.537931854E1,-2.938539276E0,1.184756287E1
8.097994167E-1,1.404229889E1,-2.656825104E0,1.095002930E1
8.197964167E-1,1.330014221E1,-2.292931824E0,1.000070343E1
8.297944167E-1,1.329056213E1,-2.018253021E0,9.113947449E0
8.397914167E-1,1.399140472E1,-1.512155457E0,8.475974121E0
8.497894167E-1,1.501138367E1,-2.769241333E-2,6.820566559E0
8.597864166E-1,1.229243774E1,-1.196611633E0,5.638923798E0
8.697844166E-1,1.168155807E1,-5.224136353E-2,6.493197327E0
8.797814166E-1,1.045964905E1,1.156495056E0,2.836601257E0
8.897794166E-1,8.818761292E0,-6.271957397E-1,-9.029223633E-1
8.997764167E-1,1.051368668E1,-1.094673615E0,-7.009922791E-1
9.097744167E-1,1.084225342E1,-2.212249603E0,1.151255951E0
9.197714167E-1,9.254954224E0,-3.000360718E0,2.560425568E0
9.297694167E-1,9.144933014E0,-3.814966736E0,3.285817108E0
9.397664167E-1,1.045051804E1,-4.862937469E0,4.153862000E0
9.497644167E-1,1.085617447E1,-4.752616882E0,5.787564697E0
9.597614167E-1,5.323230286E0,-5.887556763E0,4.715045013E0
9.697594167E-1,6.860982513E0,-5.886508942E0,3.980522461E0
9.797564166E-1,7.138655090E0,-5.900429993E0,3.370091858E0
9.897544166E-1,7.123237152E0,-5.449118500E0,3.664828949E0
9.997524166E-1,7.761659546E0,-4.503085785E0,4.478836212E0
1.009749417E0,8.298143921E0,-4.492457886E0,3.694617004E0
1.019747417E0,7.764952698E0,-5.124443665E0,2.835104370E0
1.029744417E0,6.863826599E0,-5.308411102E0,3.080743561E0
1.039742417E0,5.944887543E0,-6.237828369E0,3.452720032E0
1.049739417E0,5.731431427E0,-6.909781036E0,4.112996979E0
1.059737417E0,5.974226532E0,-7.473359070E0,5.545817413E0
1.069734417E0,6.774312744E0,-9.884694672E0,9.035959625E0
1.079732417E0,5.687273254E0,-1.020637573E1,1.321496933E1
1.089729417E0,9.972262573E-1,-8.607101440E0,5.541476440E0
1.099727417E0,1.219214630E0,-7.717651062E0,7.050338745E0
1.109724417E0,3.542383575E0,-7.253915405E0,6.376290436E0
1.119722417E0,3.611839142E0,-5.940097504E0,5.613177338E0
1.129719417E0,4.903353424E0,-4.579576721E0,3.626209259E0
1.139717417E0,5.266647949E0,-3.643872528E0,6.129753113E-1
1.149714417E0,4.873265991E0,-4.054169312E0,-1.713486786E0
1.159712417E0,5.978118439E0,-5.563480682E0,2.396516418E-1
1.169709417E0,5.721701660E0,-6.894662476E0,2.023791504E0
1.179707417E0,8.220904541E0,-9.019044800E0,3.833079071E0
1.189704417E0,3.406466217E0,-1.028720764E1,1.002345612E1
1.199702417E0,1.516646118E0,-7.509883118E0,5.577701111E0
