"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-2.046843567E0,5.585484924E0,7.185208282E0
9.857999976E-3,-2.019001465E0,5.518424377E0,7.541467438E0
1.986700000E-2,-1.857337646E0,5.250930634E0,8.065377960E0
2.987699999E-2,-1.572629700E0,4.864434357E0,8.959768066E0
3.988699999E-2,-1.329235840E0,4.754263458E0,9.038504333E0
4.992699999E-2,-1.162632294E0,4.826712799E0,9.102571106E0
5.993699998E-2,-1.122964783E0,4.761598206E0,8.743767242E0
6.994699998E-2,-1.140178986E0,4.673880615E0,8.564739532E0
7.998699998E-2,-1.176403656E0,4.669389954E0,8.713230743E0
8.999700000E-2,-1.297651520E0,4.865332489E0,8.676107941E0
1.000070000E-1,-1.390757904E0,5.027445374E0,8.355474701E0
1.100470000E-1,-1.447340240E0,5.008883972E0,8.024213562E0
1.200570000E-1,-1.564995575E0,5.015021210E0,7.834557953E0
1.300970000E-1,-1.621727600E0,5.071603546E0,7.825726318E0
1.401070000E-1,-1.710942078E0,5.024002533E0,8.096064148E0
1.501160000E-1,-1.614542542E0,4.856800232E0,8.733139343E0
1.601570000E-1,-1.506766663E0,4.711153107E0,9.029223633E0
1.701660000E-1,-1.416204987E0,4.752018127E0,8.820707245E0
1.801760000E-1,-1.375938721E0,4.765041046E0,8.589587860E0
1.902160000E-1,-1.309476929E0,4.723876648E0,8.468190308E0
2.002260000E-1,-1.277144165E0,4.745731201E0,8.392747192E0
2.102360000E-1,-1.198707275E0,4.819827118E0,8.465795288E0
2.202760000E-1,-1.182241516E0,4.955295410E0,8.559500427E0
2.302860000E-1,-1.244961090E0,4.973557434E0,8.521479492E0
2.402960000E-1,-1.256786499E0,4.934189301E0,8.396938477E0
2.503360000E-1,-1.312470703E0,4.813540192E0,8.332871704E0
2.603460000E-1,-1.303489380E0,4.652924194E0,8.607700195E0
2.703860000E-1,-1.311722260E0,4.388124847E0,8.824150085E0
2.803960000E-1,-1.262025604E0,4.357438660E0,9.036259003E0
2.904060000E-1,-1.281934204E0,4.458628235E0,8.837023315E0
3.004460000E-1,-1.316362610E0,4.488865356E0,8.523275757E0
3.104560000E-1,-1.300196228E0,4.446204071E0,8.437803497E0
