"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.504900004E-2,3.235605061E-1,-5.112598538E-1,2.316959500E-1
2.508100000E-2,2.416128665E-1,-7.817168832E-1,2.844911814E-1
3.511400003E-2,1.032517999E-1,-1.097156525E0,2.929027677E-1
4.514600005E-2,-1.045989841E-1,-1.497518420E0,2.797634006E-1
5.517800001E-2,-3.116360307E-1,-1.849785447E0,2.941319644E-1
6.521100004E-2,-4.452084899E-1,-2.006907225E0,3.382714689E-1
7.524300000E-2,-4.804221392E-1,-1.953847528E0,3.838109672E-1
8.527500002E-2,-5.000771880E-1,-1.835356951E0,3.854962885E-1
9.530795837E-2,-5.602691770E-1,-1.816407442E0,3.409098983E-1
1.053399583E-1,-5.917003155E-1,-1.829718113E0,2.879183292E-1
1.153729584E-1,-5.936873555E-1,-1.867582440E0,2.191280723E-1
1.254049584E-1,-6.076676846E-1,-1.996201754E0,1.465744972E-1
1.354369583E-1,-6.584879756E-1,-2.146286011E0,8.120134473E-2
1.454699584E-1,-7.191153765E-1,-2.204791307E0,3.715026006E-2
1.555019583E-1,-7.872089744E-1,-2.092191219E0,1.180335786E-2
1.655349584E-1,-8.913117051E-1,-1.852912188E0,-2.193052694E-2
1.755669584E-1,-1.000477314E0,-1.556797266E0,-8.453558385E-2
1.855989583E-1,-1.076698780E0,-1.242176771E0,-1.548353285E-1
1.956319584E-1,-1.176479101E0,-1.143567204E0,-2.201014161E-1
2.056639583E-1,-1.332429647E0,-1.285551310E0,-2.671838999E-1
2.156959584E-1,-1.552590489E0,-1.460675240E0,-2.930088341E-1
2.257289584E-1,-1.829584956E0,-1.495903254E0,-3.324785233E-1
2.357609583E-1,-1.991317868E0,-1.554673910E0,-2.994875610E-1
2.457939584E-1,-1.927669048E0,-1.502113104E0,-9.065835923E-2
2.558259583E-1,-1.737914920E0,-9.091317058E-1,1.236733720E-1
2.658579584E-1,-1.458734632E0,-2.046471834E-1,3.752535880E-1
2.758909584E-1,-1.102935314E0,5.595457554E-2,5.192397833E-1
2.859229583E-1,-7.910389900E-1,1.914859116E-1,4.729194045E-1
2.959559584E-1,-5.476558805E-1,1.030840818E-2,3.361655474E-1
3.059879583E-1,-4.252230525E-1,-2.793101072E-1,2.074117959E-1
3.160199584E-1,-4.889785945E-1,-3.278499544E-1,6.162291393E-2
3.260529584E-1,-6.498836279E-1,-2.260291725E-1,-6.233813614E-2
3.360849583E-1,-8.515821099E-1,-8.224298060E-2,-1.481803507E-1
