"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-1.779917002E0,6.715926647E0,6.748510838E0
2.435313000E-3,-1.722458601E0,6.672832489E0,6.724569798E0
4.869948000E-3,-1.705699921E0,6.632133007E0,6.679081917E0
7.304063000E-3,-1.655423880E0,6.622556686E0,6.667111397E0
9.737813000E-3,-1.657817960E0,6.617768288E0,6.657535076E0
1.217125000E-2,-1.650635719E0,6.577068329E0,6.638381958E0
1.460432300E-2,-1.657817960E0,6.569886208E0,6.655140877E0
1.703713600E-2,-1.681759000E0,6.536368847E0,6.647958279E0
1.946979200E-2,-1.662606239E0,6.507639408E0,6.686264038E0
2.190234400E-2,-1.693729520E0,6.483698368E0,6.695840359E0
2.433468800E-2,-1.662606239E0,6.474122524E0,6.710205078E0
2.676687500E-2,-1.667394400E0,6.471727848E0,6.748510838E0
2.919895900E-2,-1.684153080E0,6.474122524E0,6.767663479E0
3.163099000E-2,-1.693729520E0,6.466939926E0,6.801180840E0
3.406291700E-2,-1.729640961E0,6.471727848E0,6.851456642E0
3.649474000E-2,-1.732035041E0,6.462152004E0,6.877791882E0
3.892651100E-2,-1.741611481E0,6.450181484E0,6.887368202E0
4.135817700E-2,-1.758370042E0,6.454969406E0,6.918491840E0
4.378979200E-2,-1.758370042E0,6.512428284E0,6.940038204E0
4.622135400E-2,-1.753582001E0,6.493275166E0,6.995102882E0
4.865281300E-2,-1.753582001E0,6.419057846E0,7.059743404E0
5.108427100E-2,-1.722458601E0,6.387934685E0,7.071713924E0
5.351562500E-2,-1.700911760E0,6.380752563E0,7.112413883E0
5.594687500E-2,-1.693729520E0,6.366387844E0,7.133960247E0
5.837812500E-2,-1.674576759E0,6.359205723E0,7.172266483E0
6.080937500E-2,-1.624300599E0,6.344841003E0,7.234512806E0
6.324052100E-2,-1.626694679E0,6.313717365E0,7.268029690E0
6.567156300E-2,-1.631482840E0,6.294565201E0,7.308729649E0
6.810260400E-2,-1.684153080E0,6.239500523E0,7.373370171E0
7.053364600E-2,-1.753582001E0,6.225136280E0,7.373370171E0
7.296458400E-2,-1.784705162E0,6.225136280E0,7.416464329E0
7.539541700E-2,-1.820616722E0,6.275412083E0,7.423646450E0
7.782625000E-2,-1.844557762E0,6.308929443E0,7.416464329E0
8.025708400E-2,-1.868498802E0,6.363993645E0,7.409281731E0
8.268781300E-2,-1.844557762E0,6.407087326E0,7.385340691E0
8.509583400E-2,-1.815828562E0,6.459757328E0,7.411675930E0
8.747984400E-2,-1.801463842E0,6.459757328E0,7.411675930E0
8.986224000E-2,-1.801463842E0,6.476516724E0,7.409281731E0
9.224385400E-2,-1.827799082E0,6.459757328E0,7.382946968E0
9.462552100E-2,-1.875680923E0,6.435816765E0,7.354218006E0
9.700791700E-2,-1.882863283E0,6.419057846E0,7.303941250E0
9.939031300E-2,-1.897228003E0,6.409481525E0,7.246483326E0
1.017719270E-1,-1.902015924E0,6.416664124E0,7.208177567E0
1.041535940E-1,-1.904410124E0,6.421452045E0,7.177054405E0
1.065359900E-1,-1.909198523E0,6.414269924E0,7.129172325E0
1.089183860E-1,-1.916380644E0,6.431028366E0,7.057349205E0
1.113000000E-1,-1.923563004E0,6.426240444E0,7.050167084E0
1.136816670E-1,-1.940321684E0,6.404693604E0,7.004679203E0
1.160641150E-1,-1.947504044E0,6.402299404E0,6.968767643E0
1.184465110E-1,-1.949898005E0,6.421452045E0,6.959191322E0
1.208280730E-1,-1.928351164E0,6.407087326E0,6.935250282E0
