"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.931812500E-2,-2.678183615E-1,-3.973445892E-1,-2.145280540E-1
7.174911500E-2,-2.519358993E-1,-3.777969182E-1,-2.084193975E-1
7.418000000E-2,-2.372751236E-1,-3.643578887E-1,-2.047542185E-1
7.661083400E-2,-2.177274525E-1,-3.399233222E-1,-1.962021142E-1
7.904166700E-2,-2.006232440E-1,-3.203756213E-1,-1.876500100E-1
8.147244800E-2,-1.859624833E-1,-3.032714128E-1,-1.815413535E-1
8.390317700E-2,-1.737452000E-1,-2.910541296E-1,-1.729892492E-1
8.628849000E-2,-1.590844393E-1,-2.825020254E-1,-1.705457866E-1
8.867119800E-2,-1.456454247E-1,-2.727282047E-1,-1.668806076E-1
9.105322900E-2,-1.273194849E-1,-2.544022501E-1,-1.607719511E-1
9.343447900E-2,-1.199891046E-1,-2.519587874E-1,-1.595502347E-1
9.581651100E-2,-1.065500826E-1,-2.372980416E-1,-1.546633095E-1
9.819927100E-2,-9.921970218E-2,-2.311893851E-1,-1.509981155E-1
1.005813020E-1,-9.555451572E-2,-2.226372808E-1,-1.461112052E-1
1.029625520E-1,-8.944586664E-2,-2.079765201E-1,-1.387808323E-1
1.053445840E-1,-9.066759795E-2,-2.116417140E-1,-1.375591010E-1
1.077273440E-1,-8.944586664E-2,-2.067548037E-1,-1.338939071E-1
1.101093750E-1,-9.555451572E-2,-2.104199827E-1,-1.314504445E-1
1.124906250E-1,-1.053283513E-1,-2.189720869E-1,-1.302287132E-1
1.148726570E-1,-1.053283513E-1,-2.079765201E-1,-1.216766238E-1
1.172555210E-1,-1.114370003E-1,-2.067548037E-1,-1.167897061E-1
1.196374480E-1,-1.199891046E-1,-2.116417140E-1,-1.119027883E-1
1.220186980E-1,-1.260977536E-1,-2.116417140E-1,-1.070158705E-1
1.244007290E-1,-1.297629476E-1,-2.030896097E-1,-9.846376628E-2
1.267835420E-1,-1.358715892E-1,-2.055330724E-1,-9.602030367E-2
1.291655210E-1,-1.480888724E-1,-2.153069079E-1,-9.479857236E-2
1.315467710E-1,-1.554192603E-1,-2.165286392E-1,-9.235511720E-2
1.339288020E-1,-1.688582748E-1,-2.299676538E-1,-9.235511720E-2
1.363116150E-1,-1.688582748E-1,-2.201938182E-1,-8.624646813E-2
1.386935940E-1,-1.798538417E-1,-2.263024747E-1,-8.624646813E-2
1.410748440E-1,-1.871842146E-1,-2.311893851E-1,-8.624646813E-2
1.434568750E-1,-1.847407520E-1,-2.189720869E-1,-8.013781905E-2
1.458396880E-1,-1.920711398E-1,-2.275242060E-1,-8.258128166E-2
1.482216670E-1,-1.957363188E-1,-2.311893851E-1,-8.258128166E-2
1.506029170E-1,-1.957363188E-1,-2.287459373E-1,-8.135955036E-2
1.529849480E-1,-1.981797814E-1,-2.336328477E-1,-8.135955036E-2
1.553677610E-1,-2.018449754E-1,-2.421849519E-1,-8.380300552E-2
1.577497400E-1,-2.018449754E-1,-2.482936084E-1,-8.502473682E-2
1.601309900E-1,-2.079536170E-1,-2.653978169E-1,-8.746819943E-2
1.625130210E-1,-2.006232440E-1,-2.592891455E-1,-8.380300552E-2
1.648958340E-1,-1.994015127E-1,-2.617326379E-1,-8.135955036E-2
1.672778130E-1,-2.006232440E-1,-2.739499211E-1,-7.891609520E-2
1.696590630E-1,-2.018449754E-1,-2.776151001E-1,-7.525090128E-2
1.720410940E-1,-1.994015127E-1,-2.837237716E-1,-7.036398351E-2
1.744239070E-1,-1.957363188E-1,-2.837237716E-1,-6.547706574E-2
1.768058860E-1,-1.945145875E-1,-2.886106670E-1,-6.059014797E-2
1.791871360E-1,-1.981797814E-1,-2.922758460E-1,-5.692496151E-2
1.815691670E-1,-2.030666918E-1,-2.971627712E-1,-5.203804374E-2
1.839519790E-1,-2.018449754E-1,-2.898324132E-1,-4.592939094E-2
1.863339590E-1,-2.042884231E-1,-2.861672044E-1,-3.982074559E-2
1.887152090E-1,-2.079536170E-1,-2.763933837E-1,-3.126863763E-2
1.910972400E-1,-2.055101544E-1,-2.653978169E-1,-2.393826284E-2
1.934800520E-1,-2.030666918E-1,-2.556239963E-1,-1.660788618E-2
1.958620320E-1,-2.018449754E-1,-2.507370710E-1,-9.277509525E-3
1.982432820E-1,-2.018449754E-1,-2.470718771E-1,-4.390591756E-3
2.006252610E-1,-1.969580501E-1,-2.409632206E-1,5.383243784E-3
2.030081250E-1,-1.920711398E-1,-2.348545790E-1,1.393534988E-2
2.053901040E-1,-1.871842146E-1,-2.263024747E-1,2.126572467E-2
2.077713540E-1,-1.822973043E-1,-2.250807434E-1,2.737437375E-2
2.101533860E-1,-1.786321104E-1,-2.226372808E-1,3.348302096E-2
2.125361980E-1,-1.700800061E-1,-2.153069079E-1,4.081339389E-2
2.149181770E-1,-1.676365435E-1,-2.153069079E-1,4.447858036E-2
2.172994270E-1,-1.639713496E-1,-2.140851766E-1,4.692204297E-2
2.196814590E-1,-1.590844393E-1,-2.116417140E-1,5.058722943E-2
2.220642710E-1,-1.517540663E-1,-2.006461620E-1,5.425241590E-2
2.244462500E-1,-1.432019621E-1,-1.859854013E-1,5.913933367E-2
2.268275000E-1,-1.432019621E-1,-1.908723116E-1,6.036106497E-2
2.292095320E-1,-1.395367682E-1,-1.884288490E-1,6.280452758E-2
2.315923440E-1,-1.334281266E-1,-1.749898344E-1,6.769143790E-2
2.339743230E-1,-1.297629476E-1,-1.774332970E-1,6.769143790E-2
2.363555730E-1,-1.309846640E-1,-1.786550283E-1,6.769143790E-2
2.387376040E-1,-1.273194849E-1,-1.713246405E-1,7.013490051E-2
2.411204170E-1,-1.248760223E-1,-1.713246405E-1,7.135663182E-2
2.435023960E-1,-1.212108359E-1,-1.664377302E-1,7.502181828E-2
2.458836460E-1,-1.224325672E-1,-1.676594615E-1,7.746527344E-2
2.482656250E-1,-1.224325672E-1,-1.688811779E-1,7.746527344E-2
2.506484900E-1,-1.199891046E-1,-1.627725363E-1,8.235219866E-2
2.530304690E-1,-1.236542910E-1,-1.713246405E-1,8.113046736E-2
2.554117190E-1,-1.248760223E-1,-1.737681031E-1,8.235219866E-2
2.577936980E-1,-1.248760223E-1,-1.737681031E-1,8.479565382E-2
2.601765630E-1,-1.260977536E-1,-1.737681031E-1,8.601738513E-2
2.625585420E-1,-1.260977536E-1,-1.737681031E-1,8.723910898E-2
