"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
0.000000000E0,-2.766172290E-1,-2.286206782E-1,1.716880351E-1
3.970312000E-3,-3.069161475E-1,-2.870717645E-1,1.895951182E-1
7.940625000E-3,-3.280520737E-1,-3.509508073E-1,2.057045102E-1
1.191093700E-2,-3.409500718E-1,-4.040611684E-1,2.210459560E-1
1.588281200E-2,-3.432539105E-1,-4.382347167E-1,2.357416153E-1
1.985156200E-2,-3.375292122E-1,-4.516563118E-1,2.452885658E-1
2.382187500E-2,-3.258005977E-1,-4.485321641E-1,2.519906461E-1
2.779375000E-2,-3.060260415E-1,-4.355120063E-1,2.549402416E-1
3.176406200E-2,-2.808583677E-1,-4.128401875E-1,2.539105117E-1
3.573437500E-2,-2.544166446E-1,-3.896273077E-1,2.512226999E-1
3.970468700E-2,-2.235941291E-1,-3.603930473E-1,2.487268746E-1
4.367500000E-2,-1.919338554E-1,-3.303384781E-1,2.443111837E-1
4.764531200E-2,-1.601688713E-1,-2.993065119E-1,2.396860719E-1
5.161718700E-2,-1.306727976E-1,-2.708925605E-1,2.339788377E-1
5.558750000E-2,-1.034107581E-1,-2.445206344E-1,2.245016992E-1
5.955781200E-2,-7.885397226E-2,-2.177821845E-1,2.145184129E-1
6.352812500E-2,-5.993460491E-2,-1.901885271E-1,2.013586313E-1
6.749843700E-2,-4.342379048E-2,-1.587551534E-1,1.858950108E-1
7.146875000E-2,-3.129375353E-2,-1.266236305E-1,1.674294323E-1
7.544062500E-2,-2.195624262E-2,-9.115854651E-2,1.416858286E-1
7.941093700E-2,-1.439896598E-2,-5.691518635E-2,1.116312593E-1
8.338125000E-2,-9.721484035E-3,-3.021164984E-2,7.895869762E-2
8.735156200E-2,-3.839724232E-3,-1.572541706E-2,4.951499030E-2
9.132187500E-2,4.747295752E-3,-9.529497474E-3,2.225294709E-2
9.529218700E-2,1.392772701E-2,-1.019272301E-2,-4.712388909E-4
9.926250000E-2,2.218313515E-2,-1.261873078E-2,-1.696459949E-2
1.032328120E-1,2.960078418E-2,-1.881464943E-2,-2.937389165E-2
1.072046870E-1,3.590142354E-2,-2.541199327E-2,-3.698352724E-2
1.111750000E-1,4.026474431E-2,-3.269001842E-2,-4.167846218E-2
1.151437500E-1,4.290019348E-2,-3.897320107E-2,-4.349360615E-2
1.191156250E-1,4.328416660E-2,-4.105014354E-2,-4.157374427E-2
1.230859370E-1,3.797836602E-2,-4.204498231E-2,-3.879866749E-2
1.270562500E-1,2.905973233E-2,-4.155628756E-2,-3.342305496E-2
1.310265620E-1,1.574287005E-2,-4.052654654E-2,-2.794272080E-2
1.349984370E-1,-2.094395168E-4,-3.724532574E-2,-1.884955540E-2
1.389671870E-1,-1.715658605E-2,-3.202679008E-2,-9.093165398E-3
1.429390620E-1,-3.422590718E-2,-2.523746155E-2,-1.274090377E-3
1.469093750E-1,-5.358160660E-2,-1.879719645E-2,6.003932562E-3
1.508796870E-1,-7.051130384E-2,-1.321214251E-2,1.272345055E-2
1.548500000E-1,-8.653342724E-2,-7.993607782E-3,1.689478755E-2
1.588203120E-1,-1.018399596E-1,-7.068583276E-3,1.827359758E-2
1.627906250E-1,-1.132195070E-1,-6.841690745E-3,1.652826741E-2
1.667625000E-1,-1.220508739E-1,-5.131267942E-3,1.366592757E-2
1.707328120E-1,-1.311265826E-1,-3.926991019E-3,8.848818950E-3
