"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.004699996E-2,-2.705033422E-1,4.559715837E-2,4.553481191E-2
2.009399998E-2,-4.021748006E-1,-2.218055911E-2,3.146876115E-3
3.014200000E-2,-5.657523870E-1,-8.231055737E-2,-6.135304645E-2
4.018899996E-2,-7.655051947E-1,-9.034318477E-2,-1.423618793E-1
5.023599998E-2,-9.409934878E-1,-6.683113426E-2,-2.594280243E-1
6.028300000E-2,-1.002431273E0,2.076028846E-3,-4.636139274E-1
7.032999996E-2,-9.697820544E-1,7.235895097E-2,-7.183461189E-1
8.037699998E-2,-8.886704445E-1,9.296862036E-2,-9.679396749E-1
9.042500000E-2,-8.109474182E-1,7.107027620E-2,-1.181359887E0
1.004720000E-1,-7.828382850E-1,-3.421532689E-3,-1.327052712E0
1.105190000E-1,-7.840554118E-1,-7.053235918E-2,-1.376130104E0
1.205660000E-1,-8.253349662E-1,-2.083533406E-1,-1.365738392E0
1.306130000E-1,-8.704553843E-1,-4.152548611E-1,-1.335866094E0
1.406600000E-1,-9.165011644E-1,-6.814886332E-1,-1.329406142E0
1.507070000E-1,-9.918124676E-1,-9.476870298E-1,-1.349077940E0
1.607550000E-1,-1.084972143E0,-1.132330537E0,-1.376091719E0
1.708020000E-1,-1.155249834E0,-1.262221336E0,-1.396696210E0
1.808490000E-1,-1.184225798E0,-1.413222551E0,-1.406236410E0
1.908960000E-1,-1.223364472E0,-1.624021530E0,-1.356292963E0
2.009430000E-1,-1.306076050E0,-1.888633370E0,-1.176908255E0
2.109900000E-1,-1.441241264E0,-2.250195980E0,-8.460239172E-1
2.210380000E-1,-1.609089375E0,-2.671323299E0,-5.115261078E-1
2.310850000E-1,-1.810896397E0,-3.174708605E0,-2.728551626E-1
2.411320000E-1,-1.996432662E0,-3.685881138E0,-1.756148934E-1
2.511790000E-1,-2.074259281E0,-4.149398804E0,-3.143423796E-1
2.612260000E-1,-1.865106583E0,-4.222532749E0,-7.543956637E-1
2.712730000E-1,-1.496135831E0,-3.888141394E0,-1.189057112E0
2.813210000E-1,-1.118189096E0,-3.496462107E0,-1.492286205E0
2.913680000E-1,-9.223857522E-1,-3.131467581E0,-1.568119287E0
3.014150000E-1,-9.498307109E-1,-2.780831575E0,-1.423878312E0
3.114620000E-1,-1.117244840E0,-2.417461395E0,-1.163452506E0
3.215090000E-1,-1.350406528E0,-2.266672611E0,-8.448217511E-1
3.315560000E-1,-1.500112534E0,-2.145724773E0,-5.896330476E-1
3.416029999E-1,-1.726736426E0,-1.480486631E0,-5.108165145E-1
