"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-6.564617157E-1,-1.072812462E1,-1.752405763E0
2.399323000E-3,-1.195134044E0,-9.952436447E0,-1.028717011E-1
4.798542000E-3,-2.191079140E0,-1.023015213E1,6.799986362E-1
7.197760000E-3,-1.360326767E0,-1.059644890E1,-1.411772668E-1
9.596979000E-3,-1.412996888E0,-1.024930382E1,-8.330718279E-1
1.199619800E-2,-1.302868366E0,-9.715419769E0,4.381946027E-1
1.439541700E-2,-1.492002130E0,-1.065390682E1,-2.536998987E-1
1.679458300E-2,-1.985186577E0,-1.045040894E1,-4.595924020E-1
1.919375000E-2,-1.539884210E0,-9.813578606E0,5.650818348E-1
2.159291700E-2,-1.506366730E0,-9.863855362E0,4.621356428E-1
2.399208300E-2,-1.769717693E0,-1.016551113E1,-3.823103011E-2
2.639125000E-2,-1.695500612E0,-1.012960052E1,-1.459654719E-1
2.879041700E-2,-1.523125529E0,-1.014396381E1,-2.584881186E-1
3.118958300E-2,-1.262168765E0,-1.005059433E1,-3.494638503E-1
3.358875000E-2,-3.907167614E-1,-1.060602570E1,-1.264009595E0
3.596432300E-2,-1.300474286E0,-1.064193726E1,-1.738041162E0
3.834375000E-2,-1.302868366E0,-1.032352257E1,-4.619865119E-1
4.075046900E-2,-1.302868366E0,-1.032352257E1,-4.619865119E-1
4.315718700E-2,-1.302868366E0,-1.032352257E1,-4.619865119E-1
4.556369800E-2,-1.259774685E0,-9.744150162E0,1.161212564E0
4.797255200E-2,-1.063458443E0,-9.655568123E0,1.110936403E0
5.038406200E-2,-1.085005403E0,-9.777667046E0,6.967573166E-1
5.279599000E-2,-1.243015885E0,-9.892583847E0,4.046772420E-1
5.520838500E-2,-8.312308788E-1,-9.844701767E0,3.591893613E-1
5.762109400E-2,-6.636439562E-1,-9.789638519E0,3.831303418E-1
6.003411500E-2,-4.960570931E-1,-9.787242889E0,5.387468338E-1
6.244755200E-2,-4.864807129E-1,-9.811183929E0,7.613979578E-1
6.486130200E-2,-7.977135181E-1,-9.918919563E0,9.529259205E-1
6.727531200E-2,-6.636439562E-1,-9.863855362E0,1.036719441E0
6.968963500E-2,-4.649338126E-1,-9.892583847E0,1.132483244E0
7.210421900E-2,-1.153954044E-1,-9.753726006E0,1.199517965E0
7.451916700E-2,9.356139898E-1,-1.076164246E1,-7.564606667E-1
7.693432300E-2,-1.872183681E-1,-1.006735325E1,8.739206791E-1
7.934968700E-2,-1.273659021E-1,-9.626839638E0,2.597671747E0
8.176526000E-2,1.695023477E-1,-1.041449738E1,9.696844816E-1
8.418109400E-2,-4.625397027E-1,-9.602898598E0,3.107614756E0
8.659713500E-2,-2.087652534E-1,-9.346729279E0,3.370965481E0
8.901328100E-2,-5.439391136E-1,-9.521498680E0,2.889751673E0
9.142963500E-2,-9.624261409E-2,-9.602898598E0,2.341503382E0
9.384619800E-2,6.459280252E-1,-1.029479218E1,3.280661404E-1
9.626286500E-2,4.309535027E-3,-9.655568123E0,2.092516661E0
9.867963500E-2,-1.465186924E-1,-9.502346039E0,3.016638994E0
1.010966150E-1,1.347398877E0,-8.731446266E0,2.877781153E0
