"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.345393219E0,5.502257996E0,8.523425446E0
9.919000004E-3,-3.000061340E0,5.241949310E0,8.917705536E0
1.980600000E-2,-2.540666656E0,4.812642059E0,9.009913788E0
2.972500000E-2,-2.111060028E0,4.494254150E0,9.164542236E0
3.964300000E-2,-1.988764343E0,4.497996368E0,9.570498047E0
4.956099999E-2,-1.803300018E0,4.689747620E0,1.028092072E1
5.947900002E-2,-1.553020477E0,4.945565643E0,1.055934174E1
6.939700001E-2,-1.599274292E0,5.284610596E0,1.047656387E1
7.931600002E-2,-1.321452026E0,5.402565308E0,1.041234741E1
8.923400001E-2,-1.100212097E0,4.452041931E0,1.027463379E1
9.915200001E-2,-6.129753113E-1,3.320694580E0,9.674232330E0
1.090700000E-1,5.882766724E-2,2.488275604E0,8.447233887E0
1.189580000E-1,7.783813477E-1,2.382894745E0,7.093449097E0
1.288760000E-1,8.740324402E-1,2.228565674E0,6.478677521E0
1.387940000E-1,9.488768005E-1,2.088307343E0,6.610104218E0
1.487130000E-1,1.243314514E0,1.781295776E0,6.857689362E0
1.586310000E-1,1.876497803E0,2.674937439E-1,7.784861298E0
1.685490000E-1,7.800279236E-1,-9.119036865E-1,9.200317841E0
1.784670000E-1,2.797682190E-1,-1.794767761E-1,1.007255402E1
1.883850000E-1,7.021897888E-1,1.266965332E0,1.014934433E1
1.982730000E-1,4.038601685E-1,2.292033691E0,1.120614670E1
2.081910000E-1,1.327738953E0,2.733465729E0,1.232746490E1
2.181100000E-1,3.945195923E0,1.177601166E0,8.938811646E0
2.280280000E-1,3.131188660E0,-2.095642090E-3,6.181695099E0
2.379460000E-1,1.508413239E0,5.505551147E-1,5.544170837E0
2.478640000E-1,-5.254223785E0,5.413043518E0,5.362149353E0
2.577820000E-1,-8.828341370E0,1.126841721E1,6.388564911E0
2.677010000E-1,-3.467090149E0,9.402098236E0,8.059240723E0
2.776190000E-1,2.095043335E0,5.837860107E-2,1.033959869E1
2.875070000E-1,1.552272034E0,2.115101624E-1,1.053269714E1
2.974250000E-1,6.997947693E-1,8.412506104E-1,1.128623016E1
3.073377500E-1,9.614506531E-1,6.557862854E-1,1.215397568E1
3.172557500E-1,1.365011444E0,4.706213379E-1,1.280946259E1
3.271737500E-1,3.620970154E0,-2.525248718E-1,1.155432266E1
3.370927500E-1,4.227508850E0,-1.607656860E-1,9.742789764E0
3.470107500E-1,2.268831940E0,1.226549377E0,8.583750000E0
3.569287500E-1,2.190095673E0,2.201921082E0,9.225465546E0
3.668467500E-1,3.563789062E0,2.383343811E0,9.000333710E0
3.767647500E-1,5.796096954E0,1.610650635E0,7.665409698E0
3.866837500E-1,6.843618622E0,9.988728333E-1,7.231162720E0
3.966017500E-1,6.782246246E0,1.193019104E-1,7.266040192E0
4.064897500E-1,7.484885101E0,-1.163680115E0,7.183711395E0
4.164077500E-1,7.950716400E0,-3.114273834E0,7.274871826E0
4.263257500E-1,9.049431610E0,-4.762945404E0,6.254892883E0
4.362437500E-1,1.012135254E1,-3.688779144E0,5.859864349E0
4.461617500E-1,6.829248505E0,-3.851041718E0,4.690496063E0
4.560807500E-1,6.579418030E0,-5.472170563E0,3.091072083E0
4.659987500E-1,5.330265656E0,-6.506070557E0,1.480870514E0
4.759167500E-1,4.496499481E0,-6.767876129E0,4.171824646E-1
4.858347500E-1,5.227130127E0,-6.743776245E0,2.655477905E-1
4.957527500E-1,5.589526520E0,-6.746470642E0,-1.449136505E0
5.056407500E-1,3.483256531E0,-7.292385406E0,-1.910926208E0
5.155587500E-1,2.451601868E0,-8.347840576E0,-1.806443481E0
5.254777500E-1,4.755610657E-1,-9.224417725E0,-1.673968964E0
5.353957500E-1,3.562591553E-2,-9.982740784E0,-2.143542480E-1
5.453137500E-1,1.867516479E0,-1.022134460E1,7.551795959E-1
5.552317500E-1,2.721340942E0,-1.045021866E1,3.763024750E0
5.651497500E-1,4.169878693E0,-1.127665009E1,5.576653290E0
5.750687500E-1,6.070326691E0,-1.330867447E1,5.771098938E0
5.849557500E-1,7.451205139E0,-1.455198898E1,8.137527924E0
5.948747500E-1,7.738457794E0,-1.523606644E1,1.127724884E1
6.047927500E-1,7.357949066E0,-1.509011993E1,1.287682251E1
6.147107500E-1,5.585784302E0,-1.390204056E1,1.356509125E1
6.246287500E-1,5.663921814E0,-1.387464752E1,1.388572449E1
6.345467500E-1,8.463250580E0,-1.444541061E1,1.444062057E1
6.444657500E-1,1.059406952E1,-1.554457489E1,1.565863770E1
6.543837500E-1,1.334804260E1,-1.710163696E1,1.948737579E1
6.642717500E-1,1.551957687E1,-1.815604431E1,2.190634552E1
6.741897500E-1,1.597762436E1,-1.867726044E1,2.255150391E1
6.841077500E-1,1.707110046E1,-1.741418701E1,2.278426987E1
6.940257500E-1,1.817236038E1,-1.690300003E1,2.234388565E1
7.039437500E-1,1.892319901E1,-1.633448227E1,2.021531204E1
7.138627500E-1,1.998748581E1,-1.512499741E1,1.761327301E1
7.237807500E-1,2.114817215E1,-1.460183533E1,1.619182892E1
7.336987500E-1,2.252605682E1,-1.376821884E1,1.488833954E1
7.436167500E-1,2.376622787E1,-9.233099670E0,1.258388168E1
7.535047500E-1,2.207863724E1,-7.729775848E0,7.793992310E0
7.634227500E-1,1.874970978E1,-6.929390259E0,6.295458527E0
7.733407500E-1,1.695643890E1,-2.873274994E0,2.287093964E0
7.832597500E-1,1.656739792E1,-5.506748657E0,4.628075867E0
7.931777500E-1,1.414139282E1,-4.325704651E0,-2.505789185E-1
8.030957500E-1,1.265827698E1,-2.859353943E0,-1.997595978E0
8.130137500E-1,8.855584717E0,-4.857099609E0,-2.508932648E0
8.229317500E-1,8.420140228E0,-3.060984650E0,7.009922791E-1
8.328507500E-1,4.812342682E0,-9.171128540E0,3.806284790E0
8.427377500E-1,2.253264313E0,-7.566764832E0,2.312840424E0
8.526567500E-1,-4.061054993E-1,-1.098625397E1,5.924978943E0
8.625747500E-1,5.457650757E-1,-1.181253571E1,1.066487228E1
8.724927500E-1,4.385879517E-2,-1.146301254E1,1.162273041E1
8.824107500E-1,2.458337860E0,-8.891060944E0,1.183828217E1
8.923287500E-1,3.513044586E0,-7.227719879E0,6.512956238E0
9.022477500E-1,4.794829102E0,-4.778662720E0,5.237608337E0
9.121657500E-1,4.202211456E0,-3.864064636E0,4.472698975E0
9.220537500E-1,2.913241882E0,-1.649869080E0,5.490282898E0
9.319717500E-1,1.706601105E0,-2.275567932E0,-3.503464508E0
9.418897500E-1,9.427395630E-1,-5.304219818E0,-4.436324615E0
9.518077500E-1,-1.345402222E0,-3.939807129E0,-1.026714935E0
9.617257500E-1,-9.318122864E-1,-3.737877045E0,1.065783691E-1
9.716447500E-1,4.308041382E-1,-3.146905975E0,-1.637594604E-1
9.815627500E-1,5.855822754E-1,-4.185596008E0,2.452949066E0
9.914807500E-1,-6.330335999E-1,-3.254083099E0,6.270011444E0
1.001368750E0,-1.215921478E0,-3.543132019E0,6.558461609E0
1.011286750E0,-2.627037048E-1,-4.812192993E0,7.190297699E0
1.021204750E0,1.161584473E-1,-6.793921967E0,6.276747437E0
1.031122750E0,8.764274597E-1,-6.904990997E0,5.583688660E0
1.041041750E0,1.359323273E0,-6.812183990E0,4.756508789E0
1.050959750E0,1.233734436E0,-6.521787872E0,2.409389648E0
1.060877750E0,1.140478363E0,-8.002359009E0,8.104147339E-1
1.070795750E0,-2.241139526E0,-1.031864227E1,-4.400848389E-2
1.080713750E0,-4.874164124E0,-1.283925064E1,1.891466675E0
1.090632750E0,-3.465593262E0,-1.182855240E1,2.560425568E0
1.100519750E0,3.093916168E0,-9.151519318E0,-1.290017395E0
1.110438750E0,7.716603241E0,-8.041278076E0,4.276756439E0
1.120356750E0,4.775968323E0,-7.816894684E0,7.911947021E0
1.130274750E0,4.475992126E0,-1.273012756E1,6.730903015E0
1.140192750E0,6.394702148E0,-9.964179382E0,6.217620392E0
1.150110750E0,8.512049103E0,-9.726623383E0,6.102958832E0
1.160029750E0,7.643255768E0,-1.222792191E1,4.271667023E0
1.169947750E0,1.386716309E0,-1.049273026E1,3.945495300E0
1.179865750E0,-1.694626007E0,-1.028346542E1,3.354973297E0
1.189753750E0,-3.094963989E0,-7.886799316E0,1.795516205E0
1.199671750E0,-4.072730713E0,-8.255632324E0,1.777553558E0
1.209589750E0,-2.598446503E0,-8.536148987E0,2.450104980E0
1.219507750E0,-2.839595032E-1,-5.550008698E0,2.641257477E0
1.229426750E0,1.562450867E0,-3.999532928E0,2.295476532E0
1.239344750E0,1.021924896E0,-3.549868011E0,1.568887482E0
1.249262750E0,5.213658142E-1,-4.542304230E0,-7.132667542E-1
1.259180750E0,2.133064270E-1,-6.186335449E0,-1.631607056E-2
1.269098750E0,-5.328918457E-1,-7.734565887E0,2.743794250E0
1.278986750E0,-4.646337891E-1,-5.719007263E0,3.266357574E0
1.288904750E0,-1.532962189E0,-6.629713440E0,4.699627075E0
1.298823750E0,-1.521286469E0,-1.117830460E1,1.817370758E0
1.308698625E0,-5.777984619E-1,-1.280422348E1,3.198249207E0
1.318616625E0,-5.298980713E-2,-7.332052917E0,-2.669548645E0
1.328534625E0,1.370998993E0,-1.508503052E1,2.121089172E0
1.338452625E0,7.197033691E0,-1.602238129E1,3.027753754E0
1.348371625E0,1.103550156E1,-1.369307510E1,1.518442383E0
1.358289625E0,1.539144333E1,-1.321017929E1,2.760260010E0
1.368177625E0,1.592328735E1,-1.197360077E1,3.002905426E0
1.378095625E0,1.418600006E1,-1.093655731E1,2.191143494E0
1.388013625E0,1.052895493E1,-9.771979065E0,-2.261796570E-1
1.397931625E0,8.877139893E0,-6.269263000E0,-1.034199371E0
1.407849625E0,8.252339172E0,-4.279301147E0,-1.420695648E0
1.417768625E0,5.724246368E0,-4.067940674E0,-1.858385468E0
1.427686625E0,7.727231140E0,-4.813689880E0,-2.476450195E0
1.437604625E0,7.068002014E0,-6.195466461E0,-1.823807373E0
1.447522625E0,6.485563202E0,-7.730075226E0,-1.035247192E0
1.457440625E0,6.945856018E0,-8.981622620E0,-4.831951904E-1
1.467359625E0,2.646346893E0,-1.074959610E1,-2.540966034E0
1.477246625E0,5.691464539E0,-9.114695892E0,-1.203048248E0
1.487165625E0,9.087153168E0,-8.118966522E0,-9.626481628E-1
1.497083625E0,4.170926514E0,-9.360335083E0,-2.164798279E0
1.507001625E0,8.334667969E-1,-1.076980408E1,-3.257226562E0
1.516919625E0,-7.289840698E-1,-1.316168015E1,7.903564453E-2
1.526837625E0,-2.828817444E0,-1.496273483E1,1.562899933E0
1.536756625E0,-3.069516907E0,-1.443583054E1,2.106569366E0
1.546674625E0,-2.957250366E0,-1.347961899E1,9.684860229E-1
1.556592625E0,6.089337158E-1,-1.108459946E1,1.103056183E0
1.566510625E0,4.064946899E0,-9.094787292E0,1.702409821E0
