,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
18011,92.01125862,-0.004276056774,-0.1753183305,0.07635815442
18012,92.01626362,-0.01649336144,-0.1569923609,0.08918632567
18013,92.02126862,-0.01832595654,-0.1307251602,0.1038470939
18014,92.02627362,-0.028099801389999998,-0.1032362282,0.1197295859
18015,92.03127862,-0.04703662544,-0.06291911751,0.1313360333
18016,92.03628362,-0.06841690837999999,-0.01649336144,0.1404990107
18017,92.04128862,-0.09040805697000001,0.027488935739999994,0.1502728462
18018,92.04629362,-0.11239920560000001,0.07941248268,0.1618792862
18019,92.05123662,-0.1282816976,0.1368338168,0.1716531366
18020,92.05624162,-0.149661988,0.19975294170000002,0.1820378453
18021,92.06124662,-0.1734857261,0.24862214920000003,0.1844813079
18022,92.06625162,-0.1881465018,0.2968805134,0.18936823309999998
18023,92.07125662,-0.2101376504,0.3200933933,0.1930334121
18024,92.07626162,-0.22113321719999998,0.3194825351,0.19669860600000003
18025,92.08126662,-0.21746802329999998,0.3078760803,0.1905899495
18026,92.08627062,-0.2040289938,0.2718350291,0.1832595766
18027,92.09127562,-0.1881465018,0.2193006277,0.18081611390000002
18028,92.09628062,-0.1563815027,0.1606575549,0.1753183305
18029,92.10116362,-0.133779496,0.1050688252,0.1521054506
18030,92.10629062,-0.1093448773,0.059864792970000004,0.1343903542
18031,92.11129562,-0.08429940045,0.009773843922,0.11301007119999999
18032,92.11623962,-0.06047565863,-0.031764991580000006,0.09468411653999999
18033,92.12124462,-0.043982297180000005,-0.05742133409,0.08368854225
18034,92.12624862,-0.02871066704,-0.07696902007,0.07819075137
18035,92.13125362,-0.02443460934,-0.07635815442,0.07635815442
18036,92.13625862,-0.02443460934,-0.06108652427999999,0.08429940045
18037,92.14224062,-0.03787364438,-0.03359758854,0.08124507964
18038,92.14724462,-0.05681046844,-0.00244346098,0.09529497474
18039,92.15224962,-0.08613199741000001,0.02382374369,0.1020144969
18040,92.15725462,-0.1197295859,0.05192354694,0.11545353380000001
18041,92.16329762,-0.1667662114,0.07880161702999999,0.1227839142
18042,92.16817962,-0.1930334121,0.09529497474,0.125838235
18043,92.17324562,-0.2107485086,0.10812314599999999,0.12889257070000001
18044,92.17825062,-0.2089159191,0.12705996630000002,0.12705996630000002
18045,92.18325562,-0.20036379989999997,0.1380555481,0.1282816976
18046,92.18826062,-0.18142697219999998,0.1343903542,0.1203404516
18047,92.19424162,-0.1441642046,0.1148426682,0.11056660859999999
18048,92.19924662,-0.1087340117,0.08735372871,0.1020144969
18049,92.20425162,-0.08002334833,0.06108652427999999,0.09407325089
18050,92.20925662,-0.06475171447000001,0.02993239649,0.08674286306
18051,92.21426162,-0.042760565880000004,-0.0018325957939999999,0.07819075137
18052,92.22024262,-0.035430185499999996,-0.043982297180000005,0.06719517708
18053,92.22524762,-0.031154127789999996,-0.07696902007,0.06719517708
18054,92.23019162,-0.03848451003,-0.08918632567,0.06352998316000001
18055,92.23525762,-0.043982297180000005,-0.0959058404,0.06597344577
18056,92.24026262,-0.05070181563,-0.08979719132000001,0.07147123665
18057,92.24526762,-0.06475171447000001,-0.08552113175,0.07635815442
18058,92.25027262,-0.07391469181,-0.07880161702999999,0.09162978828
18059,92.25527662,-0.0971275717,-0.06719517708,0.1007927656
18060,92.26028162,-0.09957103431,-0.055588737129999996,0.1136209369
18061,92.26528662,-0.1020144969,-0.04642575978999999,0.11789698900000001
18062,92.27029162,-0.11239920560000001,-0.03359758854,0.1215621829
18063,92.27627262,-0.1185078546,-0.0109955743,0.1215621829
18064,92.28225462,-0.1209513173,0.01649336144,0.10995574300000001
18065,92.28725962,-0.1172861308,0.039095375689999996,0.09957103431
