,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
18063,92.010986,1.470039845,4.144362926,8.609549522
18064,92.015991,1.465251446,4.137180328,8.635885239
18065,92.020996,1.572990537,4.161122322,8.638279915
18066,92.026001,1.63763392,4.247313976,8.595184326
18067,92.031006,1.673547029,4.288015366000001,8.55448246
18068,92.036011,1.692700624,4.328716755,8.530540466
18069,92.041016,1.6950948240000001,4.323928356000001,8.50420475
18070,92.046021,1.699883223,4.321534157,8.492233276
18071,92.050964,1.67115283,4.345476151000001,8.461109161
18072,92.055969,1.659181833,4.378994942,8.398859977999999
18073,92.060974,1.589749932,4.331110954,8.358158112
18074,92.065979,1.546654344,4.2640733719999995,8.377311707
18075,92.070984,1.505952835,4.151545525,8.379706383
18076,92.075989,1.477222443,4.046200752,8.4012537
18077,92.080994,1.45088625,3.9743747710000004,8.485051155
18078,92.085998,1.4269442559999999,3.9480385780000002,8.571242332
18079,92.091003,1.434126854,3.895366192,8.667010307
18080,92.096008,1.491587639,3.8618474010000003,8.789113998
18081,92.100891,1.589749932,3.852270603,8.901641846
18082,92.106018,1.6496049169999998,3.845088005,8.942343712000001
18083,92.111023,1.678335428,3.845088005,8.930372238
18084,92.115967,1.651999116,3.854664803,8.906430244
18085,92.120972,1.5538369419999998,3.883395195,8.858546257
18086,92.125976,1.508347034,3.986345768,8.786720276
18087,92.130981,1.4413094519999998,4.05338335,8.698134422
18088,92.135986,1.4173674580000002,4.120420933,8.583212852
18089,92.141968,1.4389152530000002,4.153939724,8.410830498
18090,92.146972,1.424550056,4.118026733,8.267178535
18091,92.151977,1.4413094519999998,4.082113743,8.164227486
18092,92.156982,1.472434044,4.070142746,8.161833762999999
18093,92.163025,1.472434044,4.060565948,8.252813339
18094,92.167907,1.4413094519999998,4.05338335,8.35097599
18095,92.172973,1.400607944,4.022258759,8.55448246
18096,92.177978,1.4030021430000001,3.9695863719999998,8.755595207
18097,92.182983,1.393425345,3.97916317,8.911218643
18098,92.187988,1.4269442559999999,3.926490784,9.006986617999999
18099,92.193969,1.4580688480000001,3.9384617810000004,9.052476882999999
18100,92.198974,1.45088625,3.9552211760000002,9.026140213
