"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.379840000E-1,-3.318464994E0,-9.366402626E0,-1.249811411E0
1.399820000E-1,-3.318464994E0,-9.366402626E0,-1.249811411E0
1.419680000E-1,-3.318464994E0,-9.366402626E0,-1.249811411E0
1.439733330E-1,-3.318464994E0,-9.366402626E0,-1.249811411E0
1.459728330E-1,-3.641691923E0,-1.432255173E1,2.729473352E0
1.479724330E-1,-3.553103924E0,-1.385806274E1,2.403851986E0
1.499720990E-1,-3.481275558E0,-1.363539505E1,2.035133600E0
1.519718130E-1,-3.411841631E0,-1.313738632E1,1.845985889E0
1.539715630E-1,-3.452544212E0,-1.262501144E1,1.426987767E0
1.559711180E-1,-3.498035431E0,-1.237361240E1,1.249811411E0
1.579707180E-1,-3.684788942E0,-1.192588329E1,1.017566800E0
1.599703540E-1,-4.060689926E0,-1.107112694E1,6.871568561E-1
1.619678540E-1,-4.060689926E0,-1.107112694E1,6.871568561E-1
1.639688540E-1,-4.084632874E0,-1.082691097E1,5.794144869E-1
1.659685680E-1,-4.110970020E0,-1.033368969E1,3.208328187E-1
1.679683010E-1,-4.154066563E0,-1.009186840E1,2.106961906E-1
1.699679260E-1,-4.158855438E0,-9.613013268E0,7.901106775E-2
1.719675730E-1,-4.192375183E0,-9.428654671E0,2.633702382E-2
1.739672390E-1,-4.379128456E0,-9.055147171E0,-7.422251999E-2
1.759669230E-1,-4.616161823E0,-8.679245949E0,-1.987248063E-1
1.779666230E-1,-4.714327335E0,-8.485309601E0,-2.609759569E-1
1.799663370E-1,-4.750241280E0,-7.632947922E0,-3.136500120E-1
1.819648820E-1,-4.750241280E0,-7.632947922E0,-3.136500120E-1
1.839640550E-1,-4.802915096E0,-7.462954521E0,-3.447755575E-1
1.859637210E-1,-4.922628880E0,-7.252258301E0,-5.147690773E-1
1.879634010E-1,-4.932206154E0,-7.201978683E0,-6.296942830E-1
1.899635540E-1,-4.841223717E0,-7.161275864E0,-7.685621977E-1
1.919632570E-1,-4.652075768E0,-7.113390446E0,-7.805336118E-1
1.939629710E-1,-4.594613552E0,-7.118178844E0,-7.805336118E-1
1.959631430E-1,-4.585036278E0,-7.249864101E0,-8.332076073E-1
1.979628760E-1,-4.719115734E0,-7.446194649E0,-9.313728809E-1
1.999626760E-1,-4.948966026E0,-7.680833817E0,-9.912297726E-1
2.019624420E-1,-5.001639843E0,-7.755055904E0,-1.003201127E0
2.039616080E-1,-5.025582790E0,-7.755055904E0,-1.010383964E0
2.059613740E-1,-4.999245644E0,-7.850827217E0,-1.031932473E0
2.079602070E-1,-4.896292210E0,-7.929838181E0,-1.084606528E0
2.099599730E-1,-4.915446281E0,-7.922655106E0,-1.103760719E0
2.119597390E-1,-4.992063046E0,-7.855615616E0,-1.213897347E0
2.139595050E-1,-4.834040642E0,-7.640130997E0,-1.383890867E0
2.159589050E-1,-4.659258842E0,-7.513234138E0,-1.486844659E0
2.179586710E-1,-4.247443676E0,-7.249864101E0,-1.745426297E0
2.199584370E-1,-3.960130453E0,-7.127756119E0,-2.442160368E0
2.219582030E-1,-3.960130453E0,-7.139727592E0,-2.442160368E0
2.239569360E-1,-3.957736254E0,-7.204372883E0,-2.542719841E0
2.259567020E-1,-3.993650436E0,-7.324086666E0,-2.607365370E0
2.279564680E-1,-4.101392746E0,-7.541965485E0,-2.672010660E0
2.299563010E-1,-4.091815472E0,-7.642525196E0,-2.683982134E0
2.319561340E-1,-4.029564381E0,-7.652102470E0,-2.691164970E0
2.339559000E-1,-3.854782343E0,-7.680833817E0,-2.727078915E0
2.359556660E-1,-3.639297724E0,-7.743084908E0,-2.782147408E0
2.379554320E-1,-3.519583941E0,-7.781393051E0,-2.842004299E0
2.399551980E-1,-2.990449190E0,-7.757450581E0,-3.074248791E0
2.419549640E-1,-2.990449190E0,-7.757450581E0,-3.074248791E0
