"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.386700001E-2,-4.633142054E-1,-3.530509472E-1,-8.110428452E-1
3.391700001E-2,-5.903698802E-1,-5.261305571E-1,-9.188614488E-1
4.396700001E-2,-7.340892553E-1,-7.698168159E-1,-9.240018725E-1
5.401600001E-2,-9.774915576E-1,-1.106905341E0,-8.955854177E-1
6.406600001E-2,-1.261986732E0,-1.491471887E0,-8.370971084E-1
7.411600000E-2,-1.495299935E0,-1.967054486E0,-7.814426422E-1
8.416500001E-2,-1.648638368E0,-2.594568253E0,-7.664393187E-1
9.421500000E-2,-1.647658348E0,-3.120261431E0,-7.642896175E-1
1.042640000E-1,-1.494125962E0,-3.484939575E0,-7.628974319E-1
1.143140000E-1,-1.262155533E0,-3.860795498E0,-7.441709042E-1
1.243640000E-1,-1.024254799E0,-4.173482418E0,-7.363798022E-1
1.344130000E-1,-7.529379725E-1,-4.235417366E0,-7.403825521E-1
1.444630000E-1,-4.536560178E-1,-4.114337444E0,-7.369517684E-1
1.545130000E-1,-2.281898707E-1,-3.967041969E0,-6.935235858E-1
1.645620000E-1,-1.549777985E-1,-3.731102705E0,-6.191878915E-1
1.746120000E-1,-2.614581585E-1,-3.657229185E0,-5.889258981E-1
1.846620000E-1,-2.254299521E-1,-3.433697701E0,-6.735891700E-1
1.947110000E-1,-1.092966869E-1,-3.506173134E0,-8.426468968E-1
2.047610000E-1,-2.391877621E-1,-3.268122435E0,-9.162917733E-1
2.148100000E-1,-3.644481897E-1,-2.923794508E0,-8.218576908E-1
2.248601250E-1,-4.173414409E-1,-2.376582384E0,-6.720624566E-1
2.349101250E-1,-4.163837731E-1,-2.019393921E0,-5.996311307E-1
2.449591250E-1,-3.329167068E-1,-1.628281593E0,-6.041406989E-1
2.550091250E-1,-2.350894809E-1,-1.255196691E0,-5.788207054E-1
2.650591250E-1,-2.492737770E-1,-1.092867255E0,-4.498348832E-1
2.751081250E-1,-2.973739207E-1,-9.055048227E-1,-2.115347087E-1
2.851581250E-1,-3.457662165E-1,-5.953668952E-1,8.627347648E-2
2.952081250E-1,-4.265955389E-1,-4.890623391E-1,4.311280549E-1
3.052571250E-1,-5.699878931E-1,-7.219503522E-1,7.054044604E-1
3.153071250E-1,-7.094025016E-1,-9.796077013E-1,9.563043118E-1
3.253561250E-1,-7.976728678E-1,-1.048502207E0,1.086429000E0
3.354061250E-1,-8.560298681E-1,-8.819537759E-1,1.122665286E0
3.454561250E-1,-8.741760850E-1,-6.616134644E-1,1.112013578E0
3.555051250E-1,-8.753558397E-1,-4.915943444E-1,1.130603790E0
3.655551250E-1,-8.353670239E-1,-4.515063167E-1,1.225584626E0
3.756051250E-1,-7.743356228E-1,-5.149033666E-1,1.328352809E0
3.856541250E-1,-6.828609705E-1,-6.771796346E-1,1.410725355E0
3.957041250E-1,-5.813055634E-1,-9.026290178E-1,1.448486090E0
4.057531250E-1,-4.306111038E-1,-1.163891196E0,1.519530416E0
4.158031250E-1,-2.258422375E-1,-1.545150161E0,1.681397557E0
4.258531250E-1,1.686116159E-1,-1.510106921E0,1.849054456E0
4.359021250E-1,6.462290883E-1,-1.592987418E0,1.925857306E0
4.459521250E-1,6.147214770E-1,-2.593098164E0,1.728967309E0
4.560021250E-1,2.043837607E-1,-3.369323969E0,1.169652343E0
4.660511250E-1,-4.833014011E-1,-3.859591007E0,4.036795497E-1
4.761011250E-1,-1.260426641E0,-3.926957607E0,-1.348014772E-1
4.861511250E-1,-1.944743633E0,-3.819265604E0,-1.361160278E-1
4.962001250E-1,-2.503287554E0,-3.735954523E0,1.144373566E-1
5.062501250E-1,-2.832649946E0,-3.664903641E0,3.491832316E-1
5.162991250E-1,-2.896042585E0,-3.555097818E0,4.558231533E-1
5.263491250E-1,-2.823972702E0,-3.394078493E0,4.887452126E-1
5.363991250E-1,-2.800483227E0,-3.254200220E0,5.466753840E-1
5.464481250E-1,-2.897360325E0,-3.225360155E0,6.675676107E-1
5.564981250E-1,-3.134666204E0,-3.327706814E0,8.013520241E-1
5.665481250E-1,-3.486443043E0,-3.586611032E0,9.040848613E-1
5.765971250E-1,-3.724694490E0,-3.914558887E0,9.946198463E-1
5.866471250E-1,-3.707959175E0,-4.294833660E0,1.096557736E0
5.966961250E-1,-3.498234987E0,-4.543557167E0,1.234749913E0
6.067461250E-1,-3.298955441E0,-4.522640705E0,1.427848339E0
6.167961250E-1,-3.158088923E0,-4.284062386E0,1.646010756E0
6.268451250E-1,-3.098342896E0,-3.894838095E0,1.922894478E0
6.368951250E-1,-3.091284990E0,-3.390117645E0,2.242170334E0
6.469451250E-1,-3.149000645E0,-2.951683044E0,2.566395760E0
6.569941250E-1,-3.204310656E0,-2.786167145E0,2.852084875E0
6.670441250E-1,-3.128574610E0,-2.852036715E0,2.993728638E0
6.770941250E-1,-2.922806263E0,-2.664866447E0,3.064475060E0
6.871431250E-1,-2.665130854E0,-2.212083101E0,3.158216715E0
6.971931250E-1,-2.380860329E0,-1.796158910E0,3.258697510E0
7.072421250E-1,-2.019613743E0,-1.472402453E0,3.363309622E0
7.172921250E-1,-1.568569064E0,-1.116096497E0,3.514306068E0
7.273421250E-1,-1.122388840E0,-7.314456105E-1,3.719005823E0
7.373911250E-1,-8.305338621E-1,-4.955449104E-1,3.911065578E0
7.474411250E-1,-7.237967849E-1,-3.288691640E-1,4.033303738E0
7.574911250E-1,-7.774938345E-1,-4.922740161E-2,4.037004948E0
7.675401250E-1,-9.430947900E-1,3.850568235E-1,3.917082071E0
7.775901250E-1,-1.082933068E0,8.759982586E-1,3.709775925E0
7.876391250E-1,-1.091442943E0,1.386630774E0,3.493899345E0
7.976891250E-1,-9.584373832E-1,1.758977652E0,3.309003115E0
8.077391250E-1,-7.523137331E-1,1.855555892E0,3.141384125E0
