,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
8615,44.00805358,-0.3029891551,0.2419026345,-0.3512475193
8616,44.01299758,-0.2840523422,0.2199114859,-0.3359758854
8617,44.01800258,-0.2614503205,0.21135938170000002,-0.3158173263
8618,44.02300758,-0.2309070677,0.21685716510000003,-0.28344148399999997
8619,44.02801258,-0.1973094791,0.2229658216,-0.24495697019999998
8620,44.03301758,-0.1685988009,0.2351831198,-0.2089159191
8621,44.03900158,-0.13500121240000001,0.2431243658,-0.16982053219999999
8622,44.04504358,-0.12522737679999998,0.2596177161,-0.13927727939999998
8623,44.05004858,-0.1588249654,0.3060434759,-0.1136209369
8624,44.05505358,-0.19669860600000003,0.3720169365,-0.10995574300000001
8625,44.05999758,-0.2437352389,0.4581489265,-0.1117883399
8626,44.06500158,-0.2858849466,0.5455026627,-0.1056796908
8627,44.07000658,-0.3170390725,0.6133087277,-0.10812314599999999
8628,44.07604958,-0.3316998184,0.6481280327000001,-0.1001819
8629,44.08105458,-0.3176499307,0.6407976151,-0.09162978828
8630,44.08599758,-0.2883284092,0.618195653,-0.08002334833
8631,44.09100258,-0.23762658239999998,0.5754350424,-0.06169738993
8632,44.09600758,-0.16982053219999999,0.4868595898,-0.06719517708
8633,44.10095158,-0.1227839142,0.4025602043,-0.08185594529
8634,44.10705558,-0.0726929605,0.2877175212,-0.12400564550000001
8635,44.11199858,-0.05192354694,0.2034181207,-0.1594358236
8636,44.11700358,-0.04825835302,0.1356120855,-0.1918116808
8637,44.12304658,-0.05497787147999999,0.07819075137,-0.2180788964
8638,44.12805158,-0.07330382615,0.05070181563,-0.228463605
8639,44.13305558,-0.08796459436000001,0.03237585723,-0.22418753800000002
8640,44.13799958,-0.10445795949999999,0.01649336144,-0.21685716510000003
8641,44.14300458,-0.09834930301000001,0.007330383174,-0.20463985199999998
8642,44.14800958,-0.07330382615,-0.006108652335,-0.18997909129999999
8643,44.15301458,-0.04031710699,-0.014049900700000001,-0.1740965992
8644,44.15801958,0.004276056774,-0.012828170320000002,-0.1527163088
8645,44.16302458,0.04948008433,-0.01893682219,-0.13316862289999998
8646,44.16802958,0.07147123665,-0.02443460934,-0.1111774743
8647,44.17303358,0.09407325089,-0.042149700219999996,-0.09162978828
8648,44.17803858,0.09529497474,-0.05375614017000001,-0.06780604272999999
8649,44.18304358,0.09407325089,-0.06047565863,-0.05742133409
8650,44.18804858,0.08735372871,-0.05925392732000001,-0.04764748737
8651,44.19293158,0.09224065392999999,-0.054367005829999995,-0.039095375689999996
8652,44.19799758,0.09346238524,-0.04581489414,-0.03726277873
8653,44.20300258,0.09773843735,-0.02993239649,-0.031764991580000006
8654,44.20904458,0.1001819,-0.01649336144,-0.031764991580000006
8655,44.21502558,0.1087340117,-0.01343903504,-0.03787364438
8656,44.22003058,0.12400564550000001,-0.04337143153,-0.04459316283
8657,44.22601258,0.1478293836,-0.09162978828,-0.06658431142999999
8658,44.23101758,0.1618792862,-0.1533271819,-0.07696902007
8659,44.23602158,0.16982053219999999,-0.2095267773,-0.08429940045
8660,44.24102658,0.1820378453,-0.2455678284,-0.09468411653999999
8661,44.24597058,0.1704314053,-0.2675589919,-0.1038470939
8662,44.25103658,0.1606575549,-0.2712241709,-0.1038470939
8663,44.25604158,0.1563815027,-0.2645046413,-0.11056660859999999
8664,44.26104658,0.1435533315,-0.2559525371,-0.10995574300000001
8665,44.26702758,0.13316862289999998,-0.2510656118,-0.0971275717
8666,44.27203258,0.12461651119999999,-0.2602286041,-0.0959058404
8667,44.27703758,0.11789698900000001,-0.27916541699999997,-0.0959058404
8668,44.28204258,0.1117883399,-0.3090978265,-0.08918632567
8669,44.28698658,0.11239920560000001,-0.34574973579999996,-0.08918632567
8670,44.29205258,0.1160643995,-0.37995818259999997,-0.09101892263
8671,44.29705658,0.1172861308,-0.4068362415,-0.09224065392999999
8672,44.30187858,0.1172861308,-0.44104471799999995,-0.1038470939
8673,44.30700558,0.1093448773,-0.45204028490000003,-0.1038470939
8674,44.31201058,0.08429940045,-0.45265114310000004,-0.09529497474
8675,44.31701558,0.042760565880000004,-0.45326200130000005,-0.09040805697000001
8676,44.32202058,0.00122173049,-0.4459316432,-0.07330382615
8677,44.32800158,-0.035430185499999996,-0.4172209501,-0.05864306539
8678,44.33300658,-0.06108652427999999,-0.3903428912,-0.05803219973999999
8679,44.33801158,-0.08002334833,-0.3585779071,-0.06536258012
8680,44.34405358,-0.0959058404,-0.3225368559,-0.06841690837999999
8681,44.35003558,-0.1050688252,-0.2852740586,-0.06291911751
8682,44.35497958,-0.11239920560000001,-0.2614503205,-0.04703662544
8683,44.36004558,-0.1014036313,-0.2583959997,-0.03848451003
8684,44.36498858,-0.08918632567,-0.2571742535,-0.03726277873
8685,44.37103158,-0.06536258012,-0.2675589919,-0.03604105115
8686,44.37603658,-0.05192354694,-0.2956587672,-0.031154127789999996
8687,44.38104158,-0.04825835302,-0.3414736688,-0.027488935739999994
8688,44.38604658,-0.06047565863,-0.3726277947,-0.03237585723
8689,44.39105058,-0.07391469181,-0.4037819207,-0.04031710699
8690,44.39605558,-0.08796459436000001,-0.436768651,-0.050090949979999994
8691,44.40099958,-0.08796459436000001,-0.45204028490000003,-0.06108652427999999
8692,44.40600458,-0.07757988572,-0.4477642179,-0.05803219973999999
8693,44.41100958,-0.05375614017000001,-0.4355469346,-0.04764748737
8694,44.41601458,-0.025656340640000004,-0.41172316670000003,-0.0293215327
8695,44.42101958,0.009773843922,-0.37323865289999997,-0.003054326167
8696,44.42602358,0.05925392732000001,-0.3329215646,0.025045474989999997
8697,44.43102858,0.11056660859999999,-0.2755002379,0.03970624134
8698,44.43603358,0.13927727939999998,-0.23945917190000002,0.04520402848999999
8699,44.44103858,0.16126842800000002,-0.18936823309999998,0.043982297180000005
8700,44.44604358,0.1667662114,-0.1447750628,0.039095375689999996
8701,44.45104858,0.1521054506,-0.09224065392999999,0.03848451003
8702,44.45599258,0.1380555481,-0.0415388383,0.04764748737
8703,44.46099758,0.09040805697000001,-0.007330383174,0.054367005829999995
8704,44.46600158,0.051312681289999995,0.03848451003,0.06047565863
8705,44.47100658,0.01343903504,0.06108652427999999,0.07024950534
8706,44.47601158,-0.02076941915,0.06597344577,0.07941248268
8707,44.48101658,-0.03848451003,0.04764748737,0.08979719132000001
8708,44.48602158,-0.052534412589999996,0.0171042271,0.1007927656
8709,44.49102658,-0.0720821023,-0.0293215327,0.09957103431
8710,44.49603158,-0.09346238524,-0.07819075137,0.1056796908
8711,44.50201258,-0.1056796908,-0.10812314599999999,0.1001819
8712,44.50701758,-0.1050688252,-0.1197295859,0.09896016866
8713,44.51202258,-0.09346238524,-0.1166752651,0.10262536259999999
8714,44.51702758,-0.06352998316000001,-0.1069014147,0.1050688252
8715,44.52203258,-0.030543262139999996,-0.09346238524,0.1117883399
8716,44.52703658,0.00244346098,-0.08185594529,0.1056796908
8717,44.53301858,0.0293215327,-0.09040805697000001,0.09529497474
8718,44.53802358,0.03359758854,-0.0971275717,0.08124507964
8719,44.54302858,0.03237585723,-0.1087340117,0.0726929605
8720,44.54803258,0.02993239649,-0.1093448773,0.059864792970000004
8721,44.55303758,0.020158553500000002,-0.11545353380000001,0.05925392732000001
8722,44.55804258,0.01343903504,-0.1148426682,0.04581489414
8723,44.56304758,0.003665191587,-0.11239920560000001,0.03298672289
8724,44.56805258,-0.009162978269,-0.11239920560000001,0.01649336144
8725,44.57299658,-0.015271631069999998,-0.11056660859999999,0.012828170320000002
8726,44.57794058,-0.005497787148,-0.1001819,0.025045474989999997
8727,44.58300558,0.012828170320000002,-0.08552113175,0.055588737129999996
8728,44.58801058,0.034819319839999995,-0.06352998316000001,0.09346238524
8729,44.59301558,0.04703662544,-0.06597344577,0.12461651119999999
8730,44.59802058,0.04520402848999999,-0.07391469181,0.1551597714
8731,44.60302558,0.04703662544,-0.09407325089,0.18509216609999998
8732,44.60803058,0.04764748737,-0.09957103431,0.2180788964
8733,44.61303558,0.03787364438,-0.08552113175,0.2419026345
8734,44.61804058,0.042149700219999996,-0.07635815442,0.2571742535
8735,44.62304458,0.03359758854,-0.07757988572,0.2632829249
8736,44.62804958,0.034819319839999995,-0.06719517708,0.2510656118
8737,44.63305458,0.03665191308,-0.05742133409,0.2254092693
8738,44.63799858,0.03665191308,-0.04886921868,0.19669860600000003
8739,44.64300358,0.020158553500000002,-0.04825835302,0.1588249654
8740,44.64800858,0.008552113548,-0.04703662544,0.1319468915
8741,44.65301358,-0.00122173049,-0.04886921868,0.10445795949999999
8742,44.65801758,0.0006108652451,-0.054367005829999995,0.09468411653999999
8743,44.66302258,-0.0006108652451,-0.07391469181,0.09040805697000001
8744,44.66802758,0.006108652335,-0.08857546002,0.09407325089
8745,44.67303258,0.004886921961,-0.09529497474,0.1111774743
8746,44.67803758,0.004886921961,-0.1038470939,0.1398881376
8747,44.68304258,-0.004276056774,-0.1093448773,0.1606575549
8748,44.68804758,-0.01466076635,-0.1136209369,0.18142697219999998
8749,44.69305258,-0.017715092749999998,-0.1264491081,0.2119702399
8750,44.69805658,-0.010384709570000001,-0.12522737679999998,0.2364048511
8751,44.70300058,0.004886921961,-0.09162978828,0.2559525371
8752,44.70800558,0.017715092749999998,-0.035430185499999996,0.2583959997
