,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
17670,90.0118136,0.3064578176,5.341464043,7.848193169
17671,90.0168176,0.3423708379,5.355829239,7.845798969
17672,90.02182261,0.4357447028,5.374982834,7.869740963
17673,90.02682761,0.490811348,5.394136429,7.900865555
17674,90.0318326,0.5075707436,5.391742229,7.855375767000001
17675,90.0368376,0.538695395,5.3869538310000005,7.797914982000001
17676,90.0417226,0.5722141862,5.35343504,7.702147007000001
17677,90.0468496,0.5650315881,5.319916248,7.635109425
17678,90.0517936,0.5961562395000001,5.293580055,7.637503624
17679,90.05679861,0.5913678407999999,5.281609058,7.682993412
17680,90.0628406,0.5770025849,5.264849663,7.797914982000001
17681,90.06882261,0.5841852427,5.267243862,7.855375767000001
17682,90.0738276,0.5985504389,5.279214859,7.869740963
17683,90.07980861,0.5985504389,5.3223104480000005,7.948749542000001
17684,90.08481361,0.5889736414,5.348646641,8.027758598
17685,90.0898186,0.6009446383,5.38934803,8.176198959
17686,90.09464061,0.5841852427,5.334281445,8.4012537
17687,90.10080461,0.5075707436,5.264849663,8.497021675
17688,90.10562661,0.5817909836999999,5.228936672,8.341399192999999
17689,90.11063161,0.5841852427,5.226542473,8.257601738
17690,90.1158196,0.6033388376,5.291185856,8.063671112
17691,90.1218006,0.6272808313,5.394136429,7.9104423520000005
17692,90.1268056,0.6775590777,5.4515972139999995,7.790732384
17693,90.13181061,0.7422025204000001,5.480327606,7.76679039
17694,90.13681561,0.7661445141,5.46596241,7.769184589
17695,90.1418206,0.7661445141,5.439626217000001,7.8386163710000005
17696,90.1468256,0.7230489254000001,5.413290024,7.884106159
17697,90.1518296,0.6775590777,5.4156842229999995,7.912836552000001
17698,90.1568346,0.6679822803000001,5.3725886339999995,7.869740963
17699,90.16183961,0.6607996821000001,5.377377032999999,7.900865555
17700,90.16684461,0.6607996821000001,5.355829239,8.020575523
17701,90.1718496,0.6272808313,5.327098846,8.173804282999999
17702,90.1767936,0.6296750307,5.288791656,8.358158112
17703,90.18179861,0.6416460276,5.257667065,8.487444878
17704,90.18680361,0.6560112834,5.248090267,8.508993149
17705,90.19180761,0.6440402865,5.23611927,8.415618896
17706,90.1968126,0.6224924326,5.269638062,8.283937454
17707,90.2018176,0.5793967843,5.286397457,8.094796181
17708,90.2068226,0.5554547906,5.279214859,7.95832634
17709,90.21182761,0.5554547906,5.298368453999999,7.888894558
17710,90.21683261,0.5123591423,5.240907668999999,7.8386163710000005
17711,90.2218376,0.4788403511,5.233725071,7.848193169
17712,90.2268416,0.43335050340000003,5.190629482,7.848193169
17713,90.2318466,0.4453215301,5.193023682,7.915230751
17714,90.23685161,0.48123455049999997,5.19781208,8.051700592000001
17715,90.24179561,0.5458779931000001,5.224148273,8.147468567
