"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.998999997E-3,1.970697790E-1,-2.420344353E-1,-1.708898991E-1
1.499800000E-2,2.320709080E-1,-2.452334315E-1,-1.660277545E-1
2.499599999E-2,2.523672879E-1,-2.456652820E-1,-1.541433781E-1
3.499399999E-2,2.518142462E-1,-2.373044044E-1,-1.463621855E-1
4.499199998E-2,2.299840599E-1,-2.143042684E-1,-1.376893222E-1
5.499099998E-2,2.131471783E-1,-1.901597232E-1,-1.289564669E-1
6.498899998E-2,1.896666139E-1,-1.417762190E-1,-1.305141449E-1
7.498699997E-2,1.342896521E-1,-8.547326177E-2,-1.457508951E-1
8.498599997E-2,7.696404308E-2,-5.875723064E-2,-1.501208693E-1
9.498399997E-2,2.553771622E-2,-6.107206643E-2,-1.355668753E-1
1.049820000E-1,-1.804997399E-2,-8.075069636E-2,-9.001189470E-2
1.149800000E-1,-1.827192307E-2,-1.376794279E-1,2.622186206E-2
1.249790000E-1,5.353568867E-2,-2.438649833E-1,1.516570151E-1
1.349770000E-1,1.344050318E-1,-3.093445301E-1,2.284366637E-1
1.449749999E-1,1.775575578E-1,-3.086872697E-1,2.708807886E-1
1.549739999E-1,1.770419031E-1,-2.512373030E-1,2.823246419E-1
1.649719999E-1,1.509133577E-1,-1.298741251E-1,2.539033890E-1
1.749699999E-1,1.141178086E-1,2.269980265E-3,2.020412832E-1
1.849679999E-1,7.708122581E-2,8.318267018E-2,1.350422800E-1
1.949669999E-1,4.794422537E-2,9.943680465E-2,6.593892723E-2
2.049649999E-1,3.481670469E-2,6.050245464E-2,-7.902545854E-3
2.149630000E-1,2.237915620E-2,-1.308184117E-2,-6.624919176E-2
2.249620000E-1,2.125550527E-3,-1.028724462E-1,-1.041028351E-1
2.349600000E-1,-3.987842053E-2,-2.182776481E-1,-1.102405712E-1
2.449580000E-1,-1.564777344E-1,-4.231186807E-1,-8.932010829E-2
2.549560000E-1,-3.392030001E-1,-7.504917383E-1,-4.966103658E-2
2.649550000E-1,-4.819974303E-1,-9.040322900E-1,2.194497362E-2
2.749530000E-1,-5.319379568E-1,-8.756558895E-1,9.287641197E-2
2.849510000E-1,-5.012769699E-1,-8.498727679E-1,1.376457512E-1
2.949500000E-1,-4.180434346E-1,-8.646250367E-1,1.669094563E-1
3.049480000E-1,-3.122464418E-1,-8.717727065E-1,2.087341249E-1
3.149460000E-1,-2.410220057E-1,-8.110868335E-1,2.623846829E-1
3.249440000E-1,-2.484868467E-1,-6.230817437E-1,3.251415491E-1
3.349430000E-1,-3.432362080E-1,-4.301394820E-1,3.891674280E-1
3.449410000E-1,-4.988737106E-1,-2.589125931E-1,4.454759657E-1
3.549390000E-1,-6.587512493E-1,-1.306974441E-1,4.808223844E-1
3.649380000E-1,-8.033758402E-1,-7.655271143E-2,4.794271290E-1
3.749360000E-1,-9.191589355E-1,-6.803945452E-2,3.973962069E-1
3.849340000E-1,-1.009424090E0,-6.417227536E-2,2.578183413E-1
3.949320000E-1,-1.101446271E0,-6.417117268E-2,8.528115600E-2
4.049310000E-1,-1.200050592E0,-9.111517668E-2,-1.277277917E-1
4.149290000E-1,-1.274716258E0,-2.492057383E-1,-3.280556798E-1
4.249270000E-1,-7.754422426E-1,-1.449165940E0,-3.470922112E-1
4.349260000E-1,-2.983894944E-1,-1.375455022E0,-5.979515314E-1
4.449240000E-1,-5.663303733E-1,-6.719309688E-1,-5.112227201E-1
4.549219999E-1,-6.432940364E-1,-1.167014167E-1,-3.371319175E-1
4.649199999E-1,-6.985011101E-1,-1.637490839E-1,-2.874322832E-1
4.749189999E-1,-8.408929706E-1,-3.215840552E-4,-2.948332131E-1
4.849169999E-1,-9.344871044E-1,2.565914392E-1,-3.264518678E-1
4.949149999E-1,-1.014672995E0,3.393109441E-1,-3.419055045E-1
5.049139999E-1,-1.046498537E0,2.512665689E-1,-3.545517623E-1
5.149119999E-1,-1.046842337E0,1.328439564E-1,-5.401915908E-1
5.249100000E-1,-1.078528643E0,-3.493376076E-1,-7.548865676E-1
5.349080000E-1,-1.056101918E0,-1.161894441E0,-9.268504977E-1
5.449070000E-1,-9.222940803E-1,-1.825890422E0,-1.041382670E0
5.549050000E-1,-6.563585997E-1,-2.143695354E0,-1.049331427E0
5.649030000E-1,-3.585420847E-1,-2.221643448E0,-9.888584614E-1
5.749010000E-1,-6.906533986E-2,-1.854174733E0,-9.278026223E-1
5.849000000E-1,1.338747293E-1,-1.308276296E0,-8.453308940E-1
