"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,8.451532125E-1,-7.972691536E0,4.386177540E0
2.044677000E-3,1.000776291E0,-8.008605003E0,3.541024208E0
4.028320000E-3,1.163581967E0,-8.039729118E0,2.671929121E0
6.042480000E-3,1.345541358E0,-8.090007782E0,1.833958507E0
8.056640000E-3,1.572990537E0,-8.137891769E0,1.156399369E0
1.004028300E-2,1.800439715E0,-8.171410561E0,6.631938815E-1
1.202392500E-2,2.054224968E0,-8.173804283E0,3.567360640E-1
1.400756800E-2,2.291250944E0,-8.197746277E0,1.771709323E-1
1.599121000E-2,2.499546528E0,-8.236053467E0,5.027823523E-2
1.797485300E-2,2.717418909E0,-8.255207062E0,-1.197100803E-2
1.998901300E-2,2.825158119E0,-8.259995461E0,-2.154781483E-2
2.197265600E-2,3.007117271E0,-8.281543732E0,-2.873042040E-2
2.395629800E-2,3.117250681E0,-8.334216118E0,4.788403399E-3
2.597045800E-2,3.186682463E0,-8.391676903E0,8.379705995E-2
2.795410100E-2,3.234566450E0,-8.444349289E0,1.843535304E-1
2.993774400E-2,3.244143248E0,-8.487444878E0,2.968810201E-1
3.192138600E-2,3.220201254E0,-8.532935143E0,4.213795066E-1
3.390502900E-2,3.162740469E0,-8.573636055E0,5.554547906E-1
3.591918900E-2,3.086126089E0,-8.631096840E0,7.062895298E-1
3.790283200E-2,2.980781078E0,-8.681375504E0,8.667010069E-1
3.988647400E-2,2.865859509E0,-8.731653214E0,1.034295082E0
4.187011700E-2,2.722207308E0,-8.760383606E0,1.187524080E0
4.385375900E-2,2.585737944E0,-8.769960403E0,1.362300754E0
4.586791900E-2,2.446874142E0,-8.796297073E0,1.546654344E0
4.785156200E-2,2.355894566E0,-8.798690796E0,1.716642618E0
4.986572200E-2,2.844311714E0,-8.686163902E0,1.781286120E0
5.184936500E-2,3.196259260E0,-8.599972725E0,1.714248419E0
5.383300700E-2,2.583343744E0,-8.662221909E0,1.642422318E0
5.581665000E-2,1.838746905E0,-8.791508675E0,1.783680320E0
5.780029200E-2,1.467645645E0,-8.860940933E0,2.013523579E0
5.978393500E-2,1.422155857E0,-8.853757858E0,2.272097349E0
6.176757800E-2,1.407790542E0,-8.829815865E0,2.540247917E0
6.375122000E-2,1.388636947E0,-8.815450668E0,2.736572504E0
6.576538000E-2,1.448492050E0,-8.829815865E0,2.894589901E0
6.774902300E-2,1.493981838E0,-8.884882927E0,3.002328873E0
6.973266600E-2,1.620874524E0,-8.949525833E0,3.059789658E0
7.171630800E-2,1.793257117E0,-9.021351814E0,3.117250681E0
7.373046800E-2,1.999158382E0,-9.100360870E0,3.165134668E0
7.571411100E-2,2.262520552E0,-9.150638580E0,3.143586874E0
7.772827100E-2,2.315192938E0,-9.212887764E0,3.186682463E0
7.971191400E-2,2.118868589E0,-9.318233490E0,3.260902643E0
8.172607400E-2,1.936909199E0,-9.440337181E0,3.320757866E0
8.370971600E-2,2.006340981E0,-9.528923035E0,3.433285236E0
8.569335900E-2,2.202665567E0,-9.567230225E0,3.624821424E0
8.767700100E-2,2.264914751E0,-9.600749016E0,3.785232782E0
8.969116200E-2,2.243366957E0,-9.670180321E0,3.936067581E0
9.167480400E-2,2.173935175E0,-9.758766174E0,4.137180328E0
9.368896400E-2,2.138022184E0,-9.844957352E0,4.343081951E0
9.570312500E-2,2.183511972E0,-9.919178009E0,4.589684486E0
9.768676700E-2,2.240972757E0,-9.967061996E0,4.824316502E0
9.967041000E-2,2.188300371E0,-9.993397713E0,5.044582844E0
1.016845700E-1,2.212242365E0,-9.971850395E0,5.216965675E0
1.036682120E-1,2.303221941E0,-9.902418137E0,5.327098846E0
1.056823730E-1,2.257732153E0,-9.828198433E0,5.384559631E0
1.076965330E-1,2.133233786E0,-9.780313492E0,5.415684223E0
1.096801750E-1,1.999158382E0,-9.732429504E0,5.430049419E0
1.116638180E-1,1.915361404E0,-9.672574997E0,5.473145008E0
1.136474600E-1,1.896207690E0,-9.622296333E0,5.544970989E0
1.156616210E-1,1.740584612E0,-9.605537415E0,5.506663799E0
1.176452630E-1,1.606509328E0,-9.567230225E0,5.470750809E0
1.196594230E-1,1.520318031E0,-9.493009567E0,5.499481201E0
1.216430660E-1,1.446097851E0,-9.411606789E0,5.578489780E0
1.236267080E-1,1.412579060E0,-9.334992409E0,5.676652431E0
1.256103510E-1,1.328781962E0,-9.258378029E0,5.691017628E0
1.275939940E-1,1.218648672E0,-9.176975250E0,5.631162167E0
1.295776360E-1,1.549048543E0,-9.002198219E0,5.468356609E0
1.315917960E-1,2.523488522E0,-8.731653214E0,5.102043629E0
1.335754390E-1,2.636016130E0,-8.595184326E0,4.742913723E0
1.355895990E-1,1.865083098E0,-8.664615631E0,4.587290287E0
1.375732420E-1,9.504981041E-1,-8.789113998E0,4.560954094E0
1.395874020E-1,4.572925270E-1,-8.858546257E0,4.709394932E0
1.415710440E-1,2.537853718E-1,-8.769960403E0,5.116408825E0
1.435852050E-1,5.147533417E-1,-8.511386871E0,5.655104637E0
1.455688470E-1,9.768342972E-1,-8.264783859E0,6.157886982E0
1.475830070E-1,1.079784989E0,-8.169015884E0,6.481103897E0
1.495666500E-1,1.017535686E0,-8.185775757E0,6.706159115E0
1.515808100E-1,9.935936928E-1,-8.221688271E0,6.895300865E0
1.535644530E-1,9.433154464E-1,-8.243236542E0,7.003039837E0
1.555786130E-1,9.097966552E-1,-8.226476669E0,7.065289021E0
1.575317380E-1,8.619126081E-1,-8.188169479E0,7.074865818E0
1.595458980E-1,7.805097699E-1,-8.145073891E0,7.034164429E0
1.615295410E-1,7.206547260E-1,-8.113949776E0,6.950367451E0
1.635437010E-1,7.015010715E-1,-8.106766701E0,6.823474884E0
