"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.774100007E-2,1.230907291E-1,-2.534983158E-1,-2.300826646E-2
5.778999999E-2,2.291077077E-1,-2.835898995E-1,-1.411194503E-1
6.783800013E-2,3.178243041E-1,-2.868110538E-1,-2.299417853E-1
7.788599981E-2,3.805436194E-1,-2.547908127E-1,-2.856399417E-1
8.793399995E-2,4.353852272E-1,-1.580701172E-1,-3.144530952E-1
9.798200009E-2,4.993479550E-1,-5.644736066E-2,-3.374204636E-1
1.080310000E-1,5.764616132E-1,-6.628651172E-2,-3.257499039E-1
1.180790002E-1,6.535185575E-1,-1.833987534E-1,-2.625499070E-1
1.281269998E-1,7.293159962E-1,-3.200338483E-1,-2.044944614E-1
1.381750000E-1,8.152964115E-1,-3.704770207E-1,-1.652602404E-1
1.482230001E-1,9.190593958E-1,-2.517244220E-1,-1.310060173E-1
1.582720000E-1,1.034381986E0,-1.419150271E-2,-8.455064148E-2
1.683200002E-1,1.151500702E0,2.617967725E-1,-6.190037727E-2
1.783679998E-1,1.269048095E0,4.652734697E-1,-9.006490558E-2
1.884160000E-1,1.382790208E0,5.301213264E-1,-1.216805652E-1
1.984640001E-1,1.444289327E0,4.794424474E-1,-1.101160571E-1
2.085130000E-1,1.420985222E0,3.522966802E-1,-7.480911911E-2
2.185610002E-1,1.305449843E0,1.883926988E-1,-2.160714939E-2
2.286089999E-1,1.130823731E0,2.902802639E-2,2.425323054E-2
2.386570000E-1,9.179298282E-1,-1.130060777E-1,3.330025449E-2
2.487050002E-1,6.452717781E-1,-2.545621395E-1,4.683749750E-2
2.587529998E-1,3.842883706E-1,-2.848574519E-1,4.783192277E-2
2.688020002E-1,1.945654452E-1,-2.099972218E-1,3.116729297E-2
2.788499999E-1,7.690564543E-2,-8.321397007E-2,8.639081381E-3
2.888980000E-1,-1.594602875E-2,-1.931494847E-2,3.175162477E-3
2.989460002E-1,-1.003671661E-1,-1.745807938E-3,1.150206849E-2
3.089939998E-1,-2.186174393E-1,-2.059457153E-1,8.166927844E-2
3.190430002E-1,-3.201192915E-1,-4.323175848E-1,1.090740040E-1
3.290909999E-1,-2.736640275E-1,-4.174729884E-1,7.734471560E-2
3.391390000E-1,-1.061141863E-1,-1.971541941E-1,8.737950772E-2
3.491894999E-1,1.172811985E-1,-7.584048063E-2,1.049561724E-1
3.592375000E-1,3.466456831E-1,-1.169058979E-1,9.394533187E-2
3.692864999E-1,5.865142345E-1,-1.869788319E-1,5.673334002E-2
3.793345001E-1,8.116301894E-1,-2.346227914E-1,-2.687843516E-5
3.893825002E-1,9.736268520E-1,-2.823319137E-1,-3.872770071E-2
3.994304999E-1,1.062840581E0,-3.398873508E-1,-5.628485978E-2
4.094785000E-1,1.074125051E0,-3.715452850E-1,-7.516068220E-2
4.195274999E-1,1.062855124E0,-2.674156725E-1,-2.754575573E-2
4.295755001E-1,9.640146494E-1,-2.386646718E-1,1.252692565E-2
4.396235002E-1,7.596516609E-1,-4.132045209E-1,8.756175637E-2
4.496714999E-1,5.163975358E-1,-5.751193762E-1,1.676664054E-1
4.597195000E-1,2.661714852E-1,-5.496749878E-1,2.290722430E-1
4.697675002E-1,2.208009176E-2,-5.017428398E-1,2.845696807E-1
4.798165001E-1,-1.295445859E-1,-4.204384089E-1,3.110713363E-1
4.898645002E-1,-1.819137037E-1,-3.539502621E-1,3.185881078E-1
4.999124999E-1,-1.446691304E-1,-3.693997860E-1,3.123808205E-1
5.099605001E-1,-3.957915679E-2,-4.504849315E-1,2.946250439E-1
5.200085002E-1,1.286141127E-1,-6.508092284E-1,2.415250689E-1
5.300575001E-1,3.290667832E-1,-8.094812036E-1,1.604543626E-1
5.401054998E-1,5.073885918E-1,-8.105491400E-1,6.002309546E-2
5.501534999E-1,6.332233548E-1,-7.043178082E-1,-5.569361523E-2
5.602015001E-1,6.774832606E-1,-6.570618749E-1,-1.560772210E-1
5.702495002E-1,6.687136889E-1,-7.357559800E-1,-1.765683442E-1
5.802985001E-1,6.416271925E-1,-7.606983185E-1,-1.659620255E-1
5.903464998E-1,6.225299239E-1,-7.334628105E-1,-1.332192123E-1
6.003945000E-1,5.717359781E-1,-7.093137503E-1,-1.354136616E-1
6.104425001E-1,4.682713151E-1,-6.448138356E-1,-1.349901408E-1
6.204905002E-1,3.176562190E-1,-4.646770954E-1,-1.136957854E-1
6.305395002E-1,1.032404453E-1,-2.718548477E-1,-9.367354214E-2
6.405874998E-1,-1.886766255E-1,-1.898294687E-1,-5.593308806E-2
6.506355000E-1,-4.688394070E-1,-2.197866440E-1,3.873370588E-2
6.606835001E-1,-6.881172061E-1,-2.774235606E-1,1.738094985E-1
6.707315003E-1,-8.019968867E-1,-2.438738197E-1,2.666550279E-1
6.807794999E-1,-8.130833507E-1,-6.280922890E-2,2.863733470E-1
6.908284998E-1,-7.709735632E-1,1.880347729E-1,2.711505592E-1
7.008765000E-1,-7.557600141E-1,3.898634911E-1,2.485685349E-1
