"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.498000050E-3,1.894279718E-1,-1.876471788E-1,-4.148305580E-2
1.749600004E-2,4.939258471E-2,-2.350535840E-1,2.540045977E-2
2.749400004E-2,-7.879067957E-2,-2.973966002E-1,1.165687218E-1
3.749200003E-2,-1.062627360E-1,-3.407787979E-1,1.434210241E-1
4.749000003E-2,-1.971684098E-1,-3.120491505E-1,1.832557917E-1
5.748800002E-2,-3.447205424E-1,-2.696834505E-1,2.221617252E-1
6.748600001E-2,-4.413967431E-1,-2.857135236E-1,2.624343038E-1
7.748500002E-2,-4.469725490E-1,-3.404404223E-1,3.009004891E-1
8.748300001E-2,-4.030639529E-1,-4.356859922E-1,3.325622678E-1
9.748100000E-2,-3.610095084E-1,-5.246655941E-1,3.423895240E-1
1.074790000E-1,-2.610346973E-1,-4.845655262E-1,2.493613064E-1
1.174770000E-1,-1.900169998E-1,-5.727981329E-1,2.483339459E-1
1.274750000E-1,-1.408976614E-1,-7.045273781E-1,2.838884592E-1
1.374730000E-1,-1.051793620E-1,-7.269112468E-1,3.624451458E-1
1.474710000E-1,-1.084558442E-1,-6.299460530E-1,3.942371607E-1
1.574690000E-1,-1.274262071E-1,-5.637860298E-1,3.858335912E-1
1.674670000E-1,-1.356950551E-1,-4.690288603E-1,3.699763119E-1
1.774650000E-1,-1.190090477E-1,-3.405115008E-1,3.765306175E-1
1.874630000E-1,-6.937970966E-2,-2.429452538E-1,4.322521985E-1
1.974620000E-1,4.645322915E-3,-8.621169627E-2,4.620005190E-1
2.074599999E-1,1.021423191E-1,-8.654858917E-2,4.394169152E-1
2.174580001E-1,2.510470152E-1,-9.773311764E-2,4.565705657E-1
2.274560001E-1,3.556416035E-1,1.505095512E-2,4.708776176E-1
2.374540000E-1,4.115852416E-1,-1.460744441E-1,5.514417887E-1
2.474520000E-1,4.384205937E-1,-1.279750764E-1,5.623415709E-1
2.574500000E-1,4.677855372E-1,-8.486368507E-2,5.422425270E-1
2.674480000E-1,5.179733038E-1,-3.411048651E-2,5.000351667E-1
2.774460000E-1,5.920255184E-1,1.504825056E-2,4.741598070E-1
2.874440000E-1,6.991956234E-1,1.418229640E-1,4.885999858E-1
2.974430000E-1,8.392452002E-1,2.181015313E-1,5.651876926E-1
3.074410000E-1,9.569649100E-1,2.180053890E-1,6.592925787E-1
3.174390000E-1,1.014904261E0,1.448795050E-1,7.396261096E-1
3.274370000E-1,9.822874069E-1,4.403170943E-2,7.444099188E-1
3.374350000E-1,8.664785028E-1,-2.879346162E-2,6.804215312E-1
3.474330000E-1,7.005507946E-1,-4.222271964E-2,5.614392161E-1
3.574310000E-1,5.067806244E-1,-7.140872627E-2,4.454233050E-1
3.674290000E-1,3.082957864E-1,-1.894730479E-1,3.635092378E-1
3.774270000E-1,1.344623417E-1,-3.689265251E-1,3.213543594E-1
3.874250000E-1,2.617748221E-3,-5.542793274E-1,2.896733880E-1
3.974230000E-1,-7.566309720E-2,-6.555358768E-1,1.872975677E-1
4.074220000E-1,-1.028262749E-1,-6.868120432E-1,5.787087232E-2
4.174200000E-1,-1.250324585E-2,-6.942237616E-1,-5.225846916E-2
4.274179999E-1,1.452933103E-1,-7.549334168E-1,-1.237227991E-1
4.374160001E-1,3.175024986E-1,-6.901093721E-1,-1.572405547E-1
4.474140001E-1,4.633603394E-1,-5.403108001E-1,-1.805559993E-1
4.574120000E-1,5.531815886E-1,-5.011770129E-1,-1.785082966E-1
4.674100000E-1,5.712671280E-1,-3.598124385E-1,-1.667317897E-1
4.774080000E-1,-8.953908086E-2,2.407334149E-1,-3.583034277E-1
4.874060000E-1,-3.524127901E-1,-2.887586951E-1,-3.635959327E-1
4.974040000E-1,-4.935159683E-1,-1.543546319E-1,-5.886961222E-1
5.074020000E-1,-4.215152860E-1,-4.139877856E-2,-7.402912378E-1
5.174000000E-1,-2.176578045E-1,6.984291226E-2,-9.262521863E-1
5.273990000E-1,-2.213196456E-1,-6.329846978E-1,-1.122139931E0
