"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.402515600E-2,-5.224501491E-1,7.329912186E-1,1.071372107E-1
8.602515600E-2,-5.229827762E-1,7.223385572E-1,7.730983198E-2
8.802515600E-2,-5.240480304E-1,7.271322608E-1,4.748245701E-2
9.002515600E-2,-5.240480304E-1,7.324585915E-1,1.925297454E-2
9.202515600E-2,-5.219175220E-1,7.425785661E-1,-1.270493213E-2
9.402515600E-2,-5.171238184E-1,7.463070154E-1,-3.720599040E-2
9.602515600E-2,-5.197870135E-1,7.564269900E-1,-6.916390359E-2
9.802515600E-2,-5.219175220E-1,7.622859478E-1,-9.686075151E-2
1.000251560E-1,-5.203196406E-1,7.665470243E-1,-1.213618144E-1
1.020251560E-1,-5.235154033E-1,7.740038633E-1,-1.490586698E-1
1.040251560E-1,-5.245807171E-1,7.793301344E-1,-1.778207868E-1
1.060251560E-1,-5.283091068E-1,7.803954482E-1,-2.023218423E-1
1.080251560E-1,-5.331028104E-1,7.867870331E-1,-2.284207940E-1
1.100251560E-1,-5.373638272E-1,7.867870331E-1,-2.502586842E-1
1.120251560E-1,-5.405596495E-1,7.894501686E-1,-2.736944854E-1
1.140251560E-1,-5.496143699E-1,7.889175415E-1,-2.960650325E-1
1.160251560E-1,-5.533428192E-1,7.942438722E-1,-3.163050115E-1
1.180251560E-1,-5.602670312E-1,8.038312197E-1,-3.370776772E-1
1.200251560E-1,-5.602670312E-1,8.027659655E-1,-3.578503132E-1
1.220251560E-1,-5.650606751E-1,8.102228045E-1,-3.716987371E-1
1.240251560E-1,-5.709196329E-1,8.144838810E-1,-3.866124153E-1
1.260251560E-1,-5.730502009E-1,8.134185672E-1,-3.988629580E-1
1.280251560E-1,-5.757133365E-1,8.144838810E-1,-4.116460979E-1
1.300251560E-1,-5.767785907E-1,8.155491352E-1,-4.207008481E-1
1.320251560E-1,-5.735828280E-1,8.144838810E-1,-4.276250601E-1
1.340251560E-1,-5.671912432E-1,8.160817623E-1,-4.324187636E-1
1.360251560E-1,-5.597344041E-1,8.187448978E-1,-4.361471832E-1
1.380251560E-1,-5.464186072E-1,8.251364827E-1,-4.382776916E-1
1.400251560E-1,-5.331028104E-1,8.235386014E-1,-4.430713952E-1
1.420251560E-1,-5.139280558E-1,8.256691098E-1,-4.404082298E-1
1.440251560E-1,-4.947533011E-1,8.277996778E-1,-4.436040223E-1
1.460251560E-1,-4.702522457E-1,8.304628134E-1,-4.388103187E-1
1.480251560E-1,-4.446859360E-1,8.304628134E-1,-4.361471832E-1
1.500251560E-1,-4.217827618E-1,8.309954405E-1,-4.270924330E-1
1.520251560E-1,-3.930206597E-1,8.315280676E-1,-4.222987592E-1
1.540251560E-1,-3.631932735E-1,8.379196525E-1,-4.127113819E-1
1.560251560E-1,-3.397574723E-1,8.352565169E-1,-3.961997926E-1
1.580251560E-1,-3.136585057E-1,8.256691098E-1,-3.860797882E-1
1.600251560E-1,-2.918206155E-1,8.096901774E-1,-3.722313643E-1
1.620251560E-1,-2.753090262E-1,7.947764993E-1,-3.658397794E-1
1.640251560E-1,-2.508079708E-1,7.777322531E-1,-3.546545208E-1
1.660251560E-1,-2.396227121E-1,7.612206936E-1,-3.477303088E-1
1.680251560E-1,-2.199153453E-1,7.447090745E-1,-3.408060968E-1
1.700251560E-1,-2.081974447E-1,7.244690657E-1,-3.354797661E-1
1.720251560E-1,-1.900879592E-1,7.031638026E-1,-3.317513466E-1
1.740251560E-1,-1.746416390E-1,6.770648360E-1,-3.296208084E-1
1.760251560E-1,-1.645216346E-1,6.456395984E-1,-3.253597617E-1
1.780251560E-1,-1.512058377E-1,6.110185385E-1,-3.258923888E-1
1.800251560E-1,-1.389553100E-1,5.705385208E-1,-3.306860924E-1
1.820251560E-1,-1.229763478E-1,5.311237574E-1,-3.360123932E-1
1.840251560E-1,-1.112584546E-1,4.847847819E-1,-3.418713510E-1
1.860251560E-1,-9.847528487E-2,4.379132092E-1,-3.519913554E-1
1.880251560E-1,-8.302896470E-2,3.889110684E-1,-3.631766140E-1
1.900251560E-1,-6.811527908E-2,3.404415846E-1,-3.748945296E-1
1.920251560E-1,-5.160369352E-2,2.834499776E-1,-3.860797882E-1
1.940251560E-1,-3.455947712E-2,2.307194322E-1,-4.036566317E-1
1.960251560E-1,-2.177631669E-2,1.779888868E-1,-4.191029668E-1
1.980251560E-1,-6.329995580E-3,1.225951910E-1,-4.318861067E-1
2.000251560E-1,7.518430240E-3,6.187516451E-2,-4.478650689E-1
2.020251560E-1,2.722580545E-2,5.416199099E-3,-4.627787471E-1
2.040251560E-1,3.841107339E-2,-4.784697667E-2,-4.782250822E-1
2.060251560E-1,5.385739356E-2,-1.032406762E-1,-4.936713874E-1
2.080251560E-1,7.249950618E-2,-1.501122862E-1,-5.080524683E-1
2.100251560E-1,9.167425334E-2,-1.969838738E-1,-5.203030109E-1
2.120251560E-1,1.103163585E-1,-2.433228344E-1,-5.368145704E-1
2.140251560E-1,1.305563599E-1,-2.907270491E-1,-5.485324860E-1
2.160251560E-1,1.529268920E-1,-3.317396939E-1,-5.597177148E-1
2.180251560E-1,1.752974242E-1,-3.770133853E-1,-5.682398677E-1
2.200251560E-1,1.987332255E-1,-4.148302376E-1,-5.762293339E-1
