"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.130200003E-2,-2.643626034E-1,-2.482411265E-2,-6.268169880E-1
2.134799998E-2,-5.323623419E-1,3.209145367E-2,-8.087994456E-1
3.139399999E-2,-7.895478010E-1,1.342686862E-1,-1.039003730E0
4.144000000E-2,-1.027229905E0,2.750218213E-1,-1.319078445E0
5.148600001E-2,-1.248366833E0,4.363313615E-1,-1.629638195E0
6.153200002E-2,-1.465933084E0,5.904387236E-1,-1.930286527E0
7.157800003E-2,-1.677929163E0,7.200790048E-1,-2.190176725E0
8.162399998E-2,-1.882315040E0,8.843671083E-1,-2.361179113E0
9.166999999E-2,-2.045762539E0,1.081255436E0,-2.440950155E0
1.017160000E-1,-2.147172451E0,1.170110822E0,-2.448485136E0
1.117620000E-1,-2.134021759E0,1.160004973E0,-2.385927200E0
1.218080000E-1,-2.022805929E0,9.836435318E-1,-2.318979502E0
1.318540000E-1,-1.823477030E0,6.273477077E-1,-2.271436453E0
1.419000000E-1,-1.658244967E0,1.016999874E-2,-2.327973843E0
1.519460000E-1,-1.495314121E0,-9.505592585E-1,-2.419182301E0
1.619920000E-1,-1.304221630E0,-1.781825304E0,-2.343780041E0
1.720380000E-1,-1.257225633E0,-2.478864193E0,-2.177782059E0
1.820840000E-1,-1.312143087E0,-2.412400961E0,-2.013657331E0
1.921300000E-1,-1.239196181E0,-2.099533558E0,-1.833145499E0
2.021760000E-1,-1.003055692E0,-1.944759965E0,-1.647826910E0
2.122220000E-1,-7.443218827E-1,-1.824172854E0,-1.560811877E0
2.222680000E-1,-4.816367626E-1,-1.715848088E0,-1.596728444E0
2.323140000E-1,-1.816151589E-1,-1.595270514E0,-1.664847016E0
2.423600000E-1,1.609056443E-1,-1.525092721E0,-1.760337234E0
2.524060000E-1,5.517174006E-1,-1.521475911E0,-1.881339073E0
2.624520000E-1,9.856261611E-1,-1.612680316E0,-1.988872766E0
2.724980000E-1,1.349295378E0,-1.828694105E0,-1.999150753E0
2.825440000E-1,1.243158340E0,-2.422384262E0,-1.672424436E0
2.925900000E-1,6.431897283E-1,-2.796372414E0,-1.071122885E0
3.026360000E-1,-1.217779741E-1,-2.165673971E0,-5.946440697E-1
