"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.551210000E-1,-8.976653963E-2,-2.320152521E0,1.737089902E-1
1.651000000E-1,-2.817543447E-1,-2.761699915E0,2.136566788E-1
1.751100000E-1,-5.870082378E-1,-3.271570206E0,1.703536510E-1
1.850890000E-1,-9.035561085E-1,-3.546725988E0,2.818638273E-2
1.950680000E-1,-1.164895535E0,-3.578562975E0,-1.692272350E-2
2.050480000E-1,-1.324115992E0,-3.441973686E0,7.488150150E-2
2.150570000E-1,-1.364901900E0,-3.305192232E0,2.660641372E-1
2.250370000E-1,-1.340501189E0,-3.406620979E0,4.578942955E-1
2.350160000E-1,-1.265981913E0,-3.854473829E0,6.221559644E-1
2.450260000E-1,-1.112413406E0,-4.376099110E0,7.445908189E-1
2.550050000E-1,-7.461834550E-1,-4.327895641E0,1.263448954E0
2.649840000E-1,-1.804196388E-1,-3.750008345E0,1.894419193E0
2.749940000E-1,3.609767854E-1,-3.397494793E0,2.015776873E0
2.849730000E-1,6.386390328E-1,-3.330312014E0,1.882654548E0
2.949520000E-1,5.600828528E-1,-3.394447088E0,1.649843931E0
3.049620000E-1,2.060672790E-1,-3.141411781E0,1.538479090E0
3.149410000E-1,-3.323431611E-1,-2.626588583E0,1.589625239E0
3.249210000E-1,-9.832906127E-1,-2.034343958E0,1.739626765E0
3.349300000E-1,-1.605178475E0,-1.710702419E0,1.790255547E0
3.449100000E-1,-2.048586369E0,-1.837878227E0,1.676436543E0
3.548890000E-1,-2.243257046E0,-2.281445503E0,1.619121194E0
3.648990000E-1,-2.224644423E0,-2.846685886E0,1.839841366E0
3.748780000E-1,-2.063066721E0,-3.536877155E0,2.210966587E0
3.848570000E-1,-1.831959367E0,-3.934576035E0,2.542984247E0
3.948670000E-1,-1.597860336E0,-3.757028341E0,2.721302032E0
4.048460000E-1,-1.452206969E0,-3.196400166E0,2.777943373E0
4.148250000E-1,-1.546016932E0,-2.689715147E0,2.824722528E0
4.248350000E-1,-1.830897093E0,-2.685888529E0,2.983777046E0
4.348140000E-1,-2.022041798E0,-2.959179878E0,3.300940752E0
4.447940000E-1,-2.089882851E0,-3.285883188E0,3.773778200E0
4.547730000E-1,-2.127751350E0,-3.364234209E0,4.304659367E0
4.647830000E-1,-2.180114031E0,-3.129084826E0,4.790860653E0
4.747620000E-1,-2.224325895E0,-2.690660954E0,5.162769318E0
4.847410000E-1,-2.174329758E0,-2.191554070E0,5.473448277E0
4.947510000E-1,-2.000095606E0,-1.908494473E0,5.552151680E0
5.047300000E-1,-1.509817123E0,-1.899724483E0,5.290282726E0
5.147090000E-1,-7.823749781E-1,-1.707593203E0,4.902267456E0
5.247190000E-1,-2.104076147E-1,-1.195114970E0,4.489852428E0
5.346980000E-1,7.660381030E-3,-4.564962387E-1,4.160082340E0
5.446780000E-1,-8.495290577E-2,3.618257642E-1,3.941896200E0
5.546880000E-1,-5.294604897E-1,1.092306614E0,3.789899111E0
5.646670000E-1,-1.021778345E0,1.748731017E0,3.527385235E0
5.746460000E-1,-1.198645353E0,2.141916752E0,3.101253986E0
5.846560000E-1,-9.769383073E-1,2.190819025E0,2.564067364E0
5.946350000E-1,-5.909807682E-1,2.167965889E0,2.033972025E0
6.046140000E-1,-3.186789155E-1,2.188830137E0,1.614943027E0
6.146240000E-1,-2.381489575E-1,2.329801321E0,1.308802247E0
6.246030000E-1,-3.238223195E-1,2.486688852E0,1.005398393E0
6.345830000E-1,-4.280792177E-1,2.483749390E0,6.401597857E-1
6.445920000E-1,-3.936853111E-1,2.394003868E0,2.906731069E-1
6.545720000E-1,-3.402442932E-1,2.313492298E0,-2.869672887E-2
6.645510000E-1,-3.421745598E-1,2.223402500E0,-2.345617414E-1
6.745610000E-1,-3.931023479E-1,1.931203842E0,-4.519007504E-1
6.845400000E-1,-8.169031739E-1,1.519112945E0,-8.970020413E-1
6.945190000E-1,-1.043378711E0,1.144556284E0,-9.417086244E-1
7.044980000E-1,-8.225713372E-1,1.100638866E0,-8.662543297E-1
7.145080000E-1,-9.280097485E-2,1.252770424E0,-8.088651896E-1
7.244870000E-1,-2.527341843E-1,8.117882609E-1,-8.104766607E-1
7.344670000E-1,-2.488046885E0,-7.387446761E-1,-7.171571851E-1
7.444760000E-1,-2.304162025E0,-6.480512023E-1,-3.555374444E-1
7.544560000E-1,-1.500104427E0,-3.791491091E-1,-1.869189739E-1
7.644350000E-1,-8.623242378E-1,-4.586881697E-1,-3.484761715E-1
7.744450000E-1,-3.522724807E-1,-7.819016576E-1,-5.415919423E-1
7.844240000E-1,-6.015301496E-2,-1.198861837E0,-6.515834332E-1
7.944030000E-1,-4.341325536E-2,-1.527845383E0,-5.891563296E-1
8.044130000E-1,-2.031254172E-1,-1.633846641E0,-4.036439657E-1
8.143920000E-1,-4.873180687E-1,-1.570727468E0,-8.714412153E-2
8.243710000E-1,-6.972904801E-1,-1.087103009E0,9.553168714E-2
8.343810000E-1,-6.337324977E-1,-7.335132957E-1,2.860636711E-1
8.443600000E-1,-4.450795054E-1,-8.157429099E-1,4.824454188E-1
8.543400000E-1,-2.575317323E-1,-8.262054324E-1,4.640370011E-1
8.643490000E-1,1.187177002E-2,-5.759593844E-1,2.316575646E-1
8.743290000E-1,3.160972893E-1,-2.436387390E-1,-8.436070383E-2
8.843080000E-1,3.463760912E-1,-3.981225789E-1,-4.455284029E-2
8.943180000E-1,1.401060373E-1,-6.486272216E-1,-1.034793034E-1
9.042970000E-1,5.963335037E-1,-8.062072992E-1,-3.519628942E-1
9.142760000E-1,8.917308450E-1,-1.026103020E0,-5.057418942E-1
9.242860000E-1,6.326870322E-1,-9.969060421E-1,-6.478193998E-1
9.342475417E-1,6.790599227E-1,-4.560495913E-1,-1.232523203E0
9.442265417E-1,4.837655425E-1,-5.280287266E-1,-1.487565875E0
9.542365417E-1,1.083221793E0,-5.377965048E-2,-2.091286659E0
9.642155417E-1,7.801223993E-1,-1.061246172E-1,-1.610802293E0
9.741955417E-1,4.494075477E-1,9.668853879E-2,-9.362540841E-1
9.841745417E-1,-1.199848130E-1,-5.851001143E-1,3.250322118E-2
9.941845417E-1,-2.418209463E-1,-1.638315558E0,2.035678774E-1
1.004163542E0,3.780936077E-2,-2.366706848E0,1.324992925E-1
1.014142542E0,-5.269529670E-2,-3.272930384E0,6.761181355E-2
1.024152542E0,-3.918888271E-1,-3.227968216E0,5.214523152E-2
1.034131542E0,-9.779999852E-1,-2.105832577E0,2.659904063E-1
1.044110542E0,-1.429897666E0,-1.236712813E0,6.452847123E-1
1.054120542E0,-1.688790202E0,-9.547455907E-1,8.883449435E-1
1.064099542E0,-1.839058280E0,-1.352313042E0,1.053374171E0
1.074079542E0,-2.144853830E0,-2.028568983E0,1.318446398E0
1.084088542E0,-2.946143627E0,-2.557888508E0,3.191893816E0
1.094068542E0,-1.662742853E0,-1.053045988E0,3.229393005E0
1.104047542E0,-1.138516426E0,-1.997985959E0,1.777149796E0
1.114057542E0,-3.840403557E-1,-1.400691032E0,-8.225599527E-1
1.124036542E0,1.587054729E-1,-5.207219124E-1,-9.678508639E-1
1.134015542E0,-5.505101085E-1,6.479514390E-2,1.238237321E-1
1.144025542E0,-1.295893073E0,1.493238658E-1,1.406663895E0
1.154004542E0,-7.838320732E-1,3.057716489E-1,1.183745742E0
1.163983542E0,-6.019480899E-2,-3.987076879E-1,6.254113317E-1
1.173993542E0,-2.252823487E-2,-1.410052538E0,2.112031460E0
1.183972542E0,-1.804147959E-1,-1.467090726E0,2.733302593E0
1.193952542E0,2.659730613E-1,-1.427424669E0,1.877387524E0
1.203961542E0,7.643321157E-2,-1.189412951E0,1.095976353E0
1.213941542E0,-3.468570709E-1,-8.371052146E-1,1.298043370E0
1.223920542E0,-6.249683499E-1,-8.597343564E-1,1.587415338E0
1.233930542E0,-7.748725414E-1,-1.054764867E0,1.751806498E0
1.243909542E0,-8.794474602E-1,-8.503845334E-1,2.049517155E0
1.253888542E0,-9.186430573E-1,-3.625321686E-1,2.178221464E0
1.263898542E0,-1.043075323E0,1.678566039E-1,2.354380846E0
1.273877542E0,-1.087719560E0,5.952446461E-1,2.322678089E0
1.283857542E0,-1.138583302E0,1.280218363E0,2.520723820E0
1.293836542E0,-1.445566654E0,1.990558982E0,2.604049683E0
1.303846542E0,-1.872997880E0,2.626095057E0,2.260476589E0
1.313825542E0,-1.786519885E0,2.348154545E0,1.821946502E0
1.323804542E0,-1.292824388E0,1.642901301E0,1.435222268E0
1.333814542E0,-7.935371399E-1,1.018370628E0,1.263765335E0
1.343793542E0,-4.743902683E-1,8.494966626E-1,1.107536912E0
1.353772542E0,-3.342145979E-1,8.833049536E-1,1.271645188E0
1.363782542E0,-3.417454660E-1,1.004419327E0,1.458606482E0
1.373761542E0,-3.271286190E-1,1.146094203E0,1.365083933E0
1.383741542E0,-2.007022202E-1,9.605464935E-1,1.112454057E0
1.393750542E0,6.375224143E-2,5.736159086E-1,6.668198109E-1
1.403730542E0,2.090969235E-1,3.067554533E-1,1.945883632E-1
1.413709542E0,2.431871891E-1,1.937915981E-1,-1.254177094E-1
1.423719542E0,1.370841861E-1,1.019918919E-1,-4.587919414E-1
1.433698542E0,-3.838498518E-2,-3.753290772E-1,-9.262830019E-1
1.443677542E0,-3.970872164E-1,-1.258289456E0,-5.215014219E-1
1.453687542E0,-9.640709758E-1,-1.624962449E0,4.521596730E-1
1.463666542E0,-1.582665443E0,-1.619639874E0,1.151147604E0
1.473645542E0,-2.241271734E0,-1.381636739E0,1.552839518E0
1.483655542E0,-2.410883665E0,-3.235968649E-1,1.389099598E0
1.493634542E0,-2.581409931E0,-1.119324937E-1,8.907560706E-1
