"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.475999999E-3,3.666694760E-1,-1.110748410E0,-5.589910746E-1
1.744299999E-2,1.449256390E-1,-1.516045332E0,-6.616154909E-1
2.740899997E-2,-7.191953808E-2,-1.950339675E0,-7.346972227E-1
3.737599996E-2,-2.304061204E-1,-2.263314486E0,-7.698155046E-1
4.734200001E-2,-2.783474922E-1,-2.480089426E0,-7.521691322E-1
5.730799999E-2,-2.031062692E-1,-2.572114944E0,-7.171525955E-1
6.727499998E-2,-4.161676019E-2,-2.574290037E0,-7.060305476E-1
7.724099996E-2,1.261501461E-1,-2.459880590E0,-7.064121366E-1
8.720799995E-2,2.069789171E-1,-2.255328894E0,-6.616539955E-1
9.717399999E-2,1.679036915E-1,-1.931797981E0,-5.128301382E-1
1.071400000E-1,8.816756308E-2,-1.603303790E0,-3.580681384E-1
1.171070000E-1,-1.425308548E-2,-1.375331879E0,-2.493823916E-1
1.270730000E-1,-1.796442419E-1,-1.274915338E0,-2.008233070E-1
1.370400000E-1,-3.931554556E-1,-1.275282502E0,-2.071371377E-1
1.470060000E-1,-6.462615728E-1,-1.402011037E0,-2.668312788E-1
1.569720000E-1,-9.286003113E-1,-1.622577667E0,-3.759497702E-1
1.669390000E-1,-9.820483327E-1,-1.838739634E0,-5.102315545E-1
1.769050000E-1,-8.592001796E-1,-1.887787938E0,-5.898762941E-1
1.868720000E-1,-7.501427531E-1,-1.725217462E0,-5.584177375E-1
1.968380000E-1,-6.312962174E-1,-1.488475800E0,-5.256025195E-1
2.068040000E-1,-4.778944254E-1,-1.250862479E0,-4.677803218E-1
2.167710000E-1,-3.213942945E-1,-9.586910009E-1,-4.281050861E-1
2.267370000E-1,-2.194516957E-1,-7.502769828E-1,-3.814988136E-1
2.367040000E-1,-1.704383492E-1,-6.146501303E-1,-3.028780520E-1
2.466700000E-1,-2.049789280E-1,-6.194887757E-1,-1.877006292E-1
2.566370000E-1,-4.204936326E-1,-7.969051600E-1,-1.052073464E-1
2.666030000E-1,-6.711265445E-1,-1.096685529E0,-1.495234072E-1
2.765690000E-1,-3.355730176E-1,-9.116649032E-1,-1.960376352E-1
2.865360000E-1,-1.338361762E-3,-6.334668398E-1,-6.593738496E-2
2.965020000E-1,1.099290401E-1,-5.383493900E-1,1.359483302E-1
3.064690000E-1,1.790655404E-1,-4.426988661E-1,2.788656354E-1
3.164350000E-1,3.139173687E-1,-2.501515150E-1,3.451501429E-1
3.264010000E-1,4.359313250E-1,-3.168920428E-2,3.849173188E-1
3.363680000E-1,4.341930747E-1,-8.639693260E-2,4.127619863E-1
3.463340000E-1,4.032065272E-1,-2.286151350E-1,4.371859431E-1
3.563010000E-1,3.532504141E-1,-2.353944778E-1,4.943477809E-1
3.662670000E-1,3.501744270E-1,-2.645626962E-1,5.235771537E-1
3.762330000E-1,3.422432840E-1,-3.327396214E-1,6.190866232E-1
