"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.378906880E-1,1.599375606E0,4.369551659E0,7.812518597E0
1.398906880E-1,1.599375606E0,4.369551659E0,7.812518597E0
1.418906880E-1,1.599375606E0,4.369551659E0,7.812518597E0
1.438906880E-1,1.599375606E0,4.369551659E0,7.812518597E0
1.458906880E-1,4.247443676E0,4.415042877E0,9.330489159E0
1.478904880E-1,4.166038036E0,4.594613552E0,9.428654671E0
1.498903210E-1,3.981678963E0,4.774183750E0,9.584281921E0
1.518901780E-1,3.895485163E0,4.860377789E0,9.617801666E0
1.538900530E-1,3.706337452E0,5.030371189E0,9.562733650E0
1.558899410E-1,3.495641232E0,5.193181992E0,9.481328011E0
1.578898410E-1,3.421418667E0,5.238673210E0,9.411893845E0
1.598897500E-1,3.351984739E0,5.236279011E0,9.225140572E0
1.618896660E-1,3.325647593E0,5.097411156E0,8.988107681E0
1.638895890E-1,3.316070557E0,5.006428719E0,8.882759094E0
1.658895170E-1,3.301704884E0,4.812492371E0,8.724737167E0
1.678894500E-1,3.270579338E0,4.616161823E0,8.638543129E0
1.698893870E-1,3.253819466E0,4.553910732E0,8.593051910E0
1.718893280E-1,3.222693920E0,4.441379547E0,8.566715240E0
1.738892720E-1,3.205934048E0,4.424619675E0,8.542772293E0
1.758892190E-1,3.227482557E0,4.429408550E0,8.461367607E0
1.778892190E-1,3.241847992E0,4.506025314E0,8.308133125E0
1.798892190E-1,3.265790939E0,4.534756660E0,8.217150688E0
1.818892190E-1,3.229876757E0,4.522785187E0,8.166871071E0
1.838892190E-1,3.158048391E0,4.450956821E0,8.243488312E0
1.858892190E-1,3.138894320E0,4.407859802E0,8.248276711E0
1.878892190E-1,3.112557173E0,4.352791786E0,8.159688950E0
1.898892190E-1,3.107768774E0,4.381523132E0,7.848433018E0
1.918892190E-1,3.170019865E0,4.462928295E0,7.628159523E0
1.938891830E-1,3.392687321E0,4.671230316E0,7.005648136E0
1.958891480E-1,3.490852594E0,4.723904133E0,6.727912426E0
1.978891140E-1,3.612960577E0,4.745452881E0,6.445387840E0
1.998890800E-1,3.689577579E0,4.692778587E0,6.308914185E0
2.018890460E-1,3.727885962E0,4.661653042E0,6.275394440E0
2.038890120E-1,3.754222870E0,4.608979225E0,6.316096783E0
2.058889780E-1,3.763799906E0,4.570670605E0,6.411868095E0
2.078889780E-1,3.761405706E0,4.561093330E0,6.438204765E0
2.098889780E-1,3.735068798E0,4.575459003E0,6.438204765E0
2.118889780E-1,3.672817469E0,4.628133297E0,6.481301785E0
2.138889780E-1,3.615355015E0,4.664047241E0,6.557918549E0
2.158889780E-1,3.517189741E0,4.747847080E0,6.687209606E0
2.178889780E-1,3.510006905E0,4.786155224E0,6.739883423E0
2.198889780E-1,3.510006905E0,4.846012115E0,6.941002846E0
2.218889780E-1,3.512401104E0,4.889109135E0,7.288172722E0
2.238889780E-1,3.505218267E0,4.891503334E0,7.436617374E0
2.258890110E-1,3.462121487E0,4.889109135E0,7.750267506E0
2.278890440E-1,3.335224867E0,4.877137661E0,8.063917160E0
2.298890770E-1,3.253819466E0,4.869955063E0,8.202785492E0
2.318891100E-1,3.162837029E0,4.886714935E0,8.351230621E0
2.338891430E-1,3.122134447E0,4.896292210E0,8.391933441E0
2.358891760E-1,3.124528646E0,4.903474808E0,8.375173569E0
2.378891760E-1,3.170019865E0,4.934600353E0,8.265036583E0
2.398891420E-1,3.205934048E0,4.948966026E0,8.186025620E0
2.418891080E-1,3.280156374E0,4.975303173E0,8.068706512E0
2.438890740E-1,3.351984739E0,4.987274647E0,8.032792091E0
2.458890400E-1,3.371139050E0,4.953754425E0,8.059128761E0
2.478890060E-1,3.399870157E0,4.862771988E0,8.152505875E0
2.498889720E-1,3.419024467E0,4.853195190E0,8.260248184E0
2.518889380E-1,3.442967176E0,4.908263206E0,8.310527802E0
2.538889380E-1,3.536343813E0,5.013611317E0,8.308133125E0
2.558889380E-1,3.541132450E0,5.016005516E0,8.324893951E0
2.578889380E-1,3.505218267E0,4.972908974E0,8.365595818E0
2.598889380E-1,3.454938650E0,4.948966026E0,8.399115562E0
2.618889380E-1,3.464515686E0,4.970514297E0,8.356019020E0
2.638889380E-1,3.541132450E0,5.008822918E0,8.217150688E0
2.658889380E-1,3.586623669E0,5.030371189E0,8.123774529E0
2.678889380E-1,3.603383541E0,5.042342663E0,8.066311836E0
2.698889380E-1,3.615355015E0,5.078257084E0,7.915472507E0
2.718889380E-1,3.639297724E0,5.095016956E0,7.723930359E0
2.738889380E-1,3.648874760E0,5.111776829E0,7.585062504E0
2.758889380E-1,3.689577579E0,5.138113976E0,7.309720993E0
2.778889380E-1,3.691971779E0,5.104593754E0,7.077476501E0
2.798889380E-1,3.668029070E0,5.099805355E0,6.984099388E0
2.818889380E-1,3.620143414E0,5.099805355E0,6.790163517E0
2.838889380E-1,3.536343813E0,5.104593754E0,6.723123550E0
2.858889040E-1,3.517189741E0,5.073468208E0,6.624958515E0
2.878889040E-1,3.466909885E0,4.999245644E0,6.569890022E0
