"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.551210000E-1,-1.250665784E-1,-6.413774490E-1,-1.531167626E-1
1.651000000E-1,-1.171386167E-1,-6.499530673E-1,-1.903767735E-1
1.751100000E-1,-1.389990449E-1,-6.373389363E-1,-2.607099116E-1
1.850890000E-1,-1.623349935E-1,-5.881130695E-1,-3.543506563E-1
1.950690000E-1,-1.556849927E-1,-5.931013227E-1,-4.031802118E-1
2.050780000E-1,-1.401129514E-1,-7.734985352E-1,-3.852441013E-1
2.150580000E-1,-6.206746399E-2,-1.031897306E0,-3.185107410E-1
2.250370000E-1,7.527974248E-2,-1.299172163E0,-3.264421523E-1
2.350470000E-1,2.367118001E-1,-1.370728970E0,-3.673353493E-1
2.450260000E-1,2.079368830E-1,-1.099723935E0,-5.401995778E-1
2.550050000E-1,1.292369515E-1,-7.102176547E-1,-8.506174684E-1
2.650150000E-1,1.584712565E-1,-4.358700216E-1,-1.118043303E0
2.749940000E-1,3.566319942E-1,-3.070044816E-1,-1.156160951E0
2.849740000E-1,6.134752035E-1,-1.454845667E-1,-9.899698496E-1
2.949830000E-1,7.291259766E-1,2.329823188E-2,-6.197483540E-1
3.049630000E-1,8.338420391E-1,4.518781975E-2,-2.316861004E-1
3.149420000E-1,1.065764785E0,-3.572769463E-1,5.739618465E-2
3.249520000E-1,1.344304323E0,-1.210746050E0,2.808859944E-1
3.349310000E-1,1.518455982E0,-2.073946953E0,3.183504343E-1
3.449100000E-1,1.372863889E0,-2.901289940E0,8.278400451E-2
3.549200000E-1,9.339092374E-1,-3.147537708E0,-2.605373561E-1
3.648990000E-1,4.247453213E-1,-2.949555159E0,-4.341096878E-1
3.748780000E-1,-2.325967550E-1,-2.604324818E0,-4.825114310E-1
3.848880000E-1,-7.508071661E-1,-2.979041815E0,-2.336869538E-1
3.948670000E-1,-1.242096066E0,-3.670116425E0,3.142381608E-1
4.048470000E-1,-1.523672938E0,-4.593771935E0,6.514369845E-1
4.148560000E-1,-1.618195295E0,-5.170647144E0,7.484520078E-1
4.248360000E-1,-1.723113418E0,-5.371939659E0,1.023435831E0
4.348150000E-1,-1.397107363E0,-4.842849255E0,1.281347871E0
4.448250000E-1,-6.961332560E-1,-4.120087147E0,1.456671953E0
4.548040000E-1,-9.011135995E-2,-4.082097054E0,1.706004977E0
4.647830000E-1,3.824335337E-1,-4.360507011E0,1.781757712E0
4.747930000E-1,6.133672595E-1,-4.577588081E0,1.540812850E0
4.847720000E-1,5.312015414E-1,-4.402562618E0,1.197277665E0
4.947510000E-1,2.497584522E-1,-4.138283253E0,9.759284854E-1
5.047610000E-1,-7.048426569E-2,-4.080554962E0,8.508970737E-1
5.147400000E-1,-3.272891045E-1,-4.179628372E0,8.795210123E-1
5.247200000E-1,-4.892819822E-1,-4.513760567E0,1.093768954E0
5.347290000E-1,-5.839002728E-1,-5.194626331E0,1.182473421E0
5.447090000E-1,-6.836583018E-1,-6.111137390E0,1.167735696E0
5.546880000E-1,-8.117634654E-1,-6.715414524E0,1.275895119E0
5.646980000E-1,-9.832206964E-1,-6.866129398E0,1.835653782E0
5.746770000E-1,-1.197850823E0,-6.768177986E0,2.634844303E0
5.846560000E-1,-1.543702245E0,-5.784892082E0,3.268723726E0
5.946660000E-1,-2.199180841E0,-3.686946630E0,3.515321970E0
6.046450000E-1,-3.129114151E0,-1.954093695E0,3.587944508E0
6.146240000E-1,-3.309958220E0,2.652116120E-2,3.618438244E0
6.246422500E-1,-3.430037022E0,-3.157674670E-1,3.513271093E0
6.346212500E-1,-3.055926085E0,-1.035111070E0,3.379147291E0
6.446012500E-1,-2.356951237E0,-2.326386213E0,3.154640675E0
6.546102500E-1,-1.726580024E0,-3.158191442E0,3.178054571E0
6.645902500E-1,-1.760973454E0,-2.838908195E0,3.555151939E0
6.745692500E-1,-2.360440731E0,-1.672411203E0,4.041221142E0
6.845792500E-1,-3.016102076E0,-4.434756041E-1,4.332472324E0
6.945582500E-1,-3.477877140E0,6.224160790E-1,4.429391861E0
7.045372500E-1,-3.639437675E0,1.052431107E0,4.240144730E0
7.145472500E-1,-3.326293945E0,7.069534063E-1,3.744714022E0
7.245262500E-1,-2.629591227E0,-4.613473266E-2,3.053070068E0
7.345052500E-1,-2.164030313E0,-4.920677841E-1,2.565357685E0
7.445152500E-1,-2.233695984E0,-2.876334190E-1,2.241268396E0
7.544942500E-1,-2.539638996E0,5.908487439E-1,2.173798084E0
7.644742500E-1,-2.909203768E0,1.432770371E0,2.339919806E0
7.744832500E-1,-3.059186459E0,1.992329121E0,2.481134892E0
7.844632500E-1,-2.855065584E0,2.293084145E0,2.714432240E0
7.944422500E-1,-2.346561432E0,2.272350311E0,2.907665014E0
8.044522500E-1,-1.699027300E0,1.955884576E0,2.669611692E0
8.144312500E-1,-1.128442883E0,1.628490329E0,2.087199211E0
8.244412500E-1,-7.029962540E-1,1.245876908E0,1.373296380E0
8.344202500E-1,-4.491086900E-1,1.213904262E0,6.529997587E-1
8.443992500E-1,-3.936845958E-1,1.604904532E0,2.040789276E-1
8.544092500E-1,-4.973614514E-1,2.165246487E0,7.896135002E-2
8.643882500E-1,-6.648939252E-1,2.659947395E0,1.267180871E-2
8.743672500E-1,-8.765362501E-1,3.371613503E0,1.604207791E-2
8.843772500E-1,-1.137270331E0,3.540858507E0,-6.119838357E-2
8.943572500E-1,-1.340270996E0,2.958881140E0,-2.947898805E-1
9.043362500E-1,-1.321823478E0,1.782134891E0,-7.210664153E-1
9.143462500E-1,-1.109025955E0,1.050528765E0,-9.423202276E-1
9.243252500E-1,-8.693255186E-1,1.249775529E0,-6.119210124E-1
9.343042500E-1,-5.776814222E-1,2.061910868E0,4.022558630E-1
9.443142500E-1,-5.271111056E-2,2.413014650E0,1.144267678E0
9.542932500E-1,1.447467208E-1,2.568073273E0,9.385675788E-1
9.642722500E-1,1.009064168E-2,1.703757286E0,8.623121977E-1
9.742822500E-1,2.323862314E-1,7.672862411E-1,1.532798171E0
9.842612500E-1,4.154995978E-1,7.139481306E-1,1.572714329E0
9.942412500E-1,6.709008217E-1,4.033607543E-1,1.382010818E0
1.004250250E0,7.211299539E-1,3.330301344E-1,1.188361406E0
1.014230250E0,6.705409288E-1,2.502524853E-1,1.254670024E0
1.024209250E0,6.989611387E-1,2.725098729E-1,1.282323241E0
1.034219250E0,7.574695349E-1,3.914227188E-1,1.276249647E0
1.044198250E0,5.764736533E-1,3.891209662E-1,1.422393799E0
1.054177250E0,3.488782346E-1,4.570484161E-1,1.585487962E0
1.064187250E0,3.308267891E-1,1.139645725E-1,1.664132476E0
1.074166250E0,4.447776377E-1,-1.155931130E-1,1.540713787E0
1.084145250E0,2.360278815E-1,-1.250630319E-1,1.563583970E0
1.094155250E0,9.961942583E-2,-1.971693486E-1,1.592426777E0
1.104134250E0,4.384704530E-1,-1.873854250E-1,1.450541258E0
1.114114250E0,1.014307618E0,5.238106847E-2,1.286949515E0
1.124123250E0,1.268984079E0,4.259157479E-1,1.313128471E0
1.134103250E0,1.204177976E0,7.602582574E-1,1.310264587E0
1.144082250E0,8.761100769E-1,8.350486159E-1,1.201788425E0
1.154092250E0,5.004391074E-1,8.974677920E-1,1.201046228E0
1.164071250E0,1.529093534E-1,7.682586908E-1,1.308079243E0
1.174050250E0,-2.188482136E-1,7.828015685E-1,1.409720302E0
1.184060250E0,-7.317123413E-1,1.283102751E0,1.546669602E0
1.194039250E0,-6.153225303E-1,1.298362494E0,1.570826173E0
1.204018250E0,-5.274419188E-1,1.369110107E0,1.740159869E0
1.214028250E0,-4.441242218E-1,1.218754649E0,2.235137463E0
1.224007250E0,-5.313906670E-1,7.072310448E-1,2.684235096E0
1.233987250E0,-7.768884301E-1,4.450241029E-1,2.866914511E0
1.243996250E0,-1.273992181E0,9.238274097E-1,2.824155807E0
1.253976250E0,-1.358832955E0,1.839855075E0,2.447034836E0
1.263955250E0,-1.087595582E0,1.253173709E0,1.072015166E0
1.273965250E0,-6.270859838E-1,1.205269575E0,-3.525303602E-1
1.283944250E0,-3.286422789E-1,1.314801574E0,-2.873441875E-1
1.293923250E0,-5.695329234E-2,9.186766744E-1,-3.940734267E-1
1.303933250E0,3.404883444E-1,1.177933365E-1,-5.422742963E-1
1.313912250E0,5.276116729E-1,9.949619174E-1,-1.483854055E-1
1.323891250E0,-1.322472245E-1,4.861697555E-1,-3.300830424E-1
1.333901250E0,7.434999347E-1,7.780230641E-1,-4.515025914E-1
1.343880250E0,6.663298011E-1,1.159280300E0,-4.383505583E-1
1.353860250E0,3.399639130E-1,9.813885093E-1,-1.872612238E-1
1.363869250E0,6.201974154E-1,9.334641695E-1,5.283766612E-2
1.373849250E0,7.397187948E-1,1.118783236E0,4.414677620E-1
1.383828250E0,-4.800159633E-1,3.317076683E0,1.099202991E0
1.393838250E0,-2.596164942E0,6.697218418E0,1.581113577E0
1.403817250E0,-5.534998775E-1,2.772606373E0,4.292719960E-1
1.413796250E0,-1.224222332E-1,3.490990102E-1,-1.746264994E-1
1.423806250E0,-5.326486230E-1,-4.560483396E-1,-3.173919022E-1
1.433785250E0,-5.682657957E-1,-1.048871040E0,-3.914550543E-1
1.443764250E0,-8.160321712E-1,-1.321182966E0,-5.430983305E-1
1.453774250E0,-3.640512824E-1,-9.279134274E-1,3.881212473E-1
1.463753250E0,-5.188030601E-1,-1.041593671E0,2.921102941E-1
1.473733250E0,1.631053835E-1,-1.964215487E-1,9.649657011E-1
1.483742250E0,-3.580813706E-1,-4.546139836E-1,8.027222157E-1
1.493722250E0,-8.813847899E-1,-4.478407502E-1,7.467806339E-1
1.503701250E0,-7.051059008E-1,-4.739280045E-1,7.395578623E-1
1.513711250E0,-4.564493001E-1,-6.058688760E-1,6.635733247E-1
1.523690250E0,-5.851148963E-1,-9.706836343E-1,5.171359181E-1
1.533669250E0,-4.817254841E-1,-1.037741780E0,6.017910242E-1
1.543679250E0,-3.828939795E-1,-9.722176790E-1,6.701029539E-1
1.553658250E0,-1.637784690E-1,-8.476719260E-1,9.227993488E-1
1.563638250E0,2.392140683E-3,-6.843602657E-1,1.322353125E0
1.573647250E0,1.534117907E-1,-6.689662933E-1,1.387872934E0
1.583627250E0,1.226296350E-1,-9.007127285E-1,1.487755299E0
