"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.619550000E-1,-1.007496357E0,5.309063792E-1,1.206760764E0
1.719640000E-1,-1.079078674E0,9.755521268E-2,1.439860106E0
1.819440000E-1,-1.045100093E0,-6.504012346E-1,1.494302869E0
1.919530000E-1,-1.092889190E0,-1.086742043E0,1.417986035E0
2.019330000E-1,-1.320547938E0,-9.940456152E-1,1.267939329E0
2.119120000E-1,-1.464727402E0,-7.746347189E-1,1.081261635E0
2.219220000E-1,-1.319808602E0,-4.663918316E-1,8.949105144E-1
2.319010000E-1,-1.048384547E0,-1.799411625E-1,6.991223693E-1
2.419110000E-1,-4.593428373E-1,2.793897390E-1,2.539857328E-1
2.518900000E-1,-3.315699399E-1,3.662364483E-1,3.063751757E-1
2.619000000E-1,-3.516101539E-1,3.858172297E-1,2.251235843E-1
2.718790000E-1,-4.567371011E-1,-1.092851758E-1,7.944228500E-2
2.818580000E-1,-4.632658660E-1,-4.355636537E-1,-7.701659948E-2
2.918680000E-1,-3.763211370E-1,-4.220268130E-1,-7.571324706E-2
3.018470000E-1,-2.283251733E-1,-1.147262380E-1,1.142792627E-1
3.118570000E-1,-1.160859838E-1,4.010732174E-1,3.459191620E-1
3.218360000E-1,-6.822701544E-2,6.615694761E-1,4.037374556E-1
3.318460000E-1,-3.233293071E-2,5.147011876E-1,3.469745517E-1
3.418250000E-1,-1.007355526E-1,2.284091562E-1,3.080868721E-1
3.518040000E-1,-1.283408105E-1,-3.037978522E-2,2.644238174E-1
3.618140000E-1,-1.124163121E-1,-1.938855499E-1,1.899641752E-1
3.717930000E-1,-1.336065531E-1,-2.044455260E-1,1.416738778E-1
3.818030000E-1,-1.464865059E-1,-1.019262895E-1,1.911727190E-1
3.917830000E-1,-1.792793423E-1,1.080969870E-1,2.665345967E-1
4.017920000E-1,-2.202684730E-1,2.884962559E-1,3.093036115E-1
4.117720000E-1,-2.723889351E-1,4.418344498E-1,3.431499898E-1
4.217510000E-1,-3.751643598E-1,5.621433258E-1,3.581844866E-1
4.317610000E-1,-3.681282699E-1,5.687344074E-1,3.280186057E-1
4.417400000E-1,-2.891398668E-1,4.358731210E-1,2.291086316E-1
4.517500000E-1,-2.338207066E-1,2.435721159E-1,9.282855690E-2
4.617290000E-1,-1.814168245E-1,2.220729738E-1,4.038256034E-2
4.717390000E-1,-9.269467741E-2,4.257387817E-1,1.141846180E-1
4.817180000E-1,-1.491588950E-1,8.041507006E-1,2.488786578E-1
4.916970000E-1,-1.873283982E-1,1.248465300E0,3.005927205E-1
5.017070000E-1,-1.322287172E-1,1.463233590E0,2.296519876E-1
5.116860000E-1,-5.383963883E-2,1.406036973E0,1.115759537E-1
5.216960000E-1,-5.770647526E-2,1.215835810E0,1.427289285E-2
5.316750000E-1,-9.160638601E-2,8.855277300E-1,-1.648501866E-2
5.416850000E-1,-2.572796345E-1,8.647091985E-1,1.792971790E-2
5.516640000E-1,-2.680995166E-1,3.735871613E-1,9.157198668E-2
5.616430000E-1,-4.874288142E-1,-2.397400513E-2,6.565725803E-2
5.716530000E-1,-7.240197659E-1,-1.581667066E-1,1.798836887E-1
5.816320000E-1,-6.603674889E-1,-4.168594629E-2,2.638038099E-1
5.916420000E-1,-4.660405815E-1,9.514780343E-2,1.980308890E-1
6.016210000E-1,-4.003456235E-1,2.412778735E-1,1.492545009E-1
6.116310000E-1,-4.040594101E-1,3.326748908E-1,1.105838120E-1
6.216100000E-1,-4.414743185E-1,4.115953445E-1,7.203730196E-2
6.315900000E-1,-4.929385781E-1,4.939371049E-1,5.572252907E-3
6.415990000E-1,-5.968978405E-1,5.340296030E-1,-1.497144997E-1
6.515790000E-1,-6.737707853E-1,5.208855271E-1,-2.725155354E-1
6.615880000E-1,-6.731421947E-1,3.642657697E-1,-4.261117578E-1
6.715680000E-1,-6.809545755E-1,2.570399642E-1,-5.943495035E-1
6.815770000E-1,-7.482019067E-1,2.623211145E-1,-8.310838342E-1
6.915570000E-1,-8.802566528E-1,5.138441920E-1,-1.106160283E0
7.015660000E-1,-1.014198780E0,8.006364107E-1,-1.350811839E0
7.115460000E-1,-1.136180639E0,1.116965294E0,-1.588524461E0
7.215250000E-1,-1.289529681E0,1.312839270E0,-1.771682024E0
7.315350000E-1,-1.504885554E0,1.338411450E0,-1.860017538E0
7.415140000E-1,-1.787943602E0,1.500919700E0,-1.773852587E0
7.515240000E-1,-1.900573254E0,1.384427190E0,-1.622995138E0
7.615030000E-1,-1.917331696E0,1.584982395E0,-1.503116965E0
7.715130000E-1,-1.932722569E0,1.851826549E0,-1.384185433E0
7.814920000E-1,-1.971658707E0,2.227051973E0,-1.224204421E0
7.914710000E-1,-1.927182674E0,2.735966444E0,-9.252917767E-1
8.014810000E-1,-1.593428135E0,3.186920881E0,-6.367068291E-1
8.114600000E-1,-1.058511138E0,3.331606150E0,-5.830097795E-1
8.214700000E-1,-9.067463279E-1,2.902741432E0,-9.522400498E-1
8.314490000E-1,-1.294991493E0,2.101150751E0,-1.579725981E0
8.414590000E-1,-1.680827141E0,1.837388992E0,-2.276774168E0
8.514380000E-1,-1.800067782E0,2.289364338E0,-2.715468645E0
8.614180000E-1,-1.806134820E0,2.798482895E0,-2.981801748E0
8.714270000E-1,-1.538303852E0,3.478422880E0,-3.138347626E0
8.814070000E-1,-1.413378596E0,3.422971249E0,-3.395368338E0
8.914160000E-1,-1.371227741E0,3.484204054E0,-3.806087971E0
9.013960000E-1,-1.116902232E0,3.665911436E0,-3.837924480E0
9.114050000E-1,-7.367138863E-1,3.687911034E0,-3.830931187E0
9.213850000E-1,-3.107830882E-1,3.830367565E0,-3.891044378E0
9.313640000E-1,2.374668233E-2,4.015415668E0,-4.019134521E0
9.413740000E-1,1.556929946E-1,4.273557186E0,-4.090007305E0
9.513530000E-1,8.570779860E-2,4.360489845E0,-4.130351067E0
9.613630000E-1,-6.843896955E-2,4.461565971E0,-4.238971710E0
9.713420000E-1,-2.187871933E-1,4.562907219E0,-4.354346752E0
9.813520000E-1,-2.633845806E-1,4.322613716E0,-4.361234665E0
9.913310000E-1,-1.684444845E-1,3.889765263E0,-4.198679924E0
1.001310000E0,-3.425030410E-2,3.481934786E0,-3.891056299E0
1.011320000E0,7.738914341E-2,3.264657497E0,-3.530513048E0
1.021299000E0,1.488640457E-1,3.232138157E0,-3.153120995E0
1.031309000E0,1.292631775E-1,3.461176634E0,-2.616037607E0
1.041288000E0,4.177261516E-2,3.685681820E0,-1.957873821E0
1.051298000E0,-1.801110506E-1,3.723239899E0,-1.537438393E0
1.061277000E0,-3.672323227E-1,3.627370834E0,-1.314984441E0
1.071233458E0,-3.108398616E-1,3.491086006E0,-1.190082192E0
1.081243458E0,-2.094463259E-2,3.409071445E0,-1.115525007E0
1.091222458E0,3.729590178E-1,3.457840681E0,-1.051846385E0
1.101232458E0,7.044590712E-1,3.721204519E0,-7.919555306E-1
1.111211458E0,8.937424421E-1,4.101983070E0,-4.102299511E-1
1.121221458E0,9.535940289E-1,4.613823414E0,-4.067819938E-2
1.131200458E0,9.040717483E-1,4.990580559E0,1.734087914E-1
1.141210458E0,7.503305674E-1,5.166614532E0,1.198249459E-1
1.151189458E0,4.308947921E-1,5.089138985E0,-1.290929914E-1
1.161169458E0,9.412982315E-2,4.745487690E0,-3.657383621E-1
1.171178458E0,-1.721969396E-1,4.207048416E0,-4.415180981E-1
