"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,4.237866402E0,-8.794171333E0,6.536370516E-1
2.000000000E-3,4.237866402E0,-8.794171333E0,6.536370516E-1
4.000000000E-3,4.237866402E0,-8.794171333E0,6.536370516E-1
6.000000000E-3,4.237866402E0,-8.794171333E0,6.536370516E-1
8.000000000E-3,-2.202732861E-1,-1.956601334E1,8.499675393E-1
1.000000000E-2,1.915419847E-2,-1.924757576E1,8.834874034E-1
1.200000000E-2,1.268965602E-1,-1.828507614E1,5.339232683E-1
1.399600000E-2,1.125309169E-1,-1.794987869E1,4.142095447E-1
1.599525000E-2,1.125309169E-1,-1.794987869E1,4.142095447E-1
1.799502700E-2,6.943397224E-2,-1.731300163E1,2.681587934E-1
1.999482700E-2,-7.661679387E-2,-1.653007317E1,2.083019018E-1
2.199464500E-2,-8.858817071E-2,-1.599854469E1,1.412622184E-1
2.399447800E-2,-6.703969836E-2,-1.472718430E1,3.112557158E-2
2.599432400E-2,5.746259540E-2,-1.359948063E1,-1.436564922E-1
2.799418100E-2,1.652049571E-1,-1.321160793E1,-1.891477108E-1
2.999391400E-2,1.867534369E-1,-1.278063869E1,-1.795706153E-1
3.199366400E-2,-4.166038036E-1,-1.255318260E1,-4.908263385E-1
3.399189900E-2,-5.626545548E-1,-1.243825722E1,-7.278595567E-1
3.599167600E-2,-6.727912426E-1,-1.233290958E1,-9.744698405E-1
3.799146500E-2,-9.194015265E-1,-1.225389862E1,-1.211503029E0
3.999126500E-2,-1.379102230E0,-1.204799080E1,-1.762186289E0
4.199107400E-2,-1.448536277E0,-1.178462029E1,-2.327235222E0
4.399080100E-2,-1.771763325E0,-1.176546669E1,-2.502017260E0
4.599054000E-2,-2.399063349E0,-1.174870682E1,-2.724684715E0
4.799029000E-2,-3.653663397E0,-1.177264881E1,-2.887495518E0
4.999005000E-2,-4.055901527E0,-1.180377483E1,-2.940169573E0
5.198981900E-2,-7.812518597E0,-1.203841400E1,-2.104567528E0
5.398863300E-2,-7.812518597E0,-1.203841400E1,-2.104567528E0
5.598841800E-2,-5.200365067E0,-1.171997547E1,-1.630501151E0
5.798821100E-2,-1.831620216E0,-1.111182976E1,-1.436564922E0
5.998794400E-2,-8.044763207E-1,-1.084845924E1,-1.371919513E0
6.198767700E-2,2.583422422E0,-1.031692982E1,-1.438959122E0
6.398741000E-2,1.721483588E0,-1.073114014E1,-7.925049663E-1
6.598714300E-2,3.112557232E-1,-1.130815983E1,-2.944957912E-1
6.798687600E-2,-1.845985889E0,-1.293147850E1,1.580221415E0
6.998660900E-2,-1.371919513E0,-1.370243454E1,3.110162973E0
7.198634200E-2,2.657645047E-1,-1.543828392E1,3.440572977E0
7.398614200E-2,2.657645047E-1,-1.543828392E1,3.440572977E0
7.598600800E-2,5.387118459E-1,-1.542391872E1,3.385504484E0
7.798574100E-2,1.058269501E0,-1.503125763E1,4.984879971E0
