"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.246000000E-3,-1.209517382E-2,-6.981336325E-2,-9.149754420E-3
1.121900000E-2,-1.175850164E-2,-6.202508882E-2,-1.349518076E-2
2.119200000E-2,-1.257422753E-2,-5.910892785E-2,-1.485073008E-2
3.116500000E-2,-1.440485101E-2,-5.806747079E-2,-1.405558456E-2
4.113800000E-2,-8.283308707E-3,-5.910477042E-2,-1.343480218E-2
5.111000000E-2,-1.230558660E-2,-5.797715485E-2,-1.072085369E-2
6.108300000E-2,-8.960124105E-3,-5.500799417E-2,-6.024102680E-3
7.105600000E-2,-9.697264060E-3,-5.447915196E-2,1.222725026E-3
8.102900000E-2,-7.075648289E-3,-5.564135686E-2,5.491772201E-3
9.100200000E-2,-9.338733740E-3,-5.511048809E-2,7.228872739E-3
1.009740000E-1,-3.562071361E-3,-5.369341746E-2,7.771358825E-3
1.109470000E-1,4.916695412E-3,-4.630497470E-2,9.153082967E-3
1.209200000E-1,-4.466448445E-4,-4.070807248E-2,7.208443247E-3
1.308930000E-1,-4.558658227E-3,-3.908667713E-2,4.624377005E-3
1.408660000E-1,-9.151278995E-3,-3.853513673E-2,2.563046291E-5
1.508380000E-1,-5.597720854E-3,-2.597150765E-2,-1.492131501E-3
1.608110000E-1,-6.130886264E-3,-1.140934322E-2,1.454123762E-3
1.707840000E-1,-1.654304750E-2,-8.777075447E-3,3.841647413E-3
1.807570000E-1,-3.174383938E-2,-7.996768691E-3,1.862119883E-3
1.907300000E-1,-4.281823337E-2,-4.594577942E-3,-1.636422239E-4
2.007020000E-1,-4.763908684E-2,1.643344294E-3,-3.422020003E-3
2.106750000E-1,-4.971300811E-2,6.328191143E-3,-9.657450020E-3
2.206480000E-1,-4.198318347E-2,6.812619511E-3,-1.424634270E-2
2.306210000E-1,-3.069744632E-2,5.460342392E-3,-1.319013909E-2
2.405940000E-1,-1.082520466E-2,5.609213375E-3,-9.285412729E-3
2.505670000E-1,4.264115356E-3,4.154373892E-4,-1.572196372E-3
2.605390000E-1,2.183964662E-2,-9.270620067E-4,9.146494791E-3
2.705120000E-1,2.232153900E-2,-5.526443943E-3,1.494741999E-2
2.804850000E-1,4.323364235E-3,-1.628454961E-2,1.833309792E-2
2.904580000E-1,-9.787911549E-3,-1.911631785E-2,1.329213008E-2
3.004310000E-1,-1.978169009E-2,-1.947131753E-2,1.093469933E-2
3.104030000E-1,-2.967995778E-2,-1.624729298E-2,7.155300118E-3
3.203760000E-1,-3.099449351E-2,-8.532914333E-3,-1.271138899E-4
3.303490000E-1,-2.417420782E-2,-2.805306343E-3,2.204099670E-3
3.403220000E-1,-2.502215840E-2,-7.263664156E-5,3.501591738E-3
3.502950000E-1,-3.449728712E-2,-6.553848274E-3,5.271111149E-3
3.602670000E-1,-3.928511962E-2,-9.962693788E-3,1.133725978E-2
3.702400000E-1,-4.532661662E-2,-1.297809742E-2,7.011467125E-3
3.802130000E-1,-4.644887522E-2,-8.339404128E-3,-2.677645534E-3
3.901860000E-1,-4.412517324E-2,7.371642161E-3,-1.824280806E-2
4.001590000E-1,-2.686176635E-2,2.435089275E-2,-3.319219872E-2
4.101320000E-1,4.210690968E-3,4.437193274E-2,-4.746652022E-2
4.201040000E-1,3.681870177E-2,5.732315034E-2,-4.944125190E-2
4.300770000E-1,5.502247438E-2,5.591620132E-2,-5.964755267E-2
4.400500000E-1,4.597784579E-2,3.655715287E-2,-6.578534096E-2
4.500230000E-1,1.848361082E-2,1.408760250E-2,-7.188073546E-2
4.599960000E-1,4.007200245E-3,1.356828585E-2,-7.553112507E-2
4.699680000E-1,-1.306576654E-3,2.836152539E-2,-7.592333853E-2
4.799410000E-1,9.072827175E-3,3.738138452E-2,-7.414967567E-2
4.899140000E-1,3.761361912E-2,4.466847330E-2,-7.359228283E-2
4.998870000E-1,7.122564316E-2,4.330413789E-2,-6.634502113E-2
5.098600000E-1,1.075426489E-1,5.319852009E-2,-4.810483381E-2
5.198330000E-1,1.213812307E-1,7.666736096E-2,-3.798322380E-2
5.298050000E-1,1.067541689E-1,9.323597699E-2,-3.251045197E-2
5.397780000E-1,9.153606743E-2,9.798226506E-2,-3.511768579E-2
5.497510000E-1,7.179780304E-2,1.035852134E-1,-3.591401875E-2
5.597240000E-1,5.368697271E-2,1.173825264E-1,-3.568046167E-2
5.696970000E-1,4.487202317E-2,1.253200024E-1,-3.851922229E-2
5.796690000E-1,6.124060974E-2,1.146335304E-1,-4.950262979E-2
5.896420000E-1,7.259111851E-2,9.858154505E-2,-6.037531421E-2
5.996150000E-1,7.496666163E-2,9.228236973E-2,-7.238803059E-2
6.095880000E-1,6.770385802E-2,9.933896363E-2,-8.108720928E-2
6.195610000E-1,6.500607729E-2,1.220389456E-1,-8.173515648E-2
6.295330000E-1,7.074471563E-2,1.332014203E-1,-7.414416224E-2
6.395060000E-1,6.536006927E-2,1.203093231E-1,-6.521964073E-2
6.494790000E-1,5.280211940E-2,8.463887870E-2,-5.422681198E-2
6.594520000E-1,3.607187420E-2,3.610836342E-2,-5.807268247E-2
6.694250000E-1,3.017446958E-2,-2.146508545E-3,-7.746126503E-2
6.793980000E-1,2.203238755E-2,-4.117380455E-2,-1.004672498E-1
6.893700000E-1,1.005192008E-2,-5.712708831E-2,-1.219426021E-1
6.993430000E-1,-7.285559550E-4,-6.161770970E-2,-1.479028165E-1
7.093160000E-1,-7.866628468E-3,-5.315548927E-2,-1.619411111E-1
7.192890000E-1,-1.095802709E-2,-3.492402285E-2,-1.735841930E-1
7.292620000E-1,-5.001748912E-3,-7.830725051E-3,-1.698596179E-1
7.392340000E-1,-3.314902540E-3,1.157386508E-2,-1.653485000E-1
7.492070000E-1,-6.587817334E-3,2.065891214E-2,-1.607520878E-1
7.591800000E-1,-2.311060205E-2,2.675488777E-2,-1.568731964E-1
7.691530000E-1,-4.844388366E-2,3.583216295E-2,-1.597114056E-1
