"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.557960205E0,4.003574524E0,6.372548218E0
9.967000020E-3,-1.335822144E0,4.788542175E0,5.815257111E0
1.993400001E-2,-8.586145020E-1,5.206922150E0,6.243965607E0
2.990100000E-2,-1.734892273E-1,4.370311890E0,7.310048676E0
3.986800002E-2,2.170486450E-1,3.377276917E0,9.144034882E0
4.983500001E-2,1.555265808E-1,3.166215820E0,1.125614273E1
5.980150003E-2,-8.337661743E-2,3.240760803E0,1.266276764E1
6.976850002E-2,-6.813830566E-1,2.953957214E0,1.261591507E1
7.973550001E-2,-1.514700165E0,2.793640594E0,1.171598648E1
8.970250000E-2,-2.341430969E0,3.137325897E0,1.064256866E1
9.966950002E-2,-2.705473938E0,3.677851868E0,9.646689606E0
1.096365000E-1,-2.033670959E0,4.478087769E0,1.014230896E1
1.196035000E-1,-5.706134033E-1,4.294270020E0,1.096140564E1
1.295705000E-1,4.942721558E-1,3.467838593E0,1.174996582E1
1.395375000E-1,8.310717773E-1,3.370989990E0,1.233779343E1
1.495045000E-1,6.252497864E-1,3.422183533E0,1.234452942E1
1.594715000E-1,5.897735596E-2,3.392545166E0,1.214020432E1
1.694385000E-1,-7.493417358E-1,3.644620972E0,1.203033279E1
1.794055000E-1,-1.445993042E0,3.766766968E0,1.158740387E1
1.893725000E-1,-1.823058929E0,3.857777710E0,1.069750443E1
1.993395000E-1,-1.815275116E0,4.004322968E0,9.820029144E0
2.093065000E-1,-1.672023010E0,4.311633911E0,9.540560303E0
2.192735000E-1,-1.301094360E0,4.205953674E0,9.541458435E0
2.292405000E-1,-8.936416626E-1,3.953578491E0,9.951455841E0
2.392075000E-1,-6.601272583E-1,3.874692535E0,1.051218979E1
2.491745000E-1,-6.897656250E-1,3.637585602E0,1.081081879E1
2.591415000E-1,-1.030157776E0,3.421135712E0,1.100691101E1
2.691085000E-1,-1.583257599E0,3.223097534E0,1.092817474E1
2.790755000E-1,-2.062710571E0,3.162623291E0,1.058523788E1
2.890425000E-1,-2.199975128E0,3.043920135E0,1.016371445E1
2.990095000E-1,-2.046095123E0,2.740201721E0,9.836943970E0
3.089765000E-1,-1.687440948E0,2.692600708E0,9.828860779E0
3.189435000E-1,-8.024812317E-1,2.803969116E0,1.085692291E1
3.289105000E-1,3.963757324E-1,2.291135559E0,1.143951141E1
3.388775000E-1,1.105301514E0,1.603764954E0,1.166194885E1
3.488445000E-1,1.245709534E0,1.283730469E0,1.148860931E1
3.588115000E-1,3.255430298E0,9.433383179E-1,1.361987732E1
3.687775000E-1,5.202581177E0,1.339115295E0,1.954021591E1
3.787445000E-1,-5.361849976E-1,3.165467377E0,1.132170639E1
3.887115000E-1,-3.983815613E0,3.589535522E0,6.553521881E0
3.986785000E-1,-2.091899872E0,2.676134949E0,9.066645813E0
4.086455000E-1,-4.251159668E-1,2.157463531E0,9.965077515E0
4.186125000E-1,-1.303339691E0,2.893932037E0,8.767567749E0
