"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.519600000E-2,1.820439696E-1,-1.922673941E0,5.314894319E-1
8.512700000E-2,1.521115601E-1,-1.744912148E0,3.610579967E-1
9.520600000E-2,-1.893070713E-2,-1.647173643E0,1.038837507E-1
1.050540000E-1,-2.675528526E-1,-1.530498385E0,-1.410732120E-1
1.151680000E-1,-4.660840631E-1,-1.353958368E0,-3.108937740E-1
1.250430000E-1,-5.180075765E-1,-1.149318457E0,-3.817541301E-1
1.351870000E-1,-4.404277205E-1,-8.872573376E-1,-3.890845180E-1
1.451550000E-1,-3.652912974E-1,-5.360098481E-1,-3.939714432E-1
1.552730000E-1,-3.732325435E-1,-2.183598876E-1,-4.348994195E-1
1.650970000E-1,-4.911295474E-1,-1.120693386E-1,-5.527964234E-1
1.752260000E-1,-6.401806474E-1,-3.484742045E-1,-7.195625901E-1
1.851810000E-1,-7.501363754E-1,-8.689314127E-1,-8.918266296E-1
1.950810000E-1,-7.654080391E-1,-1.529887557E0,-1.056149364E0
2.050830000E-1,-6.676695943E-1,-2.172517776E0,-1.224748135E0
2.153580000E-1,-4.819665849E-1,-2.720463991E0,-1.416559815E0
2.251140000E-1,-2.663311362E-1,-3.148069620E0,-1.607149839E0
2.353850000E-1,-1.001757830E-1,-3.400357008E0,-1.745205402E0
2.450650000E-1,1.405601576E-2,-3.403411150E0,-1.839889526E0
2.552340000E-1,8.980330825E-2,-3.134630442E0,-1.944347382E0
2.654240000E-1,1.282878220E-1,-2.611119032E0,-2.059190035E0
2.752250000E-1,1.288986802E-1,-1.903737068E0,-2.144711256E0
2.851830000E-1,6.536869705E-2,-1.134657741E0,-2.175865412E0
2.952700000E-1,-8.979107440E-2,-4.633168578E-1,-2.153874159E0
3.051980000E-1,-3.335263133E-1,-7.236310095E-2,-1.971836329E0
3.152860000E-1,-3.243633509E-1,-3.912347555E-1,-1.023162603E0
3.250380000E-1,2.138639987E-2,-1.159092307E0,1.070272565E0
3.353980000E-1,2.186958790E-1,-9.825523496E-1,1.094096303E0
3.450620000E-1,5.308480263E-1,-7.773016095E-1,1.025679350E0
3.550610000E-1,7.666420341E-1,-2.782247066E-1,1.080657244E0
3.652190000E-1,8.417784572E-1,4.499266744E-1,1.222988844E0
3.752680000E-1,7.067772150E-1,9.679403901E-1,1.259029865E0
3.860920000E-1,4.575441778E-1,9.447275400E-1,1.227264881E0
3.950720000E-1,2.266371250E-1,3.955596685E-1,1.130748153E0
4.050730000E-1,7.947362959E-3,-3.924564719E-1,9.358822107E-1
4.153750000E-1,-1.288864613E-1,-1.030199766E0,7.483465672E-1
4.250390000E-1,-1.215560660E-1,-1.372895122E0,4.881179631E-1
4.358900000E-1,3.116024286E-2,-1.352125764E0,1.625268161E-1
4.451720000E-1,2.333566248E-1,-9.275744557E-1,-2.806314453E-2
4.552600000E-1,4.990830123E-1,-1.536081731E-1,-8.243015409E-2
4.654160000E-1,8.063482642E-1,7.119878531E-1,-7.815409452E-2
4.752240000E-1,9.553993940E-1,1.307581544E0,-7.265631109E-2
4.861820000E-1,8.466653824E-1,1.515275717E0,-1.331319660E-1
4.950850000E-1,5.265719891E-1,1.414482951E0,-2.204857022E-1
5.051340000E-1,9.957715124E-2,1.168915153E0,-2.730201185E-1
5.151740000E-1,-3.200872838E-1,9.086864591E-1,-2.974547446E-1
5.251040000E-1,-6.554522514E-1,6.912184358E-1,-3.151698112E-1
5.351970000E-1,-8.857484460E-1,5.397238731E-1,-3.279979825E-1
5.451700000E-1,-1.007310629E0,4.432071447E-1,-3.438805044E-1
5.558220000E-1,-1.071451545E0,4.218268991E-1,-3.334957957E-1
5.651450000E-1,-1.071451545E0,4.706960917E-1,-3.334957957E-1
5.751130000E-1,-1.136814117E0,5.311717391E-1,-2.314812690E-1
5.853670000E-1,-1.207063675E0,4.505375624E-1,-1.404623538E-1
5.951040000E-1,-1.256543756E0,2.568932772E-1,-5.677381158E-2
6.052450000E-1,-1.241882920E0,9.745743871E-2,1.836261153E-2
6.152000000E-1,-1.144144535E0,6.935763359E-2,9.899682552E-2
6.250880000E-1,-9.792108536E-1,1.359419525E-1,1.863505542E-1
6.352040000E-1,-7.990056276E-1,1.591548324E-1,2.529348731E-1
6.451990000E-1,-6.762216687E-1,4.675561935E-2,2.798129320E-1
6.550880000E-1,-6.401806474E-1,-2.342423946E-1,2.706499398E-1
6.651520000E-1,-7.098192573E-1,-9.544525146E-1,2.254459262E-1
6.757760000E-1,-1.275480509E0,-2.778496027E0,3.665499389E-5
6.851060000E-1,-1.743403316E0,-2.805984974E0,2.113960236E-1
6.952080000E-1,-1.511274576E0,-1.340519309E0,1.172897935E0
7.051210000E-1,-1.047016978E0,-3.448089957E-1,1.424574375E0
7.151520000E-1,-6.762216687E-1,-3.063244820E-1,8.973976970E-1
7.251100000E-1,-4.263778329E-1,-6.502416134E-1,5.498153567E-1
7.351220000E-1,-3.090917170E-1,-1.482850909E0,3.665557802E-1
7.451330000E-1,-3.310828507E-1,-2.411365986E0,3.525058925E-1
7.551010000E-1,-4.245452285E-1,-2.852410793E0,4.453574121E-1
7.660930000E-1,-5.277814269E-1,-3.176780224E0,4.087055027E-1
7.752000000E-1,-7.189822793E-1,-3.484045506E0,2.840889692E-1
7.850960000E-1,-9.969259501E-1,-3.634929180E0,1.484769136E-1
7.952230000E-1,-1.312132478E0,-3.485877991E0,-8.365188539E-2
8.051040000E-1,-1.795326829E0,-3.217708111E0,-5.906700492E-1
8.151950000E-1,-2.216823816E0,-3.041168213E0,-1.170381188E0
8.250750000E-1,-2.304177523E0,-2.754061460E0,-2.342020750E0
8.351310000E-1,-2.071438074E0,-2.888451815E0,-2.880803823E0
8.451200000E-1,-1.736683846E0,-3.057050705E0,-3.396985054E0
8.550970000E-1,-1.399486184E0,-3.298953295E0,-3.891785860E0
8.651290000E-1,-1.043962598E0,-3.627598763E0,-4.321224213E0
8.752490000E-1,-6.603391767E-1,-3.878053427E0,-4.655367374E0
8.851660000E-1,-3.622369766E-1,-3.953800917E0,-4.880776882E0
8.951370000E-1,-1.575971246E-1,-3.925090075E0,-5.040212631E0
9.050960000E-1,-1.587638259E-2,-3.876220942E0,-5.149557590E0
9.151440000E-1,1.466137767E-1,-3.809025764E0,-5.256458759E0
9.250590000E-1,3.671361208E-1,-3.757713079E0,-5.395736217E0
9.355740000E-1,6.389712095E-1,-3.764432669E0,-5.551506519E0
9.462890000E-1,9.596754313E-1,-3.899433851E0,-5.638249397E0
9.552870000E-1,1.258388519E0,-4.188983917E0,-5.618701935E0
9.650990000E-1,1.433095932E0,-4.498081684E0,-5.546009064E0
9.750750000E-1,1.442258954E0,-4.744260311E0,-5.472704887E0
9.851120000E-1,1.321918488E0,-4.964782715E0,-5.426890373E0
9.952370000E-1,1.083070159E0,-5.181029320E0,-5.451324940E0
1.005130000E0,7.415965199E-1,-5.303202152E0,-5.543565273E0
1.015658000E0,3.310950696E-1,-5.277545929E0,-5.751870632E0
1.025093000E0,-1.172800139E-1,-5.247613430E0,-6.117778778E0
1.035070000E0,-4.618080258E-1,-5.327636719E0,-6.450089455E0
1.045313000E0,-6.249089837E-1,-5.535330772E0,-6.600973129E0
1.055086000E0,-6.530088186E-1,-5.796170235E0,-6.458030701E0
1.065123000E0,-5.705419779E-1,-5.994090557E0,-6.040198803E0
1.075104000E0,2.321899310E-2,-6.116874695E0,-4.554574490E0
1.085310000E0,5.448979139E-1,-6.140698433E0,-3.753119469E0
1.095091000E0,1.034811854E0,-5.933615208E0,-3.103158712E0
1.105166000E0,1.412326574E0,-5.673997402E0,-2.630959988E0
1.116506000E0,1.634681463E0,-5.383225441E0,-2.302314520E0
1.125102000E0,1.684161544E0,-5.088788509E0,-2.092176914E0
1.135215000E0,1.532666922E0,-4.815731525E0,-1.971836329E0
1.145193000E0,1.182641149E0,-4.451655865E0,-1.793463707E0
1.155213000E0,7.251031995E-1,-4.078417301E0,-1.533846021E0
1.165221000E0,2.205284536E-1,-3.794975758E0,-1.315156221E0
1.175078000E0,-2.449508607E-1,-3.496873617E0,-1.148390055E0
1.185084000E0,-5.424422026E-1,-3.159065247E0,-9.406958222E-1
1.195074000E0,-6.902716160E-1,-2.805984974E0,-7.501058578E-1
1.205183000E0,-7.275343537E-1,-2.366772890E0,-6.419827342E-1
1.215251000E0,-6.670587063E-1,-1.942832470E0,-5.778418779E-1
1.225111000E0,-5.632116199E-1,-1.687490821E0,-4.709404707E-1
1.235165000E0,-5.033468604E-1,-1.573258996E0,-3.487673998E-1
1.245226000E0,-4.972381890E-1,-1.617241263E0,-2.925678194E-1
1.255164000E0,-5.045685768E-1,-1.823102832E0,-2.656897306E-1
1.265132000E0,-5.039576888E-1,-2.021023273E0,-2.265943438E-1
1.275762000E0,-4.349299371E-1,-2.097381353E0,-1.887207031E-1
1.285174000E0,-2.309009433E-1,-2.154191732E0,-2.430877239E-1
1.295673000E0,2.394652963E-1,-2.189621925E0,-3.811432719E-1
1.305167000E0,1.014653206E0,-2.159689665E0,-5.008728504E-1
1.315152000E0,1.933394551E0,-1.908013105E0,-5.717332363E-1
1.325079000E0,3.711623192E0,-7.730255723E-1,-7.055127025E-1
1.335371000E0,4.414118767E0,-3.069353700E-1,-7.531601787E-1
1.345072000E0,4.926023483E0,-2.593734115E-2,-7.311690450E-1
1.355076000E0,5.147767544E0,7.424455881E-2,-7.549927831E-1
1.365131000E0,5.012766361E0,2.354274318E-2,-9.321437478E-1
1.375326000E0,4.607151985E0,1.029552221E-1,-1.203978777E0
1.385243000E0,4.007282257E0,3.020973206E-1,-1.444048762E0
1.395683000E0,3.227818012E0,4.792482257E-1,-1.579050064E0
1.405107000E0,2.519214392E0,5.818735361E-1,-1.645023465E0
1.415456000E0,2.158192873E0,5.372803807E-1,-1.686562300E0
1.425226000E0,2.127649784E0,3.381383419E-1,-1.656019092E0
1.435119000E0,2.020137548E0,5.286427587E-2,-1.427555442E0
1.445425000E0,2.092219591E0,-6.747618318E-2,-1.127620578E0
1.455283000E0,2.510051250E0,-1.860695891E-2,-8.704463243E-1
1.465164000E0,2.467901707E0,4.980994761E-2,-5.747875571E-1
