"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-5.698200226E0,2.685097218E0,1.256596756E1
2.187950000E-2,-4.902127743E0,2.189497471E0,1.326148319E1
3.759125000E-2,-3.963600874E0,1.507149935E0,1.378341961E1
5.046862500E-2,-2.987963676E0,7.254431248E-1,1.324472427E1
6.185631200E-2,-2.545036316E0,1.975216419E-1,1.132098293E1
7.269665600E-2,-2.286462545E0,-3.339911401E-1,9.074024200E0
8.313432800E-2,-1.477222443E0,-1.434126854E0,7.971494675E0
9.322516400E-2,-1.788468719E0,-1.849520802E0,7.201758862E0
1.032595820E-1,-2.169146776E0,-1.642422318E0,7.498639584E0
1.133177910E-1,-2.726995707E0,4.165911078E-1,1.033217716E1
1.233108950E-1,-2.695871115E0,8.439561129E-1,1.043632507E1
1.333779470E-1,-2.535459518E0,8.930372596E-1,1.017535686E1
1.433424730E-1,-2.067393064E0,6.320692301E-1,9.962273598E0
1.533032360E-1,-1.965639591E0,3.076549172E-1,1.077510452E1
1.632926180E-1,-2.018311977E0,8.379706182E-3,1.153167248E1
1.733598090E-1,-1.974019289E0,-2.597708702E-1,1.202966690E1
1.833354040E-1,-1.742978811E0,-5.303156972E-1,1.223915863E1
1.932992020E-1,-1.383848548E0,-7.541735172E-1,1.231457615E1
2.033061010E-1,-1.010353088E0,-7.745242715E-1,1.207276249E1
2.132710500E-1,-7.553706169E-1,-8.690952063E-1,1.123239708E1
2.233250250E-1,-4.393360019E-1,-9.828197956E-1,9.999382973E0
2.333160120E-1,2.142810524E-1,-1.085770488E0,8.615534782E0
2.433375060E-1,8.894459605E-1,-9.193734527E-1,7.298723698E0
2.534462530E-1,1.174355984E0,-4.872200489E-1,6.525396824E0
2.633516260E-1,1.150413871E0,2.382230759E-1,6.111199856E0
2.734233130E-1,1.019929886E0,1.095347285E0,5.959167957E0
2.833846560E-1,6.272808313E-1,1.758541107E0,5.834669590E0
2.933368280E-1,-1.209071875E0,4.192247391E0,8.202534676E0
3.036074140E-1,-3.246537447E0,7.410054207E0,1.024119759E1
3.134877070E-1,-1.101332784E0,6.187814236E0,8.602366447E0
3.235448530E-1,-7.661445439E-2,3.974374771E0,8.672995567E0
3.334384260E-1,-1.101332754E-1,2.761711597E0,9.042900085E0
3.434142130E-1,-4.189852998E-2,2.157175779E0,7.990648270E0
3.535391060E-1,2.190694571E0,1.149216771E0,7.717709064E0
3.634175530E-1,2.989160776E0,9.109937549E-1,9.961075783E0
3.734792760E-1,2.953247786E0,1.021126986E0,1.218169785E1
3.834056380E-1,3.163937569E0,8.403648138E-1,1.304361057E1
3.935498190E-1,2.937685490E0,5.123591423E-1,1.268567753E1
4.038459090E-1,3.351882458E0,2.310404629E-1,1.187883186E1
4.135549540E-1,3.847482204E0,3.998316824E-1,1.081221485E1
4.235374770E-1,3.481169224E0,1.206677675E0,9.217676163E0
4.333962380E-1,3.179499865E0,1.933317900E0,7.893682957E0
4.433351190E-1,2.899378300E0,1.984793186E0,7.307103634E0
4.533565590E-1,2.476801634E0,1.513135433E0,6.758831501E0
4.634282790E-1,2.494758129E0,1.323993564E0,6.133944988E0
4.737056390E-1,2.552218914E0,1.570596337E0,5.676652431E0
4.835273190E-1,2.452859640E0,2.078166962E0,5.434837818E0
4.934671590E-1,2.308010340E0,2.408566952E0,5.437232018E0
5.033880790E-1,2.202665567E0,2.473210335E0,5.759252071E0
5.133660390E-1,2.102109194E0,2.297236443E0,6.281188011E0
5.236730190E-1,2.018311977E0,2.201468468E0,6.831854343E0
5.334735090E-1,1.879448295E0,2.357091665E0,7.155071735E0
