"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.619560000E-1,-3.695341051E-1,-2.395709753E-1,8.857971430E-1
1.719360000E-1,-5.840136409E-1,-5.527182221E-1,9.146980047E-1
1.819150000E-1,-7.413041592E-1,-8.448071480E-1,1.071084857E0
1.919250000E-1,-7.883526087E-1,-8.570079207E-1,1.342514038E0
2.019040000E-1,-5.491496921E-1,-4.976150393E-1,1.483113050E0
2.119140000E-1,-1.498044133E-1,2.007342428E-1,1.340457439E0
2.218930000E-1,1.444707960E-1,5.848982334E-1,1.036619186E0
2.319030000E-1,3.339571059E-1,6.634223461E-1,8.482849598E-1
2.418820000E-1,3.900239170E-1,6.197285652E-1,7.807058692E-1
2.518920000E-1,2.648828030E-1,4.408317804E-1,7.733139992E-1
2.618710000E-1,8.144543320E-2,3.303871155E-1,9.846044779E-1
2.718810000E-1,-1.700417325E-2,5.372918844E-1,1.240026951E0
2.818600000E-1,9.731048718E-3,9.662591219E-1,1.286747217E0
2.918700000E-1,-2.218960039E-2,7.104455233E-1,1.025723577E0
3.018490000E-1,-1.096683964E-1,7.632819414E-1,6.432535648E-1
3.118590000E-1,-1.928248107E-1,1.177383423E0,2.403998673E-1
3.218380000E-1,-2.791086435E-1,1.520453215E0,-3.698065877E-2
3.318480000E-1,-8.996027708E-2,1.199678421E0,3.282306194E-1
3.418270000E-1,-9.596917778E-2,1.068772554E0,7.856292725E-1
3.518370000E-1,-2.114387900E-1,8.809093237E-1,1.067714691E0
3.618160000E-1,-3.285562992E-1,8.729056716E-1,1.225555778E0
3.718260000E-1,-4.250575304E-1,9.989247918E-1,1.290807724E0
3.817777917E-1,-5.378724933E-1,1.091785789E0,1.276271224E0
3.917567917E-1,-6.649228930E-1,1.088776946E0,1.199638963E0
4.017667917E-1,-7.187989950E-1,1.114516497E0,1.103597045E0
4.117457917E-1,-7.137187719E-1,1.167834044E0,1.001076221E0
4.217557917E-1,-7.134476304E-1,1.079797626E0,9.596985579E-1
4.317347917E-1,-8.135369420E-1,9.675656557E-1,8.866046667E-1
4.417447917E-1,-9.218143821E-1,1.064955235E0,7.550163865E-1
4.517237917E-1,-1.020889282E0,1.261036277E0,6.118371487E-1
4.617337917E-1,-1.136158347E0,1.343108296E0,4.624579549E-1
4.717127917E-1,-1.213814020E0,1.224691987E0,3.737794757E-1
4.817227917E-1,-1.308322430E0,1.224569321E0,2.849668264E-1
4.917017917E-1,-1.336724281E0,1.242890358E0,2.140023708E-1
5.017117917E-1,-1.372562647E0,1.133186221E0,1.326739043E-1
5.116907917E-1,-1.358569860E0,8.625821471E-1,1.138807833E-1
5.217007917E-1,-1.264638424E0,6.754797101E-1,1.866552383E-1
5.316797917E-1,-1.285557270E0,6.149212718E-1,2.203175873E-1
5.416897917E-1,-1.324266911E0,-7.431727648E-2,3.060098886E-1
5.516687917E-1,-1.814406037E0,-5.114706159E-1,2.994662523E-1
5.616787917E-1,-2.347426653E0,-8.814880848E-1,2.902950346E-1
5.716577917E-1,-2.569792747E0,-8.085070848E-1,2.425586730E-1
5.816677917E-1,-2.496202946E0,-4.645095170E-1,2.538831234E-1
5.916467917E-1,-2.155069590E0,6.781961024E-2,3.792439699E-1
6.016267917E-1,-1.736997962E0,4.119112790E-1,4.090898633E-1
6.116357917E-1,-1.410237193E0,6.920704842E-1,3.656896353E-1
6.216157917E-1,-1.281340480E0,8.939849138E-1,4.979943857E-3
6.316247917E-1,-1.362647295E0,1.026340485E0,-5.393334627E-1
6.416047917E-1,-1.277922750E0,7.850465775E-1,-5.638925433E-1
6.516137917E-1,-1.164118409E0,5.666851997E-1,-5.036118627E-1
6.615937917E-1,-9.918187261E-1,2.175921202E-1,3.735237569E-2
6.716027917E-1,-1.114548087E0,3.072637320E-2,4.803754389E-3
6.815827917E-1,-1.209823608E0,-1.876094192E-2,-1.014448404E-1
6.915917917E-1,-1.216196537E0,-2.717493288E-2,-4.435492158E-1
7.015717917E-1,-1.155504465E0,9.969884902E-2,-8.576766849E-1
7.115807917E-1,-1.076315880E0,4.720543325E-1,-1.091452360E0
7.215607917E-1,-1.112881064E0,7.274715304E-1,-1.014121175E0
7.315707917E-1,-1.436811566E0,7.678993940E-1,-9.403613210E-1
7.415497917E-1,-1.815838218E0,8.479780555E-1,-9.157808423E-1
7.515597917E-1,-2.042876244E0,9.985697269E-1,-8.708122969E-1
7.615387917E-1,-2.103690863E0,1.185884237E0,-1.041620135E0
7.715487917E-1,-1.890928864E0,1.377060890E0,-1.086517811E0
7.815277917E-1,-1.411670566E0,1.612156630E0,-1.109920025E0
7.915377917E-1,-9.955990314E-1,1.740461588E0,-1.185866237E0
8.015167917E-1,-8.950472474E-1,1.954728246E0,-1.318953514E0
8.114957917E-1,-1.024541378E0,2.017167091E0,-1.409180045E0
8.215057917E-1,-1.232808232E0,1.908459306E0,-1.533194065E0
8.314847917E-1,-1.460092068E0,1.729287982E0,-1.633913517E0
8.414947917E-1,-1.542178392E0,1.637091041E0,-1.671188354E0
8.514737917E-1,-1.409373760E0,1.669856787E0,-1.667710304E0
8.614837917E-1,-1.088822365E0,1.775701404E0,-1.653297186E0
8.714627917E-1,-6.808521152E-1,1.983790278E0,-1.700879812E0
8.814727917E-1,-2.465931922E-1,2.402823210E0,-1.706935287E0
8.914517917E-1,1.231526211E-1,2.981863976E0,-1.722253799E0
9.014617917E-1,3.787015676E-1,3.588951349E0,-1.917523503E0
9.114407917E-1,5.605797172E-1,4.179927826E0,-2.321799040E0
9.214507917E-1,7.335249186E-1,4.598315716E0,-2.779263496E0
9.314297917E-1,7.324681282E-1,4.795012951E0,-3.089140177E0
9.414397917E-1,6.081362963E-1,4.692802906E0,-3.397200584E0
9.514187917E-1,6.110492349E-1,4.406764030E0,-3.638683796E0
9.614287917E-1,7.760841250E-1,4.058157444E0,-3.743615150E0
9.714077917E-1,9.984394312E-1,3.709284306E0,-3.723345280E0
9.814177917E-1,1.187633753E0,3.489274263E0,-3.614332199E0
9.913967917E-1,1.343487620E0,3.342411041E0,-3.489273310E0
1.001406792E0,1.438045025E0,3.364453316E0,-3.348518133E0
1.011385792E0,1.459339142E0,3.441032171E0,-3.198512316E0
1.021395792E0,1.464355350E0,3.438745499E0,-3.005214930E0
1.031374792E0,1.528690338E0,3.257389069E0,-2.763083458E0
1.041353792E0,1.642465949E0,2.909606457E0,-2.522779465E0
1.051363792E0,1.616041303E0,2.620473385E0,-2.382778406E0
1.061342792E0,1.410832882E0,2.671370268E0,-2.323145390E0
1.071352792E0,1.114313602E0,3.055378437E0,-2.276213408E0
1.081331792E0,8.662496209E-1,3.594752073E0,-2.222734451E0
1.091341792E0,6.619257331E-1,4.041332245E0,-2.115604877E0
1.101320792E0,4.650890827E-1,3.962858915E0,-2.048146009E0
1.111330792E0,3.136537671E-1,3.691156864E0,-1.993091226E0
1.121309792E0,1.892854273E-1,3.383546114E0,-1.909839392E0
1.131319792E0,9.375010431E-2,3.208938360E0,-1.750385523E0
1.141299792E0,2.363912389E-2,3.091319799E0,-1.578089476E0
1.151308792E0,-1.970542036E-2,3.036594391E0,-1.448529840E0
1.161288792E0,-8.337154984E-2,3.060066700E0,-1.316316843E0
1.171297792E0,-1.949060708E-1,3.123175383E0,-1.225569606E0
1.181277792E0,-3.072946072E-1,3.237781048E0,-1.215601087E0
1.191286792E0,-4.453094602E-1,3.416253090E0,-1.124575853E0
1.201266792E0,-5.609663129E-1,3.642202854E0,-9.086688161E-1
1.211275792E0,-6.327009797E-1,3.642758608E0,-6.633360386E-1
1.221255792E0,-7.071016431E-1,3.517671347E0,-4.556860924E-1
1.231264792E0,-8.717033863E-1,3.264141560E0,-3.429872394E-1
1.241244792E0,-1.057928443E0,2.981203079E0,-2.824591696E-1
1.251253792E0,-1.248317122E0,2.898885727E0,-1.320672482E-1
1.261233792E0,-1.426692128E0,3.111272573E0,2.817454338E-1
1.271212792E0,-1.568373561E0,3.419600964E0,8.366196156E-1
1.281222792E0,-1.486711740E0,3.443737030E0,1.246446848E0
1.291201792E0,-2.396046370E-1,4.133185863E0,1.180327415E0
1.301211792E0,1.850073338E0,4.521595955E0,6.728914976E-1
1.311190792E0,2.047962189E0,4.259257317E0,2.356249988E-1
1.321200792E0,1.234263062E0,4.352340698E0,1.199568659E-1
1.331179792E0,7.203269601E-1,3.662490845E0,3.540321887E-1
1.341189792E0,4.818097949E-1,2.549373150E0,7.191332579E-1
1.351168792E0,4.103561342E-1,1.889198661E0,9.979675412E-1
1.361178792E0,4.568437487E-2,1.669971824E0,1.046219587E0
1.371157792E0,-2.700054049E-1,1.652639270E0,9.920448065E-1
1.381167792E0,-3.463964164E-1,1.608351111E0,8.771899939E-1
1.391120000E0,-4.253633916E-1,1.582461119E0,8.310544491E-1
1.401130000E0,-5.804266334E-1,1.700132489E0,8.195510507E-1
1.411109000E0,-8.661462665E-1,1.881908059E0,6.982904077E-1
1.421119000E0,-8.658336997E-1,1.755763412E0,5.397961140E-1
1.431098000E0,-6.163474321E-1,1.420062661E0,3.698387742E-1
1.441108000E0,-3.664492667E-1,1.012776971E0,2.261158377E-1
1.451087000E0,-1.936388761E-1,7.687323093E-1,1.659880430E-1
1.461097000E0,1.878797449E-2,4.904592037E-1,4.095534980E-2
1.471076000E0,3.903325200E-1,3.253298998E-1,-1.675162092E-2
1.481055000E0,5.442299247E-1,2.287687361E-1,1.536725760E-1
1.491065000E0,4.542166889E-1,9.220103174E-2,6.510862708E-2
1.501044000E0,3.466375172E-1,-1.696459800E-1,-6.042648852E-2
1.511054000E0,4.033644497E-1,-1.256095469E-1,-1.399761736E-1
1.521033000E0,6.082736850E-1,-8.828145266E-2,-2.160832137E-1
1.531043000E0,7.078290582E-1,-4.871646315E-2,-2.368470877E-1
1.541022000E0,7.857310176E-1,7.592117786E-2,-4.212419391E-1
1.551032000E0,1.016943812E0,3.479407132E-1,-5.816161633E-1
