"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-1.891841173E0,5.295769691E0,7.010568142E0
2.457448000E-3,-1.891841173E0,5.295769691E0,7.010568142E0
4.914532000E-3,-1.822412491E0,5.245493889E0,7.000991344E0
7.394427000E-3,-1.743407011E0,5.214370251E0,7.000991344E0
9.893073000E-3,-1.441750765E0,5.039601326E0,6.871710300E0
1.238458400E-2,-1.604549408E0,5.058753967E0,7.077602863E0
1.487145900E-2,-1.671584129E0,5.075512886E0,7.238007545E0
1.735526100E-2,-1.695525050E0,5.075512886E0,7.273919106E0
1.983687500E-2,-1.709889650E0,5.058753967E0,7.307436466E0
2.231687500E-2,-1.712283850E0,5.044389248E0,7.305041790E0
2.479552100E-2,-1.731436491E0,5.015660286E0,7.290677547E0
2.727307300E-2,-1.750589371E0,5.003689766E0,7.288283348E0
2.973927100E-2,-1.633278608E0,4.828920364E0,7.233219624E0
3.217640700E-2,-1.697919250E0,4.807374001E0,7.295465946E0
3.459510500E-2,-1.796077251E0,4.800191402E0,7.427141666E0
3.701375000E-2,-1.884659052E0,4.816949844E0,7.530087471E0
3.943323000E-2,-1.946905375E0,4.862437725E0,7.609093189E0
4.185265700E-2,-2.025910616E0,4.900743484E0,7.673733234E0
4.427135500E-2,-2.124068737E0,4.972566605E0,7.724009514E0
4.669000000E-2,-2.195891619E0,4.982142925E0,7.771891594E0
4.910948000E-2,-2.270108700E0,5.027630806E0,7.810196877E0
5.152890700E-2,-2.329961300E0,5.058753967E0,7.850896358E0
5.394760500E-2,-2.365872622E0,5.077907085E0,7.862866879E0
5.636630200E-2,-2.416148901E0,5.075512886E0,7.865261555E0
5.878578200E-2,-2.389813662E0,5.063542366E0,7.898778439E0
6.120520900E-2,-2.387419701E0,5.030025005E0,7.884413719E0
6.362390700E-2,-2.361084461E0,4.991719246E0,7.879625797E0
6.604255200E-2,-2.341931820E0,4.939048767E0,7.893990517E0
6.846203200E-2,-2.303626299E0,4.893561363E0,7.886807919E0
7.088151100E-2,-2.262926579E0,4.836102962E0,7.884413719E0
7.330020900E-2,-2.270108700E0,4.785827160E0,7.901173115E0
7.571885500E-2,-2.260532379E0,4.778644562E0,7.877232075E0
