"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.209104200E-2,-4.043466449E-1,1.786931872E0,1.194782734E0
7.450932300E-2,-3.933510780E-1,1.805257916E0,1.226547599E0
7.692838600E-2,-3.896858990E-1,1.826027274E0,1.246095300E0
7.934823000E-2,-3.884641528E-1,1.845574975E0,1.260756016E0
8.176729200E-2,-3.896858990E-1,1.866344333E0,1.282747149E0
8.418557300E-2,-3.945727944E-1,1.888335466E0,1.296186209E0
8.660463600E-2,-4.031249285E-1,1.916435242E0,1.302294850E0
8.902448000E-2,-4.141204655E-1,1.948200226E0,1.313290477E0
9.144359400E-2,-4.300029576E-1,1.987295508E0,1.316955686E0
9.386187500E-2,-4.458854496E-1,2.031277895E0,1.315733910E0
9.628093800E-2,-4.642114043E-1,2.081368923E0,1.319399118E0
9.870078200E-2,-4.825373292E-1,2.138790131E0,1.320620775E0
1.011198440E-1,-5.033066869E-1,2.207206964E0,1.313290477E0
1.035381250E-1,-5.277412534E-1,2.276845455E0,1.323064327E0
1.059571880E-1,-5.509541035E-1,2.350149393E0,1.326729417E0
1.083770840E-1,-5.778321624E-1,2.421009541E0,1.327951193E0
1.107961460E-1,-6.083754301E-1,2.484539509E0,1.338946700E0
1.132144270E-1,-6.376969218E-1,2.539517403E0,1.345055461E0
1.156334900E-1,-6.657966971E-1,2.584721327E0,1.345055461E0
1.180533340E-1,-6.963399053E-1,2.612821102E0,1.346277118E0
1.204723960E-1,-7.244396806E-1,2.625038385E0,1.340168476E0
1.228906770E-1,-7.500960231E-1,2.621373177E0,1.321842551E0
1.253097400E-1,-7.757523060E-1,2.604269028E0,1.309625268E0
1.277296360E-1,-7.977434397E-1,2.577390909E0,1.287634134E0
1.301486980E-1,-8.185128570E-1,2.538295746E0,1.252203941E0
1.325669800E-1,-8.319519162E-1,2.489426374E0,1.219217300E0
1.349860420E-1,-8.441691995E-1,2.429561853E0,1.175235033E0
1.374058860E-1,-8.514995575E-1,2.331823349E0,1.117813706E0
1.398249480E-1,-8.527212739E-1,2.227976322E0,1.054283738E0
1.422432300E-1,-8.514995575E-1,2.140011787E0,9.919755459E-1
1.446622920E-1,-8.502778411E-1,2.072816849E0,9.223369360E-1
1.470821880E-1,-8.490561247E-1,2.014173746E0,8.465897441E-1
1.495012500E-1,-8.466126323E-1,1.951865435E0,7.647338510E-1
1.519195320E-1,-8.429474831E-1,1.881005049E0,6.755475998E-1
1.543385940E-1,-8.368387818E-1,1.802814364E0,5.900265574E-1
1.567584380E-1,-8.295084238E-1,1.708741188E0,5.106141567E-1
1.591775000E-1,-8.148476481E-1,1.600007296E0,4.336452484E-1
1.615957820E-1,-7.953000069E-1,1.477834344E0,3.774456978E-1
1.640148960E-1,-7.659785151E-1,1.355661392E0,3.346851468E-1
1.664347400E-1,-7.293266058E-1,1.251814485E0,2.943680882E-1
1.688538020E-1,-6.890095472E-1,1.171180248E0,2.552727461E-1
1.712720840E-1,-6.511359215E-1,1.114980698E0,2.100687325E-1
1.736911460E-1,-6.047102213E-1,1.044120431E0,1.587561071E-1
1.761109900E-1,-5.081936121E-1,8.413134813E-1,1.330997795E-1
1.785300520E-1,-3.469253480E-1,5.322158933E-1,1.355432421E-1
1.809483340E-1,-1.697745770E-1,3.196349740E-1,1.172173098E-1
1.833674480E-1,-6.062830333E-3,2.524398565E-1,8.545234054E-2
1.857872920E-1,1.381012499E-1,2.707658112E-1,5.002218485E-2
1.882063550E-1,2.663828135E-1,3.367392123E-1,1.337030157E-2
1.906246360E-1,3.763384819E-1,4.479165673E-1,-1.961639337E-2
1.930436980E-1,4.643029869E-1,5.957458615E-1,-4.649444297E-2
1.954635420E-1,5.363850594E-1,7.606793046E-1,-6.970729679E-2
1.978826570E-1,5.901411772E-1,9.280562401E-1,-8.436805010E-2
2.003009380E-1,6.255713105E-1,1.086880922E0,-8.192459494E-2
2.027200000E-1,6.475624442E-1,1.229823351E0,-7.581594586E-2
2.051398440E-1,6.597797871E-1,1.345887542E0,-5.749000609E-2
2.075589070E-1,6.634449363E-1,1.439960718E0,-2.694677003E-2
2.099771880E-1,6.634449363E-1,1.516929746E0,-6.872205995E-5
2.123962500E-1,6.536710858E-1,1.578016162E0,3.047451563E-2
2.148160940E-1,6.438972950E-1,1.628107071E0,6.590466946E-2
2.172352090E-1,6.292365193E-1,1.669645905E0,9.522617608E-2
2.196534900E-1,6.084671021E-1,1.707519531E0,1.245476753E-1
2.220725520E-1,5.876977444E-1,1.745393157E0,1.514257193E-1
