"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.157593700E-2,-1.184466779E-1,-1.688697338E-1,-1.242155284E-1
9.402234400E-2,-1.282205135E-1,-1.749783754E-1,-1.266589910E-1
9.646875000E-2,-1.392160654E-1,-1.774218380E-1,-1.278807223E-1
9.891515600E-2,-1.514333487E-1,-1.798653007E-1,-1.315459013E-1
1.013616150E-1,-1.636506468E-1,-1.810870320E-1,-1.339893639E-1
1.038080730E-1,-1.770896763E-1,-1.835304946E-1,-1.376545578E-1
1.062545310E-1,-1.893069744E-1,-1.847522110E-1,-1.400980055E-1
1.087009900E-1,-2.039677203E-1,-1.847522110E-1,-1.437631994E-1
1.111475000E-1,-2.210719287E-1,-1.835304946E-1,-1.474283934E-1
1.135940100E-1,-2.357326895E-1,-1.810870320E-1,-1.535370350E-1
1.160405210E-1,-2.540586293E-1,-1.774218380E-1,-1.596456766E-1
1.184870310E-1,-2.723845840E-1,-1.762001067E-1,-1.620891392E-1
1.209335940E-1,-2.882670760E-1,-1.713131964E-1,-1.694195122E-1
1.233801560E-1,-3.078147471E-1,-1.688697338E-1,-1.779716164E-1
1.258267190E-1,-3.249189556E-1,-1.615393609E-1,-1.840802729E-1
1.282732810E-1,-3.456883729E-1,-1.566524357E-1,-1.926323771E-1
1.307198960E-1,-3.640142977E-1,-1.505437940E-1,-1.999627501E-1
1.331665100E-1,-3.835619688E-1,-1.456568837E-1,-2.097365856E-1
1.355664060E-1,-4.006661773E-1,-1.383264959E-1,-2.182886899E-1
1.379657810E-1,-4.189921319E-1,-1.346613169E-1,-2.268408090E-1
1.403659900E-1,-4.360963404E-1,-1.297743917E-1,-2.378363758E-1
1.427653650E-1,-4.556440115E-1,-1.285526603E-1,-2.524971068E-1
1.451639580E-1,-4.751916826E-1,-1.297743917E-1,-2.659361362E-1
1.475634370E-1,-4.935176373E-1,-1.297743917E-1,-2.805968821E-1
1.499635940E-1,-5.155087709E-1,-1.322178543E-1,-2.977010906E-1
1.523630210E-1,-5.362781286E-1,-1.309961230E-1,-3.160270452E-1
1.547615620E-1,-5.582692623E-1,-1.285526603E-1,-3.355747163E-1
1.571610420E-1,-5.790386796E-1,-1.273309290E-1,-3.563441038E-1
1.595612500E-1,-5.998080969E-1,-1.248874739E-1,-3.783352375E-1
1.619606250E-1,-6.217992306E-1,-1.212222874E-1,-4.015480876E-1
1.643592190E-1,-6.437903643E-1,-1.126701832E-1,-4.247609675E-1
1.667586460E-1,-6.633380055E-1,-1.077832580E-1,-4.491955340E-1
1.691588540E-1,-6.877726316E-1,-1.028963476E-1,-4.736301303E-1
1.715582290E-1,-7.073202729E-1,-9.800942242E-2,-5.005081892E-1
1.739568230E-1,-7.232027650E-1,-8.945731819E-2,-5.249427557E-1
1.763563020E-1,-7.415286899E-1,-8.334867656E-2,-5.505990982E-1
