"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
0.000000000E0,7.092787027E-1,-2.601357400E-1,-1.739375830E0
2.000000000E-3,6.995047927E-1,-2.729639411E-1,-1.749760628E0
4.000000000E-3,6.933961511E-1,-2.833486199E-1,-1.752814889E0
6.000000000E-3,6.805680394E-1,-2.943442166E-1,-1.761367083E0
8.000000000E-3,6.744593382E-1,-3.047289252E-1,-1.765032172E0
1.000000000E-2,6.634638309E-1,-3.181679249E-1,-1.771751761E0
1.200000000E-2,6.524682045E-1,-3.340504467E-1,-1.780303836E0
1.399971400E-2,6.475812793E-1,-3.432134092E-1,-1.787023306E0
1.599946400E-2,6.359748244E-1,-3.554307222E-1,-1.793131948E0
1.799924100E-2,6.249793172E-1,-3.670371771E-1,-1.799240589E0
1.999904100E-2,6.194815040E-1,-3.682588935E-1,-1.800462365E0
2.199885900E-2,6.084858775E-1,-3.762001395E-1,-1.812679648E0
2.399869200E-2,5.981011987E-1,-3.737566769E-1,-1.818177462E0
2.599853800E-2,5.932142735E-1,-3.743675649E-1,-1.822453499E0
2.799839500E-2,5.828295946E-1,-3.694806099E-1,-1.827951312E0
2.999812800E-2,5.767209530E-1,-3.621502519E-1,-1.834059954E0
3.199787800E-2,5.736666322E-1,-3.511546552E-1,-1.845666409E0
3.399764200E-2,5.724448562E-1,-3.334395885E-1,-1.855440259E0
3.599741900E-2,5.693905354E-1,-3.236657381E-1,-1.863381505E0
3.799720800E-2,5.736666322E-1,-3.016746044E-1,-1.871933579E0
3.999700800E-2,5.748883486E-1,-2.778508365E-1,-1.883540034E0
4.199681700E-2,5.791643858E-1,-2.656335533E-1,-1.884150863E0
4.399663500E-2,5.877165198E-1,-2.350902706E-1,-1.896368265E0
4.599637400E-2,6.005446911E-1,-2.069904655E-1,-1.904309392E0
4.799612400E-2,6.005446911E-1,-1.923296899E-1,-1.907974720E0
4.999588400E-2,6.152054667E-1,-1.593429744E-1,-1.919581056E0
5.199565300E-2,6.292553544E-1,-1.275779903E-1,-1.923857212E0
5.399543000E-2,6.384183168E-1,-1.092520282E-1,-1.928744197E0
5.599521500E-2,6.585769057E-1,-7.687617093E-2,-1.934241772E0
5.799500800E-2,6.659072638E-1,-6.099367142E-2,-1.938517928E0
5.999480800E-2,6.830114722E-1,-3.472646698E-2,-1.943404913E0
6.199454100E-2,7.037808895E-1,-9.070127271E-3,-1.949513555E0
6.399427400E-2,7.111112475E-1,1.925447257E-3,-1.950735211E0
6.599400700E-2,7.343241572E-1,2.025140449E-2,-1.951956987E0
6.799374000E-2,7.575370669E-1,3.552303836E-2,-1.955011368E0
6.999347300E-2,7.679217458E-1,4.163168743E-2,-1.956233025E0
7.199320600E-2,7.923563719E-1,5.201639608E-2,-1.958065629E0
7.399300600E-2,8.137366176E-1,5.873591453E-2,-1.955622196E0
7.599273900E-2,8.235105276E-1,6.056851149E-2,-1.955011368E0
7.799247200E-2,8.473342061E-1,6.117937341E-2,-1.953789592E0
7.999220500E-2,8.552755117E-1,6.301197410E-2,-1.953789592E0
8.199193800E-2,8.797100782E-1,6.423370540E-2,-1.955622196E0
8.399167100E-2,8.998686671E-1,5.995764583E-2,-1.951346040E0
8.599140400E-2,9.078098536E-1,5.751418322E-2,-1.951956987E0
8.799113700E-2,9.255249500E-1,5.262726173E-2,-1.951956987E0
8.999093700E-2,9.352988005E-1,4.529687762E-2,-1.956233025E0
9.199067000E-2,9.414074421E-1,4.102082551E-2,-1.955011368E0
9.399040300E-2,9.475160837E-1,3.185784444E-2,-1.956233025E0
9.599013600E-2,9.511813521E-1,2.452746220E-2,-1.957454681E0
9.798986900E-2,9.511813521E-1,1.658621430E-2,-1.958676457E0
9.998960200E-2,9.493487477E-1,4.979773425E-3,-1.962341666E0
1.019893350E-1,9.462944269E-1,9.285152191E-5,-1.964785099E0
1.039890680E-1,9.389640689E-1,-9.680991992E-3,-1.968450308E0
1.059888680E-1,9.273576140E-1,-2.250916325E-2,-1.974558949E0
1.079886010E-1,9.206380844E-1,-2.861781418E-2,-1.973337293E0
1.099883340E-1,9.029229879E-1,-3.900252655E-2,-1.983111143E0
1.119880670E-1,8.852078915E-1,-5.060896277E-2,-1.987387180E0
1.139878000E-1,8.748231530E-1,-5.793934688E-2,-1.992274046E0
1.159875330E-1,8.534428477E-1,-7.137838006E-2,-1.998382688E0
1.179872660E-1,8.302299976E-1,-8.359568566E-2,-2.000826120E0
1.199869990E-1,8.155692220E-1,-9.031520784E-2,-2.006324053E0
1.219867990E-1,7.874694467E-1,-1.080302969E-1,-2.011210918E0
1.239865320E-1,7.764738798E-1,-1.141389459E-1,-2.012432575E0
1.259862650E-1,7.483741045E-1,-1.287997067E-1,-2.018541336E0
1.279859980E-1,7.190525532E-1,-1.440713555E-1,-2.020373821E0
1.299857310E-1,7.080569267E-1,-1.532343328E-1,-2.024039030E0
1.319854640E-1,6.775136590E-1,-1.672842205E-1,-2.022817373E0
1.339851970E-1,6.506356001E-1,-1.868319064E-1,-2.022206306E0
1.359849970E-1,6.359748244E-1,-1.947731674E-1,-2.024039030E0
1.379847970E-1,6.060425043E-1,-2.112665325E-1,-2.022206306E0
1.399845300E-1,5.797752738E-1,-2.259272933E-1,-2.015486956E0
1.419842630E-1,5.651144981E-1,-2.338685244E-1,-2.015486956E0
1.439839960E-1,5.364038348E-1,-2.515836358E-1,-2.006324053E0
1.459837290E-1,5.241865516E-1,-2.558596730E-1,-2.003269672E0
1.479834620E-1,4.954758584E-1,-2.699095905E-1,-1.992884874E0
1.499831950E-1,4.685977697E-1,-2.864029408E-1,-1.982500196E0
1.519829950E-1,4.588239491E-1,-2.919007242E-1,-1.978224158E0
1.539827950E-1,4.337784648E-1,-3.053397834E-1,-1.958065629E0
1.559825280E-1,4.130090475E-1,-3.145027459E-1,-1.935463667E0
1.579822610E-1,4.020134509E-1,-3.230548799E-1,-1.926300645E0
1.599819940E-1,3.788006008E-1,-3.316069543E-1,-1.900033474E0
1.619817270E-1,3.598637581E-1,-3.401590884E-1,-1.872544408E0
1.639814600E-1,3.513116539E-1,-3.395482302E-1,-1.859716296E0
1.659811930E-1,3.348183036E-1,-3.395482302E-1,-1.826729655E0
1.679809930E-1,3.335965574E-1,-3.279417753E-1,-1.802905917E0
1.699807260E-1,3.580311835E-1,-2.424206585E-1,-1.730823755E0
1.719804590E-1,4.527153075E-1,-4.816550389E-2,-1.622700572E0
1.739801920E-1,5.272408724E-1,7.950533181E-2,-1.553672910E0
1.759799250E-1,6.738485098E-1,2.890321016E-1,-1.404621720E0
1.779796580E-1,7.801390290E-1,3.531729877E-1,-1.298331141E0
1.799793910E-1,8.155692220E-1,3.287383318E-1,-1.271453142E0
1.819791240E-1,8.534428477E-1,2.138956934E-1,-1.265955329E0
1.839789240E-1,8.674927950E-1,6.789889187E-2,-1.305661440E0
1.859786570E-1,8.736014366E-1,-3.572340123E-3,-1.337426543E0
1.879783900E-1,8.699362874E-1,-1.239127964E-1,-1.408286810E0
1.899781230E-1,8.668819070E-1,-1.715602875E-1,-1.447382331E0
1.919778560E-1,8.626058698E-1,-2.277598828E-1,-1.518853545E0
1.939775890E-1,8.516103029E-1,-2.405880541E-1,-1.581772566E0
1.959773220E-1,8.479451537E-1,-2.265381515E-1,-1.606207252E0
1.979770550E-1,8.308408856E-1,-1.782798022E-1,-1.646524310E0
1.999768550E-1,8.137366176E-1,-9.764558077E-2,-1.675235033E0
