"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,8.487350464E-2,3.806733856E0,8.948541412E0
9.978999966E-3,9.991722107E-1,4.480183411E0,9.395960999E0
1.992799994E-2,-3.571572876E-1,3.164868622E0,9.581874390E0
2.990700002E-2,-6.661148071E-1,2.332000580E0,8.823251953E0
3.985599999E-2,2.772235107E-1,2.662513275E0,9.155111847E0
4.983499995E-2,4.234693909E-1,3.697012024E0,9.742340698E0
5.978399992E-2,1.942660217E0,4.886887665E0,1.028571075E1
6.976300001E-2,-3.996688843E-2,3.391497345E0,8.816216583E0
7.971199998E-2,-1.283131714E0,3.799399109E0,7.205565948E0
8.969099994E-2,-6.747967529E-1,5.101541290E0,7.881709900E0
9.963999991E-2,-2.471360779E-1,4.840933228E0,9.143436127E0
1.096190000E-1,1.402583313E-1,4.940326538E0,8.907227325E0
1.195680000E-1,7.686515808E-1,5.245541840E0,8.778345337E0
1.295469999E-1,1.439556427E0,5.422324219E0,8.441096649E0
1.394960000E-1,1.319356384E0,4.275109863E0,7.688761139E0
1.494750000E-1,9.072633362E-1,3.510649567E0,7.344327393E0
1.594240000E-1,3.576063538E-1,3.348087616E0,7.511529694E0
1.694029999E-1,-1.444496155E-1,3.512445831E0,8.097561035E0
1.793520000E-1,6.143225098E-1,3.479364624E0,1.151959488E1
1.893310000E-1,9.969268799E-1,3.354823608E0,1.278386581E1
1.992799999E-1,1.634451141E0,4.655019836E0,1.157872192E1
2.092590000E-1,1.722617798E0,4.430187378E0,1.014305740E1
2.192070000E-1,1.990560608E0,4.032464447E0,9.317823486E0
2.291870000E-1,1.713037720E0,3.655099182E0,8.551117859E0
2.391349999E-1,1.178199921E0,3.608545990E0,8.330177307E0
2.491150000E-1,9.650431824E-1,4.184398499E0,7.888894958E0
2.590630000E-1,6.932084656E-1,4.631967773E0,8.456813965E0
2.690429999E-1,4.667294312E-1,4.166884918E0,8.605903931E0
2.789909999E-1,1.513352966E-1,4.333787842E0,8.406219177E0
2.889710000E-1,6.390211487E-1,4.917124786E0,8.384963379E0
2.989190000E-1,1.501976624E0,5.148543549E0,8.584498444E0
3.088679999E-1,2.674488373E0,5.776188354E0,9.746382294E0
3.188470000E-1,2.332299957E0,5.698350220E0,1.127934448E1
3.287960000E-1,7.882608032E-1,3.992647247E0,1.015233810E1
3.387750000E-1,1.155746613E0,4.479135590E0,9.314530334E0
3.487239999E-1,5.948629761E-1,3.893104248E0,8.894354095E0
3.587030000E-1,3.585044861E-1,4.049678650E0,9.089248810E0
3.686520000E-1,5.387297058E-1,5.135221252E0,9.474697266E0
3.786309999E-1,6.701564026E-1,6.112688599E0,9.629026337E0
3.885799999E-1,-1.151106262E0,7.815697174E0,8.307723999E0
3.985590000E-1,-1.125509491E0,8.770411835E0,7.110663300E0
4.085080000E-1,1.358724518E0,5.521567841E0,6.169270935E0
4.184569999E-1,2.178569641E0,4.360282745E0,5.129982147E0
4.284360000E-1,1.333427124E0,4.959187317E0,5.929918671E0
4.383850000E-1,1.354682922E0,5.325325928E0,7.878416748E0
4.483640000E-1,1.206940155E0,6.095025330E0,9.332492981E0
4.583129999E-1,6.936575317E-1,6.819219360E0,8.865164795E0
