"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.933999972E-3,-1.732116342E0,-1.706226587E0,-1.579756662E-2
1.986900007E-2,-1.386949182E0,-9.324027896E-1,2.656136155E-1
2.980400005E-2,-1.174736977E0,-2.609778643E-1,4.592472911E-1
3.973800002E-2,-1.037422299E0,3.681230843E-1,5.716587901E-1
4.967300000E-2,-8.220168948E-1,1.038462162E0,6.290366054E-1
5.960699997E-2,-4.143452942E-1,1.882073045E0,6.513887644E-1
6.954200007E-2,1.235521957E-1,2.723010063E0,6.617029905E-1
7.947700005E-2,6.900145411E-1,3.281435013E0,7.343558669E-1
8.941100002E-2,1.205167294E0,3.556196213E0,8.790203333E-1
9.934600000E-2,1.558687806E0,3.556662560E0,1.050122380E0
1.092810000E-1,1.647865176E0,3.186670303E0,1.220088243E0
1.192150001E-1,1.389118314E0,2.471045017E0,1.355277181E0
1.291500001E-1,9.080542922E-1,1.531261802E0,1.415087461E0
1.390850000E-1,3.845772147E-1,5.992805958E-1,1.423544645E0
1.490190000E-1,-5.147816241E-2,-1.942781061E-1,1.411785603E0
1.589540000E-1,-3.306708932E-1,-9.928640127E-1,1.365234852E0
1.688890001E-1,-4.437388778E-1,-1.705032110E0,1.299177766E0
1.788230001E-1,-4.369970858E-1,-2.139714241E0,1.226776838E0
1.887580000E-1,-3.569765389E-1,-2.221305370E0,1.148911357E0
1.986930000E-1,-2.240645885E-1,-1.885002375E0,1.090441465E0
2.086270000E-1,-9.995207936E-2,-1.087542295E0,1.014858365E0
2.185620001E-1,-4.847477376E-2,3.182131425E-2,8.774212003E-1
2.284970001E-1,-9.692943096E-2,1.066338658E0,6.670209169E-1
2.384310000E-1,-1.681426167E-1,1.468314290E0,4.805112183E-1
2.483660000E-1,-2.456102520E-1,1.277641892E0,3.927517533E-1
2.583007084E-1,-3.409482241E-1,7.849146724E-1,3.809129596E-1
2.682347083E-1,-4.163383543E-1,2.876024544E-1,3.832203746E-1
2.781697083E-1,-4.878471494E-1,4.412295669E-2,3.437978625E-1
2.881037084E-1,-6.185684204E-1,2.307330966E-1,2.856613994E-1
2.980387084E-1,-6.878305674E-1,5.444457531E-1,2.535255551E-1
3.079737084E-1,-7.242292762E-1,8.674075007E-1,2.175808400E-1
3.179077083E-1,-7.712314129E-1,1.166823387E0,1.634499729E-1
3.278427083E-1,-7.349446416E-1,1.208885431E0,1.534652859E-1
3.377777083E-1,-6.226524711E-1,8.615881801E-1,2.296010703E-1
3.477117084E-1,-6.142060161E-1,2.930388153E-1,2.888333499E-1
3.576467084E-1,-9.048857689E-1,-2.150630206E-1,2.277177870E-1
3.675817084E-1,-1.039215326E0,-1.761892587E-1,2.516155839E-1
