,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
5497,55.00934367,0.843046875,-8.88327713,1.9116746519999999
5498,55.01935167,0.3448828125,-9.078321532999999,1.77620636
5499,55.02935867,-0.2314187622,-9.013356628,1.367556152
5500,55.03936567,-0.9728269958,-8.814420319,0.6593788147
5501,55.04937267,-1.512604523,-8.94644577,0.3297642517
5502,55.05938067,-1.9217037959999999,-9.537117462000001,0.2984793091
5503,55.06938767,-2.538571014,-10.36369858,0.08577163696000001
5504,55.07939467,-3.1292427060000003,-11.29311584,0.03143463135
5505,55.08940267,-3.4664913939999997,-12.3819516,-0.06047424316
5506,55.09940967,-3.645668793,-13.47138611,-0.2056723022
5507,55.10941667,-4.089196472,-14.21743469,-0.2463876343
5508,55.11942367,-4.382736053,-14.36802155,-0.03787124634
5509,55.12943167,-3.7136274719999998,-14.18330566,-0.016765136719999997
5510,55.13943867,-2.6845175169999997,-13.96940048,-0.09669891357
5511,55.14944567,-1.794318695,-14.04858582,-0.05433700562000001
5512,55.15945367,-0.6150709534000001,-13.85833145,0.2603086853
5513,55.16946067,0.6923103333,-13.37184311,0.7096742249
5514,55.17946767,1.666484528,-12.88864792,1.072819061
5515,55.18947467,2.434836731,-12.43404327,1.5510745240000001
5516,55.19948267,3.259621582,-12.06042023,0.7229965209999999
5517,55.20948967,4.102818146000001,-11.81732574,-1.5494279480000002
5518,55.21949667,4.8204258730000005,-11.10031677,-4.934638367
5519,55.22950467,5.047054596000001,-9.701775055,-5.200635223
5520,55.23951167,4.34920578,-8.82474884,-2.278262329
5521,55.24951867,2.580633545,-8.549471282999999,-0.7731422424
5522,55.25952567,0.8405021667,-7.958799591,-0.2716850281
5523,55.26953367,-0.2826123047,-7.617808685,0.7066804504
5524,55.27954067,-0.9828561401000001,-7.594008178999999,1.5114070130000001
5525,55.28954767,-1.3903088380000002,-7.623945923,2.467618561
5526,55.29955467,-1.126257935,-8.13094162,3.3323703
5527,55.30956267,-0.8502319336,-8.558901672000001,3.9857615660000003
5528,55.31956967,-0.7638615417,-8.576265564,4.736899567
5529,55.32957667,-0.7209008789,-8.529862061000001,5.181026001
5530,55.33958467,-0.5303471375,-8.547824707,4.86173996
5531,55.34959167,-0.5002597046,-8.667276306,4.151616669
5532,55.35959867,-0.6991960144,-8.562194824,3.473377075
5533,55.36960567,-0.7384144592,-8.47028595,3.0181736760000004
5534,55.37961367,-0.8476872253,-8.433163147,2.469564514
5535,55.38962067,-0.7731422424,-8.48779953,1.9600241090000001
5536,55.39962767,-0.4628375244,-8.696615295,1.6676820369999998
5537,55.40963567,-0.1547781372,-8.872349854,1.656156006
5538,55.41964267,0.1116677856,-8.85992569,1.864971771
5539,55.42964967,0.3445834351,-8.696914673,2.146685944
5540,55.43965667,0.5481600952000001,-8.488248596,2.452799377
5541,55.44966467,0.8863069153,-8.284671936,2.854563904
5542,55.45967167,1.182540894,-7.946525116,2.944526825
5543,55.46967867,1.4519805909999999,-7.691605225,2.82687149
5544,55.47968667,1.7244140630000002,-7.623197479,2.974614258
5545,55.48969367,2.0420535280000003,-7.63008316,3.0518536380000003
5546,55.49970067,2.326462097,-7.6413098139999995,3.015030212
5547,55.50970767,2.538571014,-7.585326232999999,3.019820251
5548,55.51971567,2.731669464,-7.581584015,3.207529907
5549,55.52972267,2.8798612980000002,-7.752827911000001,3.569477234
5550,55.53972967,2.893932037,-8.059240723,4.016597443
5551,55.54973667,2.959944763,-8.504714355,4.383783875
5552,55.55974467,3.054847412,-8.977131958,4.626878357
5553,55.56975167,3.015179901,-9.232949982000001,4.770878906
5554,55.57975867,2.921325073,-9.35599411,4.849166107
5555,55.58976667,2.866089935,-9.424401855,5.027145996000001
5556,55.59977367,2.854414215,-9.530830536,5.385500792999999
5557,55.60978067,2.863994293,-9.692045288,5.657036132999999
5558,55.61978767,2.885699158,-9.861941986,5.630690917999999
5559,55.62979567,2.968177643,-9.866732025,5.387446747
5560,55.63980267,3.14630722,-9.741592255,5.126539307
5561,55.64980967,3.327131195,-9.560618591,4.837490387
5562,55.65981767,3.545826416,-9.384285278,4.325405273
5563,55.66982467,3.643423462,-9.086554413,3.371888123
5564,55.67983167,3.587739258,-8.64108078,2.353106689
5565,55.68983867,3.281027069,-8.147407379,2.095492401
5566,55.69984667,2.661615143,-7.747738495,2.4346870419999997
5567,55.70985367,1.780996399,-7.548652496,2.999163208
5568,55.71986067,1.272503815,-7.830815735,3.48804657
5569,55.72986867,1.246457977,-8.594078522,3.8330790710000002
5570,55.73987567,1.47084137,-9.956096191,4.457281036
5571,55.74988267,1.697320404,-12.13855774,5.071902924
5572,55.75988967,1.4983840940000002,-14.45064972,4.960684204
5573,55.76989767,0.9859996033,-16.23568771,3.818858643
5574,55.77990467,-0.18860778809999998,-15.07185791,2.277064819
5575,55.78991167,-1.035396881,-11.24117386,0.5942642212
5576,55.79991967,-1.355730743,-9.209897919,-0.8255332947
5577,55.80992667,-1.3012440490000001,-8.930878143,-1.658551025
5578,55.81993367,-0.9966275024,-9.240434418,-1.575324097
5579,55.82994067,-0.7779322815,-9.251361694,-1.0789562990000001
5580,55.83994867,-0.6954537964,-9.203311615,-0.7620652770999999
5581,55.84995567,-0.6465055847,-9.186097412,-0.457149353
5582,55.85996267,-0.5162763977,-9.16648819,-0.060174865720000005
5583,55.86997067,-0.5532495117,-9.119036865,0.49861312869999996
5584,55.87997767,-0.8250842285,-8.966204681,1.261277161
5585,55.88998467,-1.405577087,-8.987610168,2.419867859
5586,55.89999267,-2.195634155,-9.334438934,3.8311331180000003
5587,55.90999967,-2.8190876769999997,-9.623188477000001,5.07579483
5588,55.92000667,-3.157533875,-10.03543121,5.742358704
5589,55.93001367,-3.4175431819999997,-10.31130753,5.440586242999999
5590,55.94002167,-3.8502932739999998,-10.24140289,4.6384043880000005
5591,55.95002867,-3.95253067,-10.10788055,3.5630406189999997
5592,55.96003567,-3.34883606,-10.08258316,2.3890319819999997
5593,55.97004367,-2.285746765,-9.839937744,1.552272034
5594,55.98005067,-1.22041214,-9.703421631,0.9831555176000001
5595,55.99005767,-0.2592608643,-9.850415955,0.8517288208
5596,56.00006467,0.5252577209,-9.992171173,0.4731660461
5597,56.01007267,1.048719177,-9.790839844,0.11151809689999999
5598,56.02007967,1.3335768129999999,-9.442963257,-0.043409729
5599,56.03008667,1.056353302,-9.117689667,0.4969665527
5600,56.04009467,0.3287164307,-8.883127441000001,1.472038879
5601,56.05010167,-0.3707789612,-8.652457123,2.17632431
5602,56.06010867,-0.9129515076000001,-8.584797821,2.814447327
5603,56.07011567,-1.2052935790000001,-8.716823273,3.105292511
5604,56.08012367,-1.359772339,-8.879085846,3.430865479
5605,56.09013067,-1.178648987,-9.219777374,3.454216919
5606,56.10013767,-0.4540058899,-9.633217621,2.9261151119999997
5607,56.11014567,0.3351530457,-9.9679216,2.141147461
5608,56.12015267,1.02267334,-10.28915359,1.340312805
5609,56.13015967,1.531315613,-10.44453049,0.5336402893
5610,56.14016667,1.776805115,-10.4894371,-0.2811154175
5611,56.15017467,1.8793418880000001,-10.4310585,-0.6936575317
5612,56.16018167,1.743125153,-10.22179367,-0.3031196594
5613,56.17018867,1.520837402,-10.00264938,0.712817688
5614,56.18019667,1.4400054930000001,-9.750723267,1.6814534
5615,56.19020367,1.331780548,-9.597891083,2.327509918
5616,56.20021067,1.176553345,-9.51391571,2.623594208
5617,56.21021867,0.9246272278000001,-9.403445435,2.615960083
5618,56.22022567,0.5668711853,-9.368418274,2.504591675
5619,56.23023267,0.1636097717,-9.419462128,2.449506226
5620,56.24023967,-0.09325607300000001,-9.511820067999999,2.450554047
5621,56.25024767,-0.25836273190000003,-9.543105011,2.399659882
5622,56.26025467,-0.38200561520000004,-9.553433533,2.445314941
5623,56.27026167,-0.315693512,-9.576934662000001,2.470462646
5624,56.2802695,-0.20971389769999998,-9.506880341,2.433040466
5625,56.2902765,-0.05583389282000001,-9.239685974,2.562820587
5626,56.3002835,0.1640588379,-8.977880402,2.9151878360000003
5627,56.3102905,0.3727249146,-8.767867126,3.3112641910000002
5628,56.3202985,0.36928207399999996,-8.591384125,3.614832916
5629,56.3303055,0.24698638920000002,-8.418194275,3.759282532
5630,56.3403125,0.1251397705,-8.217761077999999,3.757785645
5631,56.3503205,-0.029039611820000002,-8.038583679,3.7273988339999997
5632,56.3603275,-0.05897735596,-7.82782196,3.7522471619999997
5633,56.3703345,-0.03382965088,-7.7621086120000005,3.7788917539999995
5634,56.3803415,0.08786727905,-7.952213287,3.780388641
5635,56.3903495,0.31614257809999996,-8.350235596000001,3.670816498
5636,56.4003565,0.5393284607,-8.893905028999999,3.4781671139999997
5637,56.4103635,0.6107299804999999,-9.403146057,3.3828153989999996
5638,56.4203715,0.7846682739,-9.680369568,3.455863495
5639,56.4303785,0.9494755554000001,-9.52798645,3.497327271
5640,56.4403855,0.8945397948999999,-9.101822662,3.6821928410000004
5641,56.4503935,1.34330658,-8.863967285,4.085154877
5642,56.4604005,2.0185523990000003,-8.638236694,3.972588959
5643,56.4704075,2.085014191,-8.328979797,3.580703888
5644,56.4804145,1.984123993,-8.391549683,3.220552826
5645,56.4904225,1.772763519,-8.847800903,2.775827637
5646,56.5004295,1.097817078,-9.350455627,2.290087738
5647,56.5104365,-0.03607498169,-9.551038513,1.85105072
5648,56.5204445,-0.8641529845999999,-9.555229797,1.628164215
5649,56.5304515,-1.383273468,-9.61809906,1.320853271
5650,56.5404585,-1.757944336,-9.719288635,0.9836045837
5651,56.5504665,-2.062560883,-10.03138962,0.7749385070999999
5652,56.5604735,-2.481389923,-10.42297531,0.2912942505
5653,56.5704805,-2.927013245,-10.84479813,-0.2418969727
5654,56.5804875,-3.30437851,-11.45403122,-0.47990203859999997
5655,56.5904955,-4.035158844,-12.17148926,-0.3077600098
5656,56.6005025,-4.8651828,-12.94163773,0.3100053406
5657,56.6105095,-5.0681607060000005,-13.6930751,0.6803352356
5658,56.6205175,-4.354145508,-14.08930115,0.7482939148000001
5659,56.6305245,-3.3298255919999997,-14.47325272,0.7720944214
5660,56.6405315,-2.355801086,-14.79702942,1.043779449
5661,56.6505385,-0.8675958252,-14.87681351,1.7488133240000001
5662,56.6605465,0.6840774535999999,-14.53821762,2.309547272
5663,56.6705535,1.9010467530000001,-14.00831955,2.594404907
