"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.622000000E-1,-7.676686645E-1,-6.715784073E-1,-3.169929087E-1
1.722100000E-1,-1.004434586E0,-7.926161885E-1,-4.904839993E-1
1.821900000E-1,-1.267055750E0,-9.398354888E-1,-5.310803056E-1
1.921990000E-1,-1.478433967E0,-1.070883036E0,-4.907475412E-1
2.022090000E-1,-1.603330255E0,-1.301854014E0,-4.193743467E-1
2.121880000E-1,-1.571854115E0,-1.524688482E0,-3.503207266E-1
2.221980000E-1,-1.425255775E0,-1.644858003E0,-3.048098981E-1
2.322080000E-1,-1.227778912E0,-1.689311504E0,-2.963778079E-1
2.421870000E-1,-1.104327917E0,-1.719761848E0,-3.466151953E-1
2.521970000E-1,-1.171864390E0,-1.586355805E0,-4.650217295E-1
2.622070000E-1,-1.477793813E0,-1.350316763E0,-6.573129892E-1
2.721860000E-1,-2.044842958E0,-1.125335336E0,-8.536723852E-1
2.821960000E-1,-2.651672125E0,-1.312277436E0,-1.027683258E0
2.922050000E-1,-3.231615305E0,-1.956760645E0,-1.183665633E0
3.022150000E-1,-3.745630980E0,-2.321542263E0,-1.303909302E0
3.121940000E-1,-4.192437649E0,-2.411139965E0,-1.420423388E0
3.222040000E-1,-4.363715649E0,-2.392661572E0,-1.422420621E0
3.322140000E-1,-3.912690639E0,-1.776126623E0,-1.331358433E0
3.421930000E-1,-2.570764303E0,-2.175511718E-1,-1.176222682E0
3.522030000E-1,-1.398897529E0,1.349146366E0,-7.967188358E-1
3.622130000E-1,-8.399659395E-1,1.592747450E0,-4.135805070E-1
3.721920000E-1,-9.150199294E-1,5.583168864E-1,-1.295293570E-1
3.822020000E-1,-1.162222147E0,-2.193661481E-1,1.158658713E-1
3.922110000E-1,-1.312608480E0,-1.565805227E-1,2.255247235E-1
4.021910000E-1,-1.434850812E0,4.304305315E-1,3.665608764E-1
4.122000000E-1,-1.627326727E0,8.320149779E-1,9.742057920E-1
4.222100000E-1,-1.740198255E0,6.175120473E-1,1.661726594E0
4.321900000E-1,-1.583552122E0,4.067449868E-1,1.919534922E0
4.421990000E-1,-1.240904093E0,-1.135796085E-1,1.873738170E0
4.522090000E-1,-8.557290435E-1,-7.336016297E-1,1.545862794E0
4.621880000E-1,-5.155459046E-1,-1.226158619E0,6.881544590E-1
4.721980000E-1,-3.210091889E-1,-1.387216926E0,-4.797362387E-1
4.822080000E-1,-3.158450723E-1,-1.448438525E0,-1.319461823E0
4.922180000E-1,-5.106564164E-1,-1.614967585E0,-1.435873151E0
5.021970000E-1,-7.218577862E-1,-1.837402463E0,-1.143059969E0
5.122070000E-1,-8.161986470E-1,-1.618586302E0,-8.221755624E-1
5.222160000E-1,-7.859468460E-1,-1.134904027E0,-8.206019402E-1
5.321960000E-1,-6.974923015E-1,-1.119392514E0,-9.892498255E-1
5.422050000E-1,-5.985417366E-1,-1.979067445E0,-1.214260101E0
5.522150000E-1,-3.070888519E-1,-3.151935577E0,-1.442478299E0
5.621940000E-1,1.588623971E-1,-4.286721230E0,-1.684225202E0
5.722040000E-1,5.904822350E-1,-5.234594345E0,-1.855892301E0
5.822140000E-1,8.272945285E-1,-6.043434143E0,-1.946620584E0
5.921930000E-1,8.101115823E-1,-6.771865845E0,-1.872672796E0
6.022030000E-1,5.317718983E-1,-7.439621449E0,-1.530896306E0
6.122130000E-1,6.030769646E-2,-7.713973522E0,-1.181466699E0
6.221920000E-1,-2.687532604E-1,-8.443943977E0,-9.797350168E-1
6.322020000E-1,-3.932126164E-1,-8.964079857E0,-6.857308149E-1
6.422110000E-1,-3.653110564E-1,-8.894679070E0,-5.880959034E-1
6.522210000E-1,-5.982587934E-1,-8.763431549E0,-3.294286430E-1
6.622000000E-1,-1.119148612E0,-8.758522987E0,5.201398730E-1
6.722100000E-1,-1.524795175E0,-8.307600021E0,1.478992820E0
6.822200000E-1,-1.560727358E0,-7.849950790E0,2.489921093E0
6.921990000E-1,-1.197792053E0,-7.533476353E0,3.355499029E0
7.022090000E-1,-6.721763015E-1,-7.393035412E0,4.369927406E0
7.122190000E-1,-5.285725594E-1,-7.166864395E0,5.302902699E0
7.221980000E-1,-1.024624944E0,-6.543281078E0,6.242267609E0
7.321745833E-1,-2.196228266E0,-5.105878353E0,7.093471050E0
7.421845833E-1,-3.917537689E0,-3.315054417E0,7.791116714E0
7.521635833E-1,-5.908254623E0,-1.512414336E0,8.063893318E0
7.621735833E-1,-7.582977295E0,-1.639536768E-1,8.028495789E0
7.721825833E-1,-7.528262138E0,6.508646607E-1,7.677191734E0
7.821625833E-1,-5.425048828E0,1.757463098E0,7.033524990E0
7.921715833E-1,-3.444983244E0,2.477472782E0,6.200601101E0
8.021815833E-1,-2.367437601E0,2.265695572E0,5.263397694E0
8.121915833E-1,-1.546553135E0,1.705277324E0,4.487873077E0
8.221705833E-1,-1.324919462E0,1.289294004E0,4.095034122E0
8.321805833E-1,-1.932461619E0,1.493658543E0,4.129119396E0
8.421905833E-1,-2.855041742E0,2.842154503E0,4.344423294E0
8.521695833E-1,-3.696170568E0,5.245880604E0,4.599370956E0
8.621795833E-1,-4.332391262E0,7.602497578E0,4.859121323E0
8.721885833E-1,-4.402852535E0,8.961544991E0,4.896908283E0
8.821685833E-1,-3.552452087E0,8.784199715E0,4.578366756E0
8.921775833E-1,-2.005696297E0,7.490640640E0,3.864248037E0
9.021875833E-1,-1.961739361E-1,5.844798088E0,3.023857117E0
9.121665833E-1,1.390873194E0,4.110743046E0,2.196196318E0
9.221765833E-1,2.623065472E0,2.736837149E0,1.432024837E0
9.321865833E-1,2.839563370E0,2.637044430E0,1.077768803E0
9.421655833E-1,2.575581551E0,2.817119360E0,1.406242847E0
9.521755833E-1,2.874873281E-1,2.658410788E0,1.025589466E0
9.621855833E-1,-1.622925282E0,3.230618477E0,4.447618425E-1
