"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.480421448E-1,-8.846603394E0,-5.776487732E-1
1.001600000E-2,-5.289999390E-1,-8.801996155E0,-7.436535645E-1
2.003300001E-2,-8.506809998E-1,-8.875643005E0,-9.415420532E-1
3.004900001E-2,-1.139131165E0,-9.101822662E0,-1.079105988E0
4.006500001E-2,-1.265618134E0,-9.543254700E0,-1.117126923E0
5.008100001E-2,-1.202599182E0,-1.020712418E1,-1.015338593E0
6.009700001E-2,-1.462309113E0,-1.080213684E1,-7.469467163E-1
7.011400000E-2,-1.342857513E0,-1.118354370E1,-3.603007507E-1
8.013000000E-2,-8.652008057E-1,-1.148816025E1,2.110610962E-2
9.014600000E-2,-5.721102905E-1,-1.185699326E1,2.074685669E-1
1.001620000E-1,-4.674778748E-1,-1.196985855E1,-6.406677246E-2
1.101780000E-1,-4.415817261E-1,-1.198497711E1,-4.987628174E-1
1.201950000E-1,-5.751040649E-1,-1.220636673E1,-7.885601807E-1
1.302110000E-1,-8.922944641E-1,-1.247176483E1,-7.120692444E-1
1.402270000E-1,-5.462141418E-1,-1.254960297E1,-2.389031982E-1
1.502430000E-1,2.409988403E-1,-1.321302338E1,4.092489624E-1
1.602590000E-1,1.011147308E0,-1.370894211E1,1.141675873E0
1.702760000E-1,1.707948303E0,-1.312710205E1,2.113155670E0
1.802920000E-1,2.345921631E0,-1.288026535E1,3.183579712E0
1.903080000E-1,3.025209045E0,-1.303279816E1,3.758085022E0
2.003240000E-1,3.186723175E0,-1.200234100E1,3.046464844E0
2.103400000E-1,2.367476807E0,-9.654772797E0,1.957629089E0
2.203570000E-1,1.292711792E0,-7.319928131E0,1.340013428E0
2.303730000E-1,1.175505524E0,-5.770500183E0,9.804611206E-1
2.403890000E-1,1.194815369E0,-4.684059448E0,1.019080811E0
2.504050000E-1,8.497828674E-1,-4.262835388E0,1.229842529E0
2.604210000E-1,6.213578796E-1,-4.816084900E0,1.648072815E0
2.704380000E-1,3.833528137E-1,-6.007906494E0,2.128872986E0
2.804540000E-1,4.617897034E-1,-7.262447662E0,2.779120789E0
2.904700000E-1,8.803193665E-1,-8.521928558E0,3.456162872E0
3.004860000E-1,1.174607391E0,-1.005743546E1,3.823648682E0
3.105020000E-1,1.687440948E0,-1.160641434E1,3.559148712E0
3.205190000E-1,2.385738831E0,-1.249481689E1,2.940485229E0
3.305350000E-1,3.005001068E0,-1.220591766E1,2.674937439E0
3.405510000E-1,3.353925476E0,-1.108594666E1,2.375410309E0
3.505670000E-1,3.467539215E0,-1.006836273E1,1.379531250E0
3.605830000E-1,3.542832642E0,-9.370513916E0,2.330653381E-1
3.706000000E-1,3.666325836E0,-9.137298889E0,-1.285826111E0
3.806160000E-1,3.257675629E0,-8.902886353E0,-1.707648926E0
3.906320000E-1,2.697540436E0,-8.317603455E0,-1.544039154E0
4.006480000E-1,2.772833862E0,-7.850724335E0,-9.741741943E-1
4.106640000E-1,3.212469635E0,-7.824678497E0,-3.876937866E-2
4.206810000E-1,3.644171906E0,-8.056546326E0,1.165326691E0
4.306970000E-1,3.778742065E0,-8.497229919E0,2.297422485E0
4.407130000E-1,3.563789062E0,-8.954379272E0,3.233126678E0
4.507290000E-1,2.941982117E0,-9.492659912E0,3.469934235E0
4.607450000E-1,2.113604736E0,-1.011746063E1,2.976410522E0
4.707620000E-1,1.304986267E0,-1.061891785E1,2.088606720E0
4.807780000E-1,5.882766724E-1,-1.091305618E1,1.159937897E0
