"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.557920000E-1,-6.587539315E-1,-5.916751623E-1,-5.011380315E-1
1.657710000E-1,-5.793662071E-1,-4.771629274E-1,-6.745902300E-1
1.757510000E-1,-2.409187555E-1,-1.565285027E-1,-7.072235346E-1
1.857600000E-1,9.226905555E-2,-9.738793969E-2,-5.612945557E-1
1.957288750E-1,1.806814522E-1,-1.609655842E-2,-3.271409273E-1
2.057078750E-1,2.893938124E-1,2.289083898E-1,-1.866960665E-3
2.156868750E-1,4.669603407E-1,2.906700373E-1,2.750442624E-1
2.256658750E-1,6.643295884E-1,4.308191538E-1,5.139244795E-1
2.356458750E-1,7.129224539E-1,5.067861080E-1,9.314077497E-1
2.456548750E-1,5.617901683E-1,3.279265761E-1,1.261000276E0
2.556348750E-1,3.952789605E-1,2.412614524E-1,1.500636578E0
2.656138750E-1,1.438518018E-1,2.754822969E-1,1.451457858E0
2.755928750E-1,-8.238453418E-2,3.708905578E-1,1.146425009E0
2.855718750E-1,-3.103917539E-1,3.935609758E-1,7.696132660E-1
2.955818750E-1,-3.639999330E-1,1.057444572E0,4.974312782E-1
3.055608750E-1,-3.900187314E-1,1.735581875E0,1.982040554E-1
3.155408750E-1,-4.240992665E-1,2.117398262E0,7.428511512E-3
3.255198750E-1,-4.833170772E-1,1.998101711E0,4.160485789E-2
3.354988750E-1,-4.314532578E-1,1.647893071E0,1.550765634E-1
3.454778750E-1,-3.259790242E-1,1.273587942E0,3.116291463E-1
3.554878750E-1,-2.347014993E-1,1.129132867E0,5.050668120E-1
3.654668750E-1,-1.987333745E-1,1.211189032E0,6.454113722E-1
3.754468750E-1,-2.796777487E-1,1.398485541E0,7.475552559E-1
3.854258750E-1,-4.391049445E-1,1.743413448E0,7.805286646E-1
3.954048750E-1,-5.261059403E-1,2.009660482E0,7.404391170E-1
4.053838750E-1,-5.520938635E-1,2.322084188E0,6.527228355E-1
4.153938750E-1,-6.541692019E-1,2.372371435E0,5.815678835E-1
4.253728750E-1,-7.893440723E-1,2.281608820E0,4.852895737E-1
4.353528750E-1,-9.293609262E-1,2.175080776E0,3.857582211E-1
4.453318750E-1,-1.077220440E0,2.071984768E0,3.099167347E-1
4.553108750E-1,-1.221047759E0,1.924074650E0,2.556939721E-1
4.653208750E-1,-1.335996389E0,1.744576812E0,2.476661056E-1
4.752998750E-1,-1.387759566E0,1.579913378E0,2.687820494E-1
4.852788750E-1,-1.384121656E0,1.384534597E0,3.134011626E-1
4.952588750E-1,-1.342134356E0,1.238024235E0,3.786656857E-1
5.052378750E-1,-1.336293817E0,1.164184093E0,4.589749277E-1
5.152168750E-1,-1.324045062E0,1.209313631E0,5.496930480E-1
5.252268750E-1,-1.327504158E0,1.375309825E0,6.219425201E-1
5.352058750E-1,-1.347266436E0,1.693887591E0,6.471242905E-1
5.451848750E-1,-1.345420837E0,2.088211298E0,6.058415771E-1
5.551648750E-1,-1.314718008E0,2.379524946E0,4.945768118E-1
5.651438750E-1,-1.273830533E0,2.294841528E0,4.031672776E-1
5.751228750E-1,-1.191455483E0,1.939414978E0,3.014118969E-1
5.851328750E-1,-1.041614413E0,1.556682229E0,1.908598244E-1
5.951118750E-1,-8.794815540E-1,1.267151713E0,6.114655361E-2
6.050908750E-1,-6.889254451E-1,1.039876938E0,-8.251686394E-2
6.150708750E-1,-5.067409277E-1,8.400142193E-1,-2.066481262E-1
6.250498750E-1,-3.980927169E-1,6.884899735E-1,-2.761877775E-1
6.350598750E-1,-3.513064086E-1,6.563060880E-1,-3.050111830E-1
6.450388750E-1,-3.046449125E-1,7.293062806E-1,-3.212104142E-1
6.550178750E-1,-2.448125184E-1,7.894186974E-1,-3.248408437E-1
6.649968750E-1,-1.886821389E-1,7.492531538E-1,-3.034079969E-1
6.749768750E-1,-1.198025346E-1,6.783942580E-1,-2.752562463E-1
6.849558750E-1,2.337433212E-2,5.457187891E-1,-2.550660372E-1
6.949658750E-1,2.824566662E-1,3.247105777E-1,-2.494826913E-1
7.049448750E-1,6.231591105E-1,8.817421645E-2,-2.498363554E-1
7.149238750E-1,9.527590275E-1,-1.147539988E-1,-2.476030886E-1
7.249028750E-1,1.285294056E0,-3.053865433E-1,-2.796606123E-1
7.348828750E-1,1.633927226E0,-5.755389929E-1,-3.533648849E-1
7.448618750E-1,1.979499817E0,-9.425774217E-1,-4.907515049E-1
7.548718750E-1,2.270744801E0,-1.264667630E0,-7.400726676E-1
7.648508750E-1,2.471830130E0,-1.561855912E0,-1.096677423E0
7.748298750E-1,2.533736467E0,-1.820624828E0,-1.475020766E0
7.848088750E-1,2.421769381E0,-1.957228780E0,-1.888984084E0
7.947888750E-1,2.186817884E0,-2.055211782E0,-2.403129101E0
8.047978750E-1,1.917079687E0,-2.146455050E0,-2.872250319E0
8.147778750E-1,1.752802491E0,-2.006212234E0,-2.878874063E0
8.247568750E-1,1.646077633E0,-1.761797786E0,-2.357779264E0
8.347358750E-1,1.299370766E0,-1.391699433E0,-1.591054082E0
